Name,GoalKeeping,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Thomas Castella,57.2,52.0,62.0,51.0,54.0,67.0
Philipp Erhardt,10.2,7.0,7.0,7.0,14.0,16.0
David Fitzpatrick,11.4,8.0,15.0,13.0,14.0,7.0
Aaron Barry,12.2,10.0,7.0,16.0,15.0,13.0
Luke Conlan,11.4,14.0,10.0,9.0,13.0,11.0
Georgios Sarris,12.2,10.0,12.0,15.0,9.0,15.0
Davide Mariani,11.0,10.0,16.0,9.0,7.0,13.0
Junior Joachim,12.6,15.0,12.0,11.0,16.0,9.0
Gary Shanahan,11.8,10.0,12.0,14.0,8.0,15.0
Max Crocombe,56.6,55.0,60.0,54.0,55.0,59.0
Peter Aase,10.8,12.0,8.0,13.0,9.0,12.0
Nicolas Hasler,11.6,11.0,14.0,9.0,13.0,11.0
Liam Wakefield,10.2,7.0,15.0,11.0,6.0,12.0
Curtis Thompson,11.4,12.0,11.0,13.0,10.0,11.0
Kevin Bigler,12.4,8.0,16.0,11.0,16.0,11.0
Anton Rodgers,11.6,12.0,11.0,14.0,8.0,13.0
Ben Wilson,56.8,54.0,60.0,58.0,54.0,58.0
William Frantzen,10.8,12.0,11.0,15.0,9.0,7.0
Mario Bühler,11.2,13.0,12.0,9.0,11.0,11.0
Daniel Potts,9.8,6.0,13.0,10.0,10.0,10.0
Dean Jarvis,11.2,11.0,10.0,12.0,10.0,13.0
Lee Burge,55.6,52.0,65.0,42.0,56.0,63.0
Marc McCallum,56.8,58.0,57.0,52.0,58.0,59.0
Keith Buckley,8.4,8.0,7.0,10.0,8.0,9.0
Inal Getigezhev,8.8,6.0,11.0,13.0,7.0,7.0
Lloyd Allinson,57.0,53.0,56.0,50.0,60.0,66.0
Ben Williamson,10.6,10.0,14.0,12.0,10.0,7.0
Hjörtur Logi Valgarðsson,11.6,11.0,11.0,14.0,13.0,9.0
Simon Thomas,56.8,58.0,58.0,52.0,57.0,59.0
Gary Shaw,11.2,9.0,9.0,15.0,12.0,11.0
Apti Akhyadov,10.8,13.0,9.0,8.0,11.0,13.0
Maciej Górski,10.4,6.0,12.0,10.0,16.0,8.0
Graham Kelly,12.0,16.0,14.0,7.0,11.0,12.0
Stefan Payne,11.8,16.0,14.0,7.0,6.0,16.0
Kim Kyo Bin,57.4,56.0,54.0,58.0,59.0,60.0
Keith Ward,11.0,15.0,9.0,14.0,11.0,6.0
Kamal Mustafa,11.0,11.0,14.0,10.0,6.0,14.0
Fozil Musaev,11.8,9.0,16.0,9.0,14.0,11.0
Calum Butcher,12.6,10.0,7.0,16.0,16.0,14.0
Pascal Schürpf,11.6,16.0,6.0,13.0,16.0,7.0
Lalo Fernández,57.8,49.0,57.0,58.0,61.0,64.0
Martin Grasegger,12.2,13.0,10.0,15.0,9.0,14.0
Marlon Jackson,9.2,8.0,9.0,6.0,12.0,11.0
Ma Leilei,10.8,7.0,15.0,16.0,8.0,8.0
Koji Nishimura,57.6,63.0,58.0,55.0,53.0,59.0
Richard Tait,10.8,11.0,10.0,10.0,16.0,7.0
Viktor Noring,56.8,56.0,58.0,53.0,59.0,58.0
Damian Piotrowski,12.4,12.0,15.0,16.0,12.0,7.0
Lloyd Saxton,57.4,59.0,57.0,60.0,57.0,54.0
Ben Tozer,12.6,7.0,15.0,9.0,16.0,16.0
Robbie Simpson,10.2,16.0,6.0,11.0,7.0,11.0
Jonathan Franks,11.6,8.0,14.0,11.0,13.0,12.0
Pádraig Amond,12.4,16.0,11.0,9.0,12.0,14.0
Patrick Kavanagh,1.0,1.0,1.0,1.0,1.0,1.0
Darren Dennehy,14.2,15.0,14.0,10.0,16.0,16.0
Diego Ciccone,1.0,1.0,1.0,1.0,1.0,1.0
Simone Grippo,10.0,12.0,13.0,9.0,8.0,8.0
Ian Morris,11.4,15.0,15.0,10.0,8.0,9.0
Tatsuya Tanaka,10.2,12.0,14.0,9.0,6.0,10.0
James McKeown,56.2,54.0,59.0,55.0,55.0,58.0
Kevin O'Connor,10.0,7.0,6.0,14.0,14.0,9.0
Mattias Hugosson,57.2,61.0,57.0,59.0,55.0,54.0
Curtis Weston,9.4,6.0,11.0,14.0,7.0,9.0
Scott Brown,9.0,9.0,12.0,11.0,6.0,7.0
Jonathan Smith,12.6,8.0,16.0,15.0,8.0,16.0
Diego Torres,11.6,16.0,14.0,10.0,6.0,12.0
Marcus Bean,9.0,14.0,8.0,9.0,7.0,7.0
Christian Terlizzi,9.6,15.0,6.0,5.0,9.0,13.0
Ryan Esson,56.4,59.0,54.0,55.0,58.0,56.0
Brian Jensen,56.4,59.0,55.0,57.0,56.0,55.0
Peter van der Vlag,57.6,61.0,54.0,59.0,63.0,51.0
Lee Mansell,9.0,15.0,7.0,7.0,6.0,10.0
Kevin Ellison,8.8,14.0,7.0,6.0,11.0,6.0
Eduard Löwen,9.0,12.0,5.0,5.0,10.0,13.0
Dani Góngora,10.6,14.0,7.0,12.0,11.0,9.0
Miguel Nazarit,8.6,12.0,7.0,5.0,9.0,10.0
Ruslan Salakhutdinov,13.6,10.0,15.0,15.0,14.0,14.0
Erdem Onur Beytaş,10.8,8.0,10.0,11.0,14.0,11.0
Michał Smolarczyk,9.6,14.0,10.0,6.0,7.0,11.0
Petar Mamić,8.0,7.0,6.0,7.0,13.0,7.0
Mate Tsintsadze,7.8,6.0,9.0,6.0,9.0,9.0
Cristian González,10.2,5.0,15.0,11.0,11.0,9.0
Baptiste Etcheverria,9.4,8.0,6.0,12.0,6.0,15.0
Abdullah Al Joui,11.6,9.0,12.0,9.0,14.0,14.0
Efraín Orona,9.4,13.0,13.0,6.0,7.0,8.0
Raoul Petretta,10.8,8.0,10.0,9.0,13.0,14.0
Nelson Insfrán,56.8,61.0,54.0,62.0,54.0,53.0
Sinan Yazıcı,9.6,14.0,9.0,5.0,8.0,12.0
Ümit Türker,12.2,13.0,14.0,15.0,5.0,14.0
Park Yi-Young,11.0,11.0,15.0,7.0,11.0,11.0
Patrick Sontheimer,9.2,8.0,6.0,6.0,14.0,12.0
Toshio Shimakawa,10.0,9.0,5.0,11.0,12.0,13.0
Ryota Suzuki,57.4,49.0,60.0,55.0,63.0,60.0
Hennos Asmelash,10.4,11.0,12.0,8.0,10.0,11.0
Joel Allwright,7.2,5.0,7.0,6.0,12.0,6.0
Ryuta Koike,11.6,11.0,14.0,10.0,9.0,14.0
Logan Ketterer,56.6,65.0,54.0,55.0,57.0,52.0
Jo Vetle Rimstad,11.8,10.0,8.0,12.0,15.0,14.0
Ethan Kutler,9.0,14.0,6.0,6.0,14.0,5.0
Jakob Nerwinski,11.2,11.0,14.0,12.0,12.0,7.0
Ivan Rozas,10.8,14.0,6.0,10.0,15.0,9.0
Seitaro Tomisawa,11.2,11.0,9.0,12.0,12.0,12.0
David Engström,8.4,8.0,8.0,7.0,9.0,10.0
Harlin Suárez,7.4,6.0,6.0,11.0,6.0,8.0
José Iván Rodríguez,9.8,8.0,10.0,8.0,9.0,14.0
Enzo Roggio,11.8,10.0,11.0,12.0,13.0,13.0
Tomás Guidara,10.2,15.0,5.0,8.0,14.0,9.0
Bajram Ajeti,13.2,12.0,13.0,14.0,15.0,12.0
Tomás Zanotti,9.6,13.0,12.0,5.0,11.0,7.0
Martín Sarrafiore,9.8,12.0,14.0,7.0,11.0,5.0
Mallik Wilks,9.6,9.0,14.0,5.0,11.0,9.0
Facundo Rizzi,9.2,7.0,8.0,10.0,14.0,7.0
Diego Ohlsson,10.4,6.0,15.0,11.0,6.0,14.0
Tyler Pasher,9.8,12.0,10.0,7.0,6.0,14.0
Federico Serra,8.6,13.0,7.0,8.0,8.0,7.0
Illia Briukhov,11.2,10.0,14.0,9.0,12.0,11.0
Facundo Britos,10.8,15.0,9.0,13.0,6.0,11.0
Mark Spenkelink,58.0,56.0,58.0,58.0,57.0,61.0
Cristian Mazo,8.0,6.0,12.0,6.0,8.0,8.0
Ángelo Martino,8.8,7.0,14.0,9.0,5.0,9.0
Erwin Heidekamp,56.2,57.0,58.0,51.0,55.0,60.0
Brian Koglin,7.8,8.0,14.0,5.0,6.0,6.0
Facundo Soloa,9.6,13.0,10.0,9.0,9.0,7.0
Quentin Bena,10.8,7.0,6.0,12.0,15.0,14.0
Berkay Yıldız,10.8,14.0,8.0,14.0,12.0,6.0
Ryan Lowry,10.0,8.0,13.0,9.0,14.0,6.0
Mattéo Guendouzi,9.8,13.0,6.0,6.0,13.0,11.0
Agustín Cardozo,10.6,8.0,15.0,8.0,8.0,14.0
Hiram Muñoz,11.8,12.0,11.0,13.0,11.0,12.0
Kadiri Mohammed,11.2,13.0,11.0,9.0,10.0,13.0
Abdulelah Al Bukhari,9.8,9.0,11.0,11.0,12.0,6.0
Rodrigo González,10.8,9.0,14.0,13.0,11.0,7.0
Nikola Mileusnic,10.8,9.0,12.0,10.0,8.0,15.0
Eduard Atuesta,12.8,12.0,15.0,12.0,12.0,13.0
Maurício Cortés,10.4,10.0,9.0,9.0,12.0,12.0
Giuseppe Cuomo,12.4,11.0,12.0,14.0,10.0,15.0
Said Llambay,11.2,8.0,14.0,8.0,11.0,15.0
Ronaldo Abarca,10.2,12.0,15.0,8.0,10.0,6.0
Vedat Karakuş,56.2,48.0,62.0,49.0,58.0,64.0
Alexandar Borkovic,8.6,8.0,11.0,13.0,5.0,6.0
Ivan Morales,9.6,14.0,10.0,5.0,6.0,13.0
Gonzalo Goñi,8.6,9.0,7.0,8.0,8.0,11.0
Arián Pucheta,11.0,13.0,11.0,12.0,6.0,13.0
Luca Zanimacchia,10.6,14.0,10.0,10.0,12.0,7.0
Fırat Tayboğa,11.0,10.0,14.0,13.0,7.0,11.0
Oğuzhan Kolak,9.0,11.0,10.0,7.0,7.0,10.0
Dario Alberto Polverini,8.6,9.0,11.0,6.0,11.0,6.0
Michael Ledger,10.8,10.0,9.0,11.0,12.0,12.0
José Perales,59.2,62.0,58.0,60.0,59.0,57.0
David Khurtsidze,10.2,13.0,10.0,11.0,10.0,7.0
Joel Soñora,7.6,8.0,5.0,5.0,6.0,14.0
Jamal Mohammad Al Dhafeeri,10.6,7.0,8.0,12.0,12.0,14.0
Faissal El Bakhtaoui,11.0,11.0,6.0,11.0,13.0,14.0
Niels Wouters,11.6,10.0,14.0,8.0,12.0,14.0
Dennis Geiger,8.4,10.0,7.0,12.0,8.0,5.0
Ibrahim Dresevic,10.2,13.0,11.0,10.0,12.0,5.0
Rami Kaib,10.2,14.0,11.0,8.0,11.0,7.0
Hassan Mohammed Raghfawi,10.4,14.0,13.0,6.0,5.0,14.0
Egor Golenkov,11.0,9.0,15.0,10.0,12.0,9.0
Vladislav Masalskiy,11.0,14.0,13.0,7.0,6.0,15.0
Dennis Antwi,11.6,11.0,12.0,13.0,7.0,15.0
Sadam Sulley,11.6,11.0,9.0,13.0,10.0,15.0
Josué Lázaro,9.0,12.0,14.0,6.0,6.0,7.0
Jakub Čunta,11.4,13.0,10.0,13.0,12.0,9.0
Fabio Eguelfi,13.2,11.0,14.0,15.0,14.0,12.0
Tim van de Berg,9.6,7.0,8.0,8.0,12.0,13.0
Liam Fisch,8.4,11.0,12.0,6.0,8.0,5.0
Artur Siemaszko,11.6,12.0,12.0,15.0,10.0,9.0
Elliott Moore,8.8,13.0,6.0,11.0,6.0,8.0
Dragomir Vukobratović,10.0,10.0,6.0,7.0,14.0,13.0
Przemysław Stolc,9.6,9.0,13.0,7.0,12.0,7.0
Vitaly Janelt,8.0,6.0,6.0,6.0,8.0,14.0
Husein Balic,12.2,15.0,11.0,14.0,7.0,14.0
Nicolás Maná,11.8,10.0,15.0,14.0,14.0,6.0
Andrés Iniestra,8.0,7.0,10.0,9.0,9.0,5.0
Juan Giraldo,10.6,8.0,14.0,9.0,13.0,9.0
Christian Fassnacht,11.2,12.0,12.0,13.0,13.0,6.0
Giuseppe Mastinu,12.2,11.0,8.0,15.0,13.0,14.0
Nils Seufert,9.4,8.0,10.0,6.0,9.0,14.0
Milan Dimun,8.4,8.0,7.0,12.0,6.0,9.0
Daniel Arzani,10.8,10.0,8.0,14.0,8.0,14.0
Houboulang Mendes,9.0,9.0,11.0,5.0,10.0,10.0
Sharly Mabussi,6.6,6.0,7.0,6.0,7.0,7.0
Sven Müller,56.4,55.0,59.0,50.0,57.0,61.0
Mateusz Kryczka,59.6,54.0,59.0,65.0,58.0,62.0
Admiral Muskwe,11.0,7.0,8.0,14.0,14.0,12.0
Harvey Barnes,8.0,8.0,6.0,11.0,5.0,10.0
Oualid Mamoun,9.4,13.0,11.0,6.0,7.0,10.0
Nathan McGinley,10.8,9.0,13.0,12.0,14.0,6.0
Cyril Fogacci,56.0,57.0,63.0,53.0,53.0,54.0
Andre Coker,9.2,6.0,13.0,9.0,6.0,12.0
Rubén Cepeda,8.4,9.0,8.0,9.0,6.0,10.0
Andreas Albers,7.2,6.0,7.0,11.0,6.0,6.0
Delphin Tshiembe,10.8,11.0,5.0,13.0,14.0,11.0
Ben Wynter,10.0,14.0,6.0,15.0,7.0,8.0
Mateo Puerta,9.0,7.0,10.0,10.0,9.0,9.0
Lassi Lappalainen,8.4,6.0,7.0,6.0,14.0,9.0
Sebastian Dahlström,11.6,10.0,15.0,8.0,11.0,14.0
Lucas Lingman,11.8,10.0,11.0,9.0,14.0,15.0
Aapo Halme,11.0,12.0,12.0,11.0,6.0,14.0
Alexander Hollman,9.2,5.0,11.0,14.0,8.0,8.0
Choi Myeong Jin,11.0,10.0,13.0,12.0,7.0,13.0
Jahmal Hector-Ingram,10.0,9.0,8.0,11.0,10.0,12.0
Siebe Van der Heyden,12.0,14.0,9.0,12.0,12.0,13.0
Alessio Castro-Montes,11.2,11.0,8.0,15.0,13.0,9.0
Cristian Calderón,9.2,8.0,7.0,9.0,12.0,10.0
John Salas,9.0,12.0,6.0,12.0,8.0,7.0
Sofiane Alakouch,10.2,11.0,6.0,14.0,12.0,8.0
Pontus Dahlberg,55.8,53.0,55.0,53.0,63.0,55.0
Jonathan León,58.0,53.0,63.0,60.0,52.0,62.0
Jonah Ayunga,9.0,14.0,6.0,6.0,12.0,7.0
Carlos Rodríguez,11.8,14.0,14.0,12.0,13.0,6.0
Luis Hurtado,9.2,7.0,10.0,11.0,5.0,13.0
Dani Hatakka,10.4,6.0,15.0,5.0,12.0,14.0
Fermín Antonini,8.4,12.0,6.0,6.0,10.0,8.0
Anthony Georgiou,10.8,14.0,10.0,8.0,12.0,10.0
Yoo Dong Gon,9.0,6.0,11.0,6.0,13.0,9.0
Santiago Villarreal,9.6,12.0,10.0,5.0,8.0,13.0
Reece Cole,10.0,6.0,8.0,12.0,12.0,12.0
Dubán Martínez,10.0,14.0,9.0,15.0,6.0,6.0
Tyler Adams,9.2,8.0,6.0,12.0,13.0,7.0
Lee Han Do,9.4,14.0,9.0,12.0,7.0,5.0
Kota Mori,12.0,14.0,11.0,13.0,12.0,10.0
Shun Kumagai,9.8,9.0,7.0,14.0,14.0,5.0
Daisuke Sakata,7.6,6.0,6.0,10.0,9.0,7.0
Takayuki Nakahara,9.2,10.0,14.0,7.0,7.0,8.0
Kohei Tezuka,9.2,5.0,13.0,9.0,10.0,9.0
Yuta Mishima,9.4,14.0,8.0,8.0,11.0,6.0
Akishige Kaneda,55.2,59.0,54.0,49.0,56.0,58.0
Ryuichi Kamiyama,53.4,62.0,59.0,41.0,46.0,59.0
Tsukasa Morishima,11.0,15.0,13.0,6.0,15.0,6.0
Koki Machida,9.2,14.0,7.0,11.0,7.0,7.0
Yu In Soo,9.8,9.0,15.0,12.0,6.0,7.0
Jun Amano,9.0,7.0,5.0,13.0,6.0,14.0
Shin Kanazawa,8.4,7.0,5.0,10.0,9.0,11.0
Ryo Okui,11.6,13.0,15.0,12.0,12.0,6.0
Jens Stage,8.8,10.0,11.0,5.0,12.0,6.0
Hiromu Mitsumaru,10.2,12.0,8.0,13.0,6.0,12.0
Abdulaziz Al Sharid,9.2,5.0,10.0,13.0,7.0,11.0
Facundo Cambeses,58.0,57.0,58.0,57.0,57.0,61.0
Kazunari Ichimi,8.4,6.0,6.0,9.0,8.0,13.0
Noriyoshi Sakai,9.6,9.0,8.0,6.0,15.0,10.0
Ken Matsubara,10.6,11.0,12.0,9.0,8.0,13.0
Ryo Takahashi,9.2,6.0,9.0,10.0,9.0,12.0
Keita Fujimura,8.8,11.0,5.0,6.0,8.0,14.0
Ryunosuke Noda,8.6,8.0,8.0,7.0,14.0,6.0
Mansour Najjar,12.4,13.0,12.0,14.0,14.0,9.0
Cy Goddard,11.4,13.0,14.0,13.0,7.0,10.0
Salvador Cordero,10.4,8.0,9.0,10.0,14.0,11.0
Nikolaj Hagelskjær,9.6,5.0,11.0,13.0,7.0,12.0
Adam Berry,10.2,11.0,7.0,11.0,12.0,10.0
Hubert Adamczyk,7.8,5.0,8.0,9.0,9.0,8.0
Marshall Hollingsworth,9.2,8.0,11.0,12.0,8.0,7.0
Jonny Bonner,10.0,14.0,9.0,10.0,7.0,10.0
Claudio Rubiano,10.8,12.0,10.0,12.0,10.0,10.0
Andrew Tarbell,58.6,55.0,53.0,65.0,61.0,59.0
Alastair Bray,58.8,57.0,61.0,59.0,57.0,60.0
Kim Jong Min,9.8,9.0,11.0,14.0,8.0,7.0
Ben White,8.4,5.0,8.0,12.0,11.0,6.0
Yanno Vanwelkenhuysen,57.8,53.0,65.0,58.0,53.0,60.0
Harry Monaghan,10.2,8.0,14.0,7.0,10.0,12.0
Calle Brown,58.2,51.0,51.0,67.0,58.0,64.0
Frederik Tingager,13.4,15.0,11.0,13.0,14.0,14.0
Camilo Blanco,9.8,9.0,9.0,9.0,8.0,14.0
Jan Bamert,8.0,9.0,7.0,6.0,11.0,7.0
Joey Katebian,9.8,11.0,12.0,8.0,5.0,13.0
Damien McNulty,9.4,10.0,7.0,6.0,15.0,9.0
Dean Lyness,56.4,48.0,59.0,53.0,59.0,63.0
James Justin,9.0,5.0,13.0,6.0,7.0,14.0
Ismaël Chester Diallo,9.6,11.0,5.0,12.0,13.0,7.0
Noel Mbo,8.0,9.0,13.0,7.0,6.0,5.0
Roberto Kakeeto,10.6,6.0,14.0,12.0,13.0,8.0
Stefan Nigro,9.2,15.0,12.0,5.0,6.0,8.0
Ethan Jones,11.6,12.0,14.0,14.0,9.0,9.0
Tobias Svendsen,8.2,7.0,9.0,11.0,6.0,8.0
Braian Rivero,10.0,11.0,13.0,5.0,7.0,14.0
Carl Johansson,12.2,15.0,8.0,14.0,10.0,14.0
Christian Maghoma,9.2,11.0,10.0,5.0,10.0,10.0
Moisés Ávila,11.8,13.0,11.0,13.0,14.0,8.0
Timi Max Elšnik,9.8,14.0,14.0,7.0,7.0,7.0
Ethan Robson,9.8,7.0,7.0,15.0,8.0,12.0
Fabrizio Alastra,56.2,51.0,59.0,56.0,52.0,63.0
Teixe Gaúcho,56.4,41.0,70.0,54.0,55.0,62.0
Héniton Pires,10.6,10.0,13.0,12.0,10.0,8.0
Dominik Schad,10.8,11.0,10.0,14.0,7.0,12.0
Vashon Neufville,9.8,15.0,7.0,9.0,12.0,6.0
Osama Al Khalaf,11.0,11.0,8.0,9.0,14.0,13.0
Svante Ingelsson,10.6,11.0,12.0,10.0,9.0,11.0
Ariel Lassiter,10.4,7.0,8.0,9.0,13.0,15.0
Rowan Liburd,8.0,13.0,10.0,5.0,5.0,7.0
Emil Łupiński,5.6,5.0,7.0,5.0,6.0,5.0
Harun Alpsoy,9.4,8.0,9.0,12.0,9.0,9.0
Cameron James,8.6,7.0,8.0,13.0,8.0,7.0
Eryin Sanhueza,55.0,57.0,56.0,53.0,52.0,57.0
Goran Jozinović,10.0,6.0,9.0,9.0,15.0,11.0
Riccardo Ferrara,55.0,51.0,54.0,53.0,56.0,61.0
Adrián Zendejas,55.4,49.0,67.0,53.0,50.0,58.0
Michael Gash,9.8,11.0,6.0,9.0,13.0,10.0
Niall Mason,9.4,9.0,8.0,6.0,13.0,11.0
Adetayo Edun,11.2,12.0,12.0,12.0,11.0,9.0
Aron Davies,10.4,13.0,6.0,14.0,9.0,10.0
Bryan Colula,11.8,10.0,10.0,14.0,12.0,13.0
Tomás Figueroa,57.8,55.0,58.0,62.0,55.0,59.0
Görkem Sağlam,9.2,6.0,7.0,13.0,7.0,13.0
Fernando Alarcón,11.4,14.0,11.0,11.0,8.0,13.0
Rasmus Rosenqvist,10.0,8.0,12.0,11.0,12.0,7.0
Rino Anto,12.2,11.0,14.0,14.0,14.0,8.0
Fredrik Michalsen,11.6,11.0,8.0,11.0,13.0,15.0
Christopher Lindquist,11.4,11.0,14.0,8.0,11.0,13.0
Elhadj Dabo,12.6,13.0,15.0,8.0,13.0,14.0
Bastian Kurz,8.2,12.0,8.0,6.0,7.0,8.0
Nathan Blissett,13.4,13.0,10.0,16.0,13.0,15.0
Harold Moukoudi,12.4,15.0,12.0,12.0,14.0,9.0
Benjamin Van Durmen,11.8,13.0,14.0,12.0,12.0,8.0
Elliott List,10.6,7.0,9.0,11.0,15.0,11.0
Kaan Akca,9.6,7.0,9.0,6.0,12.0,14.0
Richard Paredes,9.8,11.0,6.0,11.0,14.0,7.0
Dominik Reimann,57.2,48.0,61.0,63.0,52.0,62.0
Vincent Sierro,11.0,15.0,12.0,9.0,8.0,11.0
Kim Boo Gwan,13.8,16.0,16.0,15.0,15.0,7.0
Jeong YeongChong,10.6,7.0,14.0,6.0,14.0,12.0
Souheib Dhaflaoui,8.6,6.0,10.0,10.0,11.0,6.0
Harry Burgoyne,57.4,59.0,61.0,56.0,54.0,57.0
Manuel Nicoletti,10.6,9.0,12.0,12.0,10.0,10.0
Jorge Rico,12.2,10.0,9.0,15.0,12.0,15.0
Birhan Vatansever,9.8,8.0,8.0,11.0,14.0,8.0
Tobi Adebayo-Rowling,9.4,10.0,13.0,8.0,9.0,7.0
Alexandr Shubin,55.6,51.0,59.0,53.0,55.0,60.0
Bright Osayi-Samuel,12.8,14.0,15.0,9.0,13.0,13.0
Besard Sabovic,12.8,12.0,13.0,16.0,16.0,7.0
Matty Foulds,10.4,15.0,7.0,11.0,6.0,13.0
Mairon Quiñones,11.2,9.0,10.0,14.0,10.0,13.0
Sadiq El Fitouri,10.4,10.0,15.0,10.0,8.0,9.0
Diego Moreno,11.2,9.0,14.0,8.0,13.0,12.0
Ben McKendry,13.4,9.0,12.0,16.0,16.0,14.0
Gustav Berggren,10.0,9.0,6.0,10.0,14.0,11.0
Marvin Vallecilla,13.4,7.0,15.0,15.0,16.0,14.0
Pablo Benitez,55.6,62.0,56.0,56.0,49.0,55.0
Lee Desmond,10.6,6.0,13.0,15.0,6.0,13.0
Rodolfo Reyes,9.0,11.0,8.0,8.0,9.0,9.0
Diego Figueroa,57.6,49.0,61.0,61.0,56.0,61.0
Collin Fernandez,12.0,16.0,8.0,11.0,10.0,15.0
Erik Andersson,12.2,7.0,16.0,15.0,12.0,11.0
Greg Taylor,11.4,12.0,9.0,13.0,14.0,9.0
Tim Markström,55.0,56.0,53.0,48.0,60.0,58.0
Kilian Cantwell,12.2,14.0,13.0,10.0,8.0,16.0
Paul McKay,12.4,13.0,12.0,14.0,9.0,14.0
Ferdinando Del Sole,12.0,7.0,10.0,16.0,16.0,11.0
Filip Lesniak,9.4,8.0,8.0,8.0,11.0,12.0
Babajide David,11.8,15.0,11.0,10.0,7.0,16.0
Karlan Ahearne-Grant,12.6,15.0,11.0,13.0,10.0,14.0
Abdullah Al Ammar,13.8,16.0,16.0,10.0,12.0,15.0
Louis Béland-Goyette,11.8,10.0,7.0,12.0,14.0,16.0
Juan Méndez,11.4,10.0,11.0,12.0,15.0,9.0
Alexander McQueen,11.0,9.0,12.0,9.0,10.0,15.0
Thomas Hadler,58.6,54.0,62.0,65.0,52.0,60.0
Deimer Ruiz,10.6,7.0,10.0,14.0,7.0,15.0
Kyle Wootton,1.0,1.0,1.0,1.0,1.0,1.0
Zackarias Faour,10.6,11.0,10.0,14.0,6.0,12.0
Federico Serraiocco,55.2,53.0,58.0,49.0,55.0,61.0
David Ferguson,9.0,11.0,7.0,11.0,10.0,6.0
Scott Kashket,12.0,13.0,11.0,9.0,11.0,16.0
Viktor Götesson,10.2,7.0,12.0,11.0,9.0,12.0
Petar Gluhakovic,11.4,8.0,15.0,12.0,12.0,10.0
Darren Lyon,10.4,10.0,7.0,13.0,14.0,8.0
Nilson Castrillón,8.6,10.0,11.0,8.0,6.0,8.0
Bobson Bawling,10.0,10.0,11.0,14.0,8.0,7.0
Maicol Medina,9.4,14.0,6.0,10.0,7.0,10.0
Jarrod Bowen,10.6,10.0,14.0,14.0,8.0,7.0
Jonjoe Kenny,12.6,13.0,6.0,16.0,13.0,15.0
William Boyle,11.2,13.0,8.0,13.0,15.0,7.0
Valentin Baume,56.2,50.0,58.0,55.0,54.0,64.0
Dennis Rosin,9.4,9.0,11.0,8.0,11.0,8.0
Michael McSweeney,10.6,8.0,9.0,14.0,15.0,7.0
Max Clark,10.8,11.0,15.0,6.0,13.0,9.0
Tobias Schützenauer,56.4,57.0,57.0,58.0,54.0,56.0
Narayan Das,11.2,10.0,14.0,12.0,9.0,11.0
Mour Paye,12.8,14.0,11.0,13.0,15.0,11.0
Francois-Joseph Sollacaro,56.0,50.0,62.0,55.0,49.0,64.0
Patrick Berg,11.8,10.0,14.0,16.0,11.0,8.0
Alex Lacey,12.2,13.0,14.0,7.0,14.0,13.0
Thomas Manos,55.0,55.0,58.0,51.0,53.0,58.0
Callum Burton,56.6,55.0,58.0,54.0,56.0,60.0
John Berner,56.0,54.0,57.0,53.0,60.0,56.0
Rasmus Levin Martinsen,9.0,10.0,8.0,9.0,12.0,6.0
Conor O'Malley,57.0,55.0,61.0,51.0,58.0,60.0
Ben Whitfield,12.4,16.0,13.0,8.0,15.0,10.0
Josh O'Hanlon,11.0,11.0,10.0,16.0,9.0,9.0
Pier Luigi Grazziani,56.6,58.0,55.0,56.0,58.0,56.0
Daniel Alessi,10.2,13.0,14.0,6.0,9.0,9.0
Marko Maroši,55.6,55.0,61.0,54.0,49.0,59.0
Alexandre Menay,54.8,54.0,63.0,50.0,47.0,60.0
Alejandro Peñaranda,9.6,11.0,9.0,10.0,10.0,8.0
Joshua Debayo,9.0,7.0,12.0,11.0,6.0,9.0
Tom Conlon,10.8,8.0,14.0,10.0,14.0,8.0
Jonas Gemmer,12.0,7.0,15.0,14.0,15.0,9.0
David Brooks,10.2,13.0,8.0,9.0,14.0,7.0
Abdullah Haif Al Shammari,11.6,9.0,10.0,14.0,14.0,11.0
Fabio Bertoli,9.8,13.0,7.0,13.0,11.0,5.0
Will De Havilland,8.2,10.0,10.0,7.0,7.0,7.0
Niall Keown,12.0,12.0,15.0,15.0,10.0,8.0
Mark Ochieng,11.0,13.0,15.0,6.0,11.0,10.0
Vicente Gatica,10.2,13.0,6.0,12.0,12.0,8.0
Mark Timlin,12.6,14.0,14.0,14.0,9.0,12.0
Dominic Oduro,10.0,13.0,6.0,14.0,6.0,11.0
Zakaria Messoudi,10.8,10.0,15.0,7.0,6.0,16.0
Harry Cornick,8.6,9.0,10.0,6.0,6.0,12.0
Bryan Cubillos,12.2,15.0,7.0,14.0,14.0,11.0
William Cuesta,56.0,70.0,53.0,55.0,54.0,48.0
Santiago Rodas,57.8,58.0,59.0,66.0,52.0,54.0
Cameron Dawson,56.4,58.0,53.0,59.0,57.0,55.0
Tom Beere,9.4,7.0,7.0,13.0,13.0,7.0
Brayan Camilo Reyes,12.8,10.0,8.0,16.0,15.0,15.0
Peter McGlynn,13.2,12.0,11.0,16.0,14.0,13.0
Jordan Cranston,10.8,13.0,12.0,10.0,8.0,11.0
Filippo Berra,10.0,10.0,12.0,9.0,11.0,8.0
Lazar Petkovic,55.4,50.0,58.0,53.0,56.0,60.0
