Name,Passing,Vision,Crossing,Short_Pass,Long_Pass,Curve,Volleys
Babacar Niasse,20.333333333333332,44.0,10.0,27.0,22.0,11.0,8.0
Teo Castrofeito,49.166666666666664,54.0,46.0,52.0,39.0,48.0,56.0
Sebastián Villa,50.666666666666664,56.0,62.0,57.0,52.0,39.0,38.0
Maximiliano Lovera,49.833333333333336,54.0,48.0,56.0,45.0,51.0,45.0
Diego Abraham Gonzalez,37.5,27.0,31.0,52.0,50.0,33.0,32.0
Kerem Çalışkan,43.0,58.0,32.0,47.0,36.0,44.0,41.0
Rômulo,43.833333333333336,52.0,35.0,53.0,46.0,39.0,38.0
Udanta Singh,53.833333333333336,54.0,61.0,58.0,55.0,44.0,51.0
Rezo Gavtadze,52.0,50.0,63.0,60.0,48.0,46.0,45.0
Bruno Miranda,40.833333333333336,47.0,28.0,43.0,33.0,48.0,46.0
Borja Galán,45.833333333333336,43.0,46.0,51.0,40.0,42.0,53.0
Kim Jin Rae,52.166666666666664,58.0,61.0,57.0,57.0,50.0,30.0
Iván Rojas,48.666666666666664,54.0,36.0,64.0,57.0,42.0,39.0
Michael López,49.666666666666664,56.0,45.0,60.0,53.0,45.0,39.0
Niklas Castro,52.666666666666664,51.0,64.0,53.0,41.0,60.0,47.0
Jesús García,51.166666666666664,49.0,60.0,59.0,53.0,43.0,43.0
Park Dong Jin,37.666666666666664,28.0,48.0,54.0,48.0,27.0,21.0
David Browne,46.5,58.0,30.0,61.0,48.0,42.0,40.0
Phillip Tietz,43.833333333333336,58.0,31.0,57.0,43.0,28.0,46.0
Sei Muroya,42.833333333333336,33.0,63.0,52.0,53.0,31.0,25.0
Shuhei Otsuki,49.166666666666664,54.0,43.0,58.0,33.0,45.0,62.0
Mats Köhlert,52.666666666666664,54.0,60.0,54.0,46.0,52.0,50.0
Yuta Narawa,49.5,44.0,57.0,53.0,54.0,56.0,33.0
Yohei Otake,55.833333333333336,67.0,49.0,53.0,56.0,62.0,48.0
Cedric Itten,45.166666666666664,55.0,35.0,57.0,46.0,36.0,42.0
Batista,49.5,53.0,40.0,51.0,45.0,52.0,56.0
Cristhian Rivera,49.166666666666664,46.0,41.0,65.0,58.0,46.0,39.0
Rob Vincent,55.0,51.0,58.0,63.0,59.0,58.0,41.0
Tom Siwe,52.333333333333336,56.0,55.0,59.0,56.0,55.0,33.0
Félix Banega,53.5,68.0,47.0,69.0,61.0,39.0,37.0
Yusuke Kobayashi,46.0,49.0,36.0,63.0,58.0,38.0,32.0
Hiroto Nakagawa,56.666666666666664,54.0,42.0,64.0,44.0,72.0,64.0
Danilson,41.0,41.0,36.0,57.0,46.0,30.0,36.0
Kento Hashimoto,54.333333333333336,59.0,55.0,60.0,55.0,52.0,45.0
Kazuki Saito,48.666666666666664,49.0,34.0,46.0,40.0,64.0,59.0
Shigeru Yokotani,51.5,52.0,52.0,71.0,64.0,37.0,33.0
Santiago Paz,48.666666666666664,50.0,46.0,59.0,58.0,44.0,35.0
Fikayo Tomori,39.0,36.0,49.0,48.0,46.0,29.0,26.0
Takuya Matsuura,54.666666666666664,55.0,58.0,55.0,52.0,56.0,52.0
Yoshiaki Ota,61.166666666666664,65.0,62.0,64.0,61.0,56.0,59.0
Alejandro Almada,55.333333333333336,57.0,62.0,57.0,51.0,67.0,38.0
Robertino Insúa,55.5,55.0,54.0,62.0,55.0,62.0,45.0
Liam Gibson,41.833333333333336,44.0,61.0,35.0,32.0,42.0,37.0
Ryo Hatsuse,39.0,36.0,55.0,53.0,29.0,31.0,30.0
Masaru Kato,51.0,51.0,64.0,62.0,56.0,40.0,33.0
Facundo Cobos,40.333333333333336,41.0,55.0,47.0,34.0,39.0,26.0
Enzo Acosta,54.5,66.0,58.0,55.0,52.0,53.0,43.0
Shunsuke Motegi,53.333333333333336,63.0,65.0,61.0,53.0,39.0,39.0
Toshiyuki Takagi,55.5,48.0,61.0,56.0,52.0,64.0,52.0
Nao Iwadate,17.833333333333332,22.0,11.0,27.0,16.0,14.0,17.0
Jaime Pinto,50.0,48.0,57.0,53.0,48.0,45.0,49.0
Sebastian Starke Hedlund,34.666666666666664,28.0,35.0,46.0,48.0,24.0,27.0
Henrik Robstad,44.166666666666664,43.0,58.0,53.0,37.0,47.0,27.0
Patrik Karlsson Lagemyr,57.5,67.0,52.0,63.0,44.0,62.0,57.0
Moon Jun Ho,49.5,58.0,58.0,57.0,54.0,35.0,35.0
Lorenzo Di Livio,57.166666666666664,55.0,49.0,76.0,68.0,49.0,46.0
Trent Buhagiar,42.166666666666664,43.0,48.0,51.0,41.0,36.0,34.0
Dennis Castillo,48.333333333333336,52.0,56.0,56.0,47.0,50.0,29.0
Akseli Pelvas,53.0,52.0,52.0,54.0,45.0,55.0,60.0
Aaron Guillen,35.5,26.0,24.0,59.0,53.0,23.0,28.0
Kyle Fisher,38.0,38.0,42.0,53.0,50.0,22.0,23.0
Moustapha Seck,53.166666666666664,52.0,66.0,57.0,58.0,44.0,42.0
Joey Calistri,47.833333333333336,55.0,33.0,57.0,52.0,32.0,58.0
Roberto Núñez,47.333333333333336,61.0,31.0,57.0,38.0,42.0,55.0
Stéphane,43.0,37.0,44.0,58.0,52.0,29.0,38.0
Quentin Boisgard,61.833333333333336,64.0,51.0,70.0,73.0,59.0,54.0
Taha Ayan,20.333333333333332,48.0,11.0,21.0,20.0,14.0,8.0
Fabian Reese,46.333333333333336,53.0,48.0,52.0,37.0,47.0,41.0
Carlos Cermeño,35.166666666666664,38.0,65.0,30.0,23.0,28.0,27.0
Richard Jensen,51.666666666666664,56.0,40.0,66.0,66.0,46.0,36.0
David Cortés,44.333333333333336,49.0,33.0,61.0,47.0,35.0,41.0
Emmanuel Ntim,45.166666666666664,51.0,57.0,55.0,52.0,31.0,25.0
Adrián Cuadra,47.0,48.0,45.0,66.0,63.0,33.0,27.0
Markus Pavic,38.666666666666664,38.0,57.0,42.0,39.0,30.0,26.0
Michael Verrips,18.166666666666668,28.0,11.0,25.0,25.0,12.0,8.0
Kyle Edwards,55.166666666666664,55.0,49.0,59.0,60.0,60.0,48.0
Emmanuel Iyoha,49.0,51.0,48.0,56.0,45.0,48.0,46.0
Nicolas Janvier,57.5,60.0,59.0,65.0,61.0,60.0,40.0
Brian Cufré,49.5,53.0,62.0,60.0,53.0,36.0,33.0
Fabian Benko,59.333333333333336,57.0,47.0,65.0,63.0,66.0,58.0
Juan Bolaños,28.333333333333332,31.0,27.0,43.0,20.0,29.0,20.0
Marcel Hilßner,57.5,57.0,61.0,60.0,56.0,54.0,57.0
Igor Leontyev,55.0,53.0,57.0,65.0,68.0,43.0,44.0
Silvan Hefti,43.5,53.0,41.0,51.0,52.0,35.0,29.0
Jake Clarke-Salter,39.166666666666664,34.0,36.0,48.0,54.0,33.0,30.0
Mousa Madkhali,52.0,52.0,48.0,57.0,55.0,47.0,53.0
Giuseppe Pezzella,45.0,37.0,63.0,55.0,45.0,42.0,28.0
Nuno Lisareda,61.0,74.0,43.0,55.0,58.0,65.0,71.0
Nicolás Filhei,43.333333333333336,32.0,73.0,52.0,40.0,31.0,32.0
Michael Dimeira,56.5,68.0,68.0,65.0,53.0,44.0,41.0
Tony Abranjes,23.666666666666668,41.0,19.0,23.0,17.0,18.0,24.0
João Barnierie,59.833333333333336,45.0,67.0,68.0,65.0,56.0,58.0
Guto Milazar,49.0,51.0,40.0,70.0,50.0,25.0,58.0
Antonaldo Vaz,60.0,50.0,68.0,76.0,66.0,48.0,52.0
Lúcio Calegario,46.333333333333336,53.0,58.0,55.0,46.0,24.0,42.0
Ricardo Paz,37.333333333333336,40.0,30.0,45.0,29.0,33.0,47.0
José Juan García,38.666666666666664,29.0,32.0,58.0,47.0,34.0,32.0
Thomas Robinet,54.5,57.0,61.0,61.0,52.0,42.0,54.0
Dion Donohue,58.0,55.0,67.0,59.0,57.0,64.0,46.0
Jonathan Sabbatini,60.166666666666664,64.0,60.0,64.0,56.0,61.0,56.0
Víctor Zúñiga,49.5,56.0,47.0,57.0,48.0,46.0,43.0
Mauro Cerqueira,45.833333333333336,37.0,59.0,58.0,55.0,33.0,33.0
Robin Tim Becker,43.5,36.0,55.0,59.0,45.0,37.0,29.0
Gramoz Kurtaj,56.666666666666664,60.0,54.0,70.0,67.0,45.0,44.0
Mykola Matvienko,40.666666666666664,39.0,31.0,60.0,40.0,37.0,37.0
Sven Sprangler,52.0,62.0,50.0,63.0,58.0,37.0,42.0
Matías Figueroa,36.166666666666664,33.0,23.0,55.0,53.0,24.0,29.0
Felipe Saavedra,55.166666666666664,55.0,58.0,61.0,59.0,54.0,44.0
Ilyes Chaïbi,52.0,51.0,43.0,58.0,42.0,54.0,64.0
Mario Piccinocchi,55.333333333333336,56.0,51.0,68.0,67.0,42.0,48.0
Stefan Gartenmann,39.333333333333336,28.0,35.0,55.0,59.0,30.0,29.0
Álex García,34.333333333333336,33.0,29.0,49.0,30.0,37.0,28.0
Rannick Schoop,41.333333333333336,34.0,50.0,54.0,50.0,34.0,26.0
Mart Ristl,50.666666666666664,46.0,50.0,69.0,61.0,44.0,34.0
Rody de Boer,20.666666666666668,25.0,17.0,22.0,23.0,20.0,17.0
Kevin Holt,37.666666666666664,36.0,51.0,55.0,32.0,29.0,23.0
Niko Kijewski,50.333333333333336,52.0,57.0,60.0,65.0,40.0,28.0
Jeremy Helmer,58.833333333333336,65.0,55.0,65.0,58.0,62.0,48.0
Jens Teunckens,21.333333333333332,27.0,14.0,31.0,26.0,17.0,13.0
Bailey Peacock-Farrell,22.833333333333332,38.0,14.0,28.0,26.0,20.0,11.0
Christian Jakobsen,57.333333333333336,58.0,53.0,57.0,55.0,58.0,63.0
Maximiliano Caufriez,35.166666666666664,37.0,27.0,54.0,46.0,23.0,24.0
Fran Sánchez,40.166666666666664,43.0,54.0,50.0,37.0,33.0,24.0
Samed Karakoç,53.166666666666664,53.0,41.0,67.0,68.0,44.0,46.0
Jake McGing,43.0,46.0,36.0,58.0,49.0,39.0,30.0
Simone Pontisso,63.0,63.0,57.0,64.0,65.0,58.0,71.0
Alexis De Sart,50.166666666666664,59.0,49.0,62.0,57.0,41.0,33.0
Mazen Ali Abu Shararah,46.166666666666664,48.0,40.0,57.0,44.0,38.0,50.0
Juan Mosquera,46.666666666666664,59.0,34.0,57.0,56.0,40.0,34.0
Robert Obst,49.5,65.0,44.0,63.0,56.0,38.0,31.0
Cifré,42.0,44.0,57.0,43.0,40.0,36.0,32.0
Michael Gómez,43.5,46.0,31.0,52.0,40.0,45.0,47.0
Hatim Belal Mahmoud,44.5,48.0,44.0,59.0,51.0,29.0,36.0
Ryan Nyambe,39.5,40.0,47.0,52.0,38.0,32.0,28.0
Abdullah Kano,29.5,35.0,23.0,31.0,31.0,28.0,29.0
Mohammed Abdu Khubrani,27.666666666666668,29.0,23.0,41.0,31.0,21.0,21.0
Javi Jiménez,44.166666666666664,37.0,49.0,67.0,36.0,47.0,29.0
Bae Sin Yeong,51.0,62.0,50.0,66.0,63.0,36.0,29.0
Lee In Soo,24.833333333333332,53.0,15.0,29.0,24.0,15.0,13.0
Fabian Kalig,38.833333333333336,33.0,41.0,50.0,40.0,31.0,38.0
Kyle Howkins,36.166666666666664,31.0,27.0,54.0,49.0,26.0,30.0
Mërgim Vojvoda,45.666666666666664,40.0,56.0,58.0,51.0,32.0,37.0
Yuriy Shafinskiy,19.833333333333332,17.0,14.0,29.0,24.0,17.0,18.0
Alex De John,30.166666666666668,29.0,28.0,39.0,32.0,28.0,25.0
Nikita Sorokin,32.5,32.0,31.0,41.0,32.0,29.0,30.0
Oniel Fisher,51.833333333333336,43.0,46.0,64.0,61.0,57.0,40.0
Josh Cullen,56.333333333333336,61.0,50.0,65.0,59.0,55.0,48.0
Rushian Hepburn-Murphy,45.833333333333336,50.0,39.0,54.0,40.0,42.0,50.0
Nahuel,42.333333333333336,41.0,57.0,52.0,38.0,35.0,31.0
Sergey Serchenkov,53.166666666666664,53.0,58.0,62.0,48.0,52.0,46.0
Liam Walsh,57.0,50.0,50.0,72.0,65.0,65.0,40.0
Ismail Azzaoui,52.833333333333336,49.0,60.0,61.0,39.0,61.0,47.0
Randall Leal,56.0,62.0,52.0,62.0,56.0,54.0,50.0
Thomas Juel-Nielsen,32.333333333333336,29.0,24.0,46.0,45.0,26.0,24.0
Stian Semb Aasmundsen,53.666666666666664,63.0,48.0,60.0,62.0,50.0,39.0
Michael Folivi,38.0,41.0,25.0,54.0,24.0,48.0,36.0
Emmanuel Martínez,46.333333333333336,54.0,52.0,42.0,40.0,42.0,48.0
Roy Gelmi,36.666666666666664,32.0,35.0,37.0,31.0,39.0,46.0
Dobrivoj Rusov,25.833333333333332,46.0,18.0,30.0,31.0,13.0,17.0
Earl Edwards Jr.,20.833333333333332,18.0,16.0,30.0,23.0,19.0,19.0
Jáder Obrian,49.666666666666664,63.0,49.0,54.0,61.0,35.0,36.0
Duckens Nazon,42.333333333333336,45.0,35.0,47.0,35.0,36.0,56.0
Tom Walker,58.833333333333336,51.0,65.0,60.0,64.0,64.0,49.0
Franco Soldano,48.0,65.0,34.0,52.0,38.0,44.0,55.0
Stipe Vrdoljak,42.833333333333336,21.0,55.0,57.0,41.0,50.0,33.0
David Atanga,49.5,45.0,48.0,61.0,59.0,44.0,40.0
Edvinas Gertmonas,18.833333333333332,14.0,12.0,29.0,27.0,14.0,17.0
Sebastian Saucedo,56.0,61.0,57.0,65.0,64.0,50.0,39.0
Reece Grego-Cox,47.0,51.0,43.0,51.0,43.0,50.0,44.0
José Quiñones,43.666666666666664,45.0,56.0,55.0,43.0,34.0,29.0
Mohamed Mara,42.666666666666664,46.0,30.0,52.0,35.0,47.0,46.0
Nicolás Pelaitay,46.0,43.0,42.0,60.0,57.0,37.0,37.0
Ignacio Bonadio,38.5,37.0,52.0,45.0,28.0,35.0,34.0
Hamad Suliman Al Jayzani,44.666666666666664,34.0,55.0,54.0,54.0,41.0,30.0
Rodrigo Migone,52.666666666666664,56.0,52.0,60.0,49.0,51.0,48.0
Ryan Sweeney,33.666666666666664,36.0,21.0,51.0,43.0,25.0,26.0
George Dobson,46.333333333333336,58.0,36.0,66.0,65.0,31.0,22.0
Matthias Bader,43.5,39.0,57.0,56.0,39.0,47.0,23.0
Stefano Gori,20.0,18.0,13.0,30.0,20.0,21.0,18.0
Artem Samsonov,56.166666666666664,56.0,52.0,62.0,64.0,60.0,43.0
Panadero,53.666666666666664,61.0,65.0,61.0,59.0,37.0,39.0
Astemir Gordyushenko,57.166666666666664,57.0,43.0,65.0,58.0,64.0,56.0
Iván Sandoval,37.5,52.0,22.0,51.0,24.0,32.0,44.0
Kevin Toner,37.666666666666664,36.0,33.0,49.0,43.0,36.0,29.0
Mateo Castellano,58.0,68.0,56.0,63.0,57.0,56.0,48.0
Nicolás Canavessio,30.666666666666668,30.0,33.0,45.0,29.0,24.0,23.0
Divine Naah,55.0,60.0,44.0,64.0,53.0,49.0,60.0
Marcos Pinto,52.5,50.0,66.0,52.0,47.0,68.0,32.0
Harry Charsley,61.833333333333336,63.0,51.0,68.0,68.0,63.0,58.0
Ben Thompson,52.5,62.0,45.0,64.0,62.0,44.0,38.0
Conor McGrandles,53.0,61.0,57.0,57.0,64.0,43.0,36.0
Kike Barja,52.666666666666664,59.0,45.0,62.0,59.0,42.0,49.0
John Santander,57.5,55.0,64.0,60.0,59.0,67.0,40.0
Segun Owobowale,55.0,51.0,61.0,60.0,56.0,50.0,52.0
Massimiliano Gatto,56.333333333333336,47.0,53.0,65.0,63.0,57.0,53.0
Valentin Belon,21.0,19.0,15.0,32.0,27.0,14.0,19.0
Krystian Bielik,56.5,66.0,49.0,67.0,63.0,48.0,46.0
Li Ang,50.5,42.0,37.0,57.0,52.0,62.0,53.0
Aldo Benítez,54.0,49.0,58.0,56.0,55.0,52.0,54.0
Axel Borgmann,51.0,51.0,63.0,61.0,56.0,40.0,35.0
Fu Huan,50.166666666666664,35.0,68.0,64.0,71.0,40.0,23.0
Carlos Blanco,39.666666666666664,30.0,26.0,45.0,52.0,40.0,45.0
Gethin Jones,51.666666666666664,49.0,48.0,62.0,58.0,51.0,42.0
Maximiliano González,53.166666666666664,55.0,52.0,58.0,56.0,52.0,46.0
Ferney Otero,49.833333333333336,62.0,50.0,48.0,31.0,47.0,61.0
Michael Schindele,41.5,44.0,35.0,60.0,58.0,25.0,27.0
Jørgen Kolstad,55.5,54.0,58.0,62.0,57.0,56.0,46.0
Karol Świderski,54.5,52.0,48.0,56.0,54.0,60.0,57.0
Samy Mmaee,41.166666666666664,46.0,46.0,53.0,54.0,24.0,24.0
Pedro Chirivella,53.666666666666664,61.0,47.0,66.0,63.0,48.0,37.0
Paolo Fernandes,53.166666666666664,52.0,52.0,57.0,49.0,55.0,54.0
Cameron Humphreys-Grant,41.666666666666664,39.0,48.0,53.0,51.0,33.0,26.0
Brandon Comley,54.833333333333336,57.0,50.0,65.0,62.0,51.0,44.0
Alexander Nübel,19.5,22.0,15.0,29.0,18.0,20.0,13.0
Sandi Lovric,50.0,57.0,41.0,64.0,59.0,38.0,41.0
Timo Königsmann,28.333333333333332,43.0,18.0,39.0,34.0,21.0,15.0
Marlon Ritter,58.333333333333336,52.0,56.0,57.0,53.0,71.0,61.0
Marvin Egho,53.333333333333336,44.0,60.0,55.0,42.0,63.0,56.0
Krisztián Tamás,39.166666666666664,23.0,57.0,44.0,40.0,29.0,42.0
Adrían Sporle,51.833333333333336,55.0,58.0,59.0,58.0,34.0,47.0
Vadim Steklov,57.0,49.0,48.0,76.0,73.0,47.0,49.0
Mattia Sprocati,58.833333333333336,65.0,66.0,68.0,62.0,40.0,52.0
Przemyslaw Mystkowski,49.833333333333336,57.0,42.0,55.0,52.0,46.0,47.0
Federico Palacios Martínez,55.166666666666664,60.0,49.0,60.0,42.0,62.0,58.0
Scott Burgess,46.333333333333336,43.0,58.0,62.0,53.0,31.0,31.0
Luca-Milan Zander,45.5,39.0,55.0,57.0,50.0,41.0,31.0
Baek Dong Gyu,40.333333333333336,50.0,29.0,53.0,54.0,21.0,35.0
Cristian Torres,43.833333333333336,32.0,53.0,57.0,60.0,31.0,30.0
Kevin Flores,54.5,60.0,55.0,62.0,60.0,48.0,42.0
Freddie Woodman,22.0,35.0,14.0,26.0,26.0,15.0,16.0
Connor Dimaio,56.666666666666664,62.0,57.0,61.0,54.0,47.0,59.0
Daniel Edvardsen,46.166666666666664,41.0,54.0,52.0,48.0,43.0,39.0
Jeison Ángulo,42.0,36.0,57.0,58.0,54.0,26.0,21.0
Shi Xiaotian,24.0,39.0,18.0,28.0,24.0,20.0,15.0
Bai Jiajun,39.5,44.0,51.0,40.0,37.0,35.0,30.0
Quentin N'Gakoutou,46.833333333333336,56.0,28.0,56.0,31.0,52.0,58.0
Aaron Long,44.0,43.0,35.0,55.0,59.0,36.0,36.0
Christoffer Carlsson,53.5,55.0,55.0,57.0,45.0,56.0,53.0
Pierluigi Cappelluzzo,39.166666666666664,44.0,45.0,40.0,23.0,28.0,55.0
Jack Stobbs,49.5,47.0,62.0,57.0,53.0,37.0,41.0
Elliot Kebbie,39.666666666666664,41.0,55.0,37.0,32.0,42.0,31.0
Sergio Román,19.833333333333332,23.0,16.0,29.0,23.0,15.0,13.0
Ben Sweat,52.5,53.0,58.0,58.0,53.0,51.0,42.0
Jai Ingham,51.0,51.0,62.0,48.0,46.0,57.0,42.0
Francisco Arancibia,50.5,59.0,43.0,58.0,52.0,61.0,30.0
Dominik Kun,52.833333333333336,64.0,53.0,53.0,51.0,49.0,47.0
Mohammed Al Saiari,47.833333333333336,44.0,44.0,62.0,57.0,36.0,44.0
Michele Rocca,59.333333333333336,63.0,58.0,65.0,61.0,56.0,53.0
Guido Guerrieri,19.5,28.0,12.0,27.0,19.0,18.0,13.0
Nikola Zivotic,51.0,47.0,50.0,48.0,47.0,54.0,60.0
Denny Johnstone,40.666666666666664,52.0,36.0,48.0,29.0,34.0,45.0
Francesco Celeste,52.166666666666664,53.0,45.0,68.0,62.0,44.0,41.0
Per Karlsson,48.666666666666664,52.0,48.0,55.0,58.0,49.0,30.0
Tobias Karlsson,32.333333333333336,22.0,22.0,41.0,45.0,33.0,31.0
David Svensson,55.5,64.0,48.0,61.0,60.0,56.0,44.0
Filip Jagiełło,57.833333333333336,58.0,54.0,65.0,60.0,56.0,54.0
George Thomas,54.166666666666664,59.0,59.0,48.0,42.0,58.0,59.0
Bill Tuiloma,45.5,44.0,55.0,60.0,56.0,33.0,25.0
Franco Leys,51.333333333333336,55.0,50.0,65.0,59.0,40.0,39.0
Davide Vitturini,40.5,14.0,48.0,55.0,49.0,37.0,40.0
Luis Miño,51.333333333333336,57.0,52.0,64.0,62.0,33.0,40.0
Joao Rodríguez,53.333333333333336,56.0,57.0,60.0,56.0,40.0,51.0
Amaar Ali Al Dohaim,32.166666666666664,29.0,35.0,38.0,31.0,29.0,31.0
Kean Bryan,52.5,54.0,49.0,63.0,66.0,45.0,38.0
Frankie Kent,34.5,26.0,28.0,60.0,47.0,22.0,24.0
Runar Espejord,47.5,39.0,42.0,51.0,38.0,53.0,62.0
Nicolás Pantaleone,39.666666666666664,38.0,50.0,53.0,28.0,33.0,36.0
Joshua Nadeau,35.333333333333336,33.0,47.0,35.0,29.0,38.0,30.0
Alperen Uysal,18.333333333333332,13.0,20.0,26.0,18.0,20.0,13.0
David Gómez,20.166666666666668,30.0,12.0,28.0,20.0,20.0,11.0
Bryan Constant,45.666666666666664,48.0,36.0,50.0,36.0,48.0,56.0
Dmitriy Osipov,32.5,30.0,32.0,37.0,34.0,34.0,28.0
Jorge Grant,52.166666666666664,50.0,48.0,70.0,63.0,40.0,42.0
Nicolás Rinaldi,56.0,63.0,59.0,65.0,54.0,48.0,47.0
Jose Johan Silva,19.833333333333332,27.0,17.0,27.0,19.0,15.0,14.0
Lino Maldonado,36.166666666666664,45.0,27.0,42.0,27.0,34.0,42.0
Sonni Nattestad,35.333333333333336,30.0,25.0,52.0,43.0,24.0,38.0
Alex Gilliead,50.833333333333336,55.0,51.0,56.0,48.0,44.0,51.0
Dani Iglesias,52.333333333333336,53.0,44.0,60.0,35.0,58.0,64.0
Denis Perger,47.166666666666664,41.0,60.0,56.0,46.0,51.0,29.0
Caleb Stanko,48.666666666666664,54.0,40.0,63.0,58.0,40.0,37.0
Ted Smith,19.666666666666668,35.0,11.0,19.0,30.0,12.0,11.0
Andreas Bruhn,53.333333333333336,58.0,51.0,63.0,53.0,50.0,45.0
Thomas Zündel,50.833333333333336,45.0,60.0,66.0,58.0,48.0,28.0
Jordan Elsey,34.833333333333336,29.0,29.0,52.0,42.0,28.0,29.0
Ezequiel Parnisari,37.0,35.0,37.0,54.0,44.0,29.0,23.0
Krzysztof Danielewicz,53.666666666666664,57.0,47.0,58.0,62.0,49.0,49.0
Oliver Lund,50.166666666666664,50.0,56.0,58.0,56.0,48.0,33.0
Philip Zinckernagel,48.166666666666664,55.0,41.0,53.0,35.0,63.0,42.0
Elio Capradossi,25.5,19.0,16.0,38.0,30.0,29.0,21.0
Callam Jones,40.0,39.0,40.0,50.0,41.0,34.0,36.0
Lucas Salas,53.5,66.0,50.0,63.0,52.0,48.0,42.0
Camilo Ponce,42.5,44.0,30.0,52.0,33.0,44.0,52.0
Víctor Ruiz,46.833333333333336,32.0,60.0,54.0,47.0,51.0,37.0
Dominic Smith,43.666666666666664,38.0,34.0,57.0,61.0,35.0,37.0
Juan Rodríguez,51.5,63.0,48.0,63.0,62.0,34.0,39.0
Sebastián Ayala,50.833333333333336,57.0,44.0,62.0,61.0,42.0,39.0
Fabio Castillo,38.0,35.0,63.0,41.0,28.0,36.0,25.0
Jáiber Cardona,20.666666666666668,25.0,17.0,25.0,23.0,23.0,11.0
Esteban Espíndola,38.5,30.0,46.0,48.0,41.0,35.0,31.0
Ryan Haynes,59.0,59.0,70.0,54.0,59.0,70.0,42.0
Tor Andre Aasheim,52.833333333333336,49.0,56.0,54.0,54.0,52.0,52.0
Bjørn Inge Utvik,42.666666666666664,38.0,46.0,51.0,48.0,39.0,34.0
Rúben Oliveira,57.0,66.0,41.0,70.0,64.0,56.0,45.0
Jack Barmby,51.166666666666664,55.0,56.0,59.0,41.0,53.0,43.0
Miguel Murillo,46.166666666666664,47.0,42.0,54.0,41.0,46.0,47.0
Alexis Delgado,55.833333333333336,55.0,48.0,62.0,64.0,58.0,48.0
Stephen O'Donnell,50.0,54.0,47.0,58.0,56.0,55.0,30.0
Paulo Retre,48.333333333333336,59.0,42.0,60.0,52.0,37.0,40.0
Connor Pain,49.5,46.0,61.0,50.0,40.0,55.0,45.0
Phakamani Mngadi,52.333333333333336,51.0,56.0,61.0,51.0,44.0,51.0
Vanja Marković,49.333333333333336,51.0,48.0,63.0,56.0,38.0,40.0
Je Jong Hyeon,24.666666666666668,53.0,11.0,29.0,25.0,19.0,11.0
Kim Gyeong Min,41.5,57.0,22.0,65.0,60.0,23.0,22.0
Ángel García,37.666666666666664,41.0,47.0,33.0,35.0,41.0,29.0
Reece Flanagan,53.833333333333336,61.0,42.0,61.0,59.0,57.0,43.0
Kim Jun Su,39.666666666666664,30.0,62.0,55.0,38.0,26.0,27.0
John Stertzer,55.666666666666664,60.0,54.0,65.0,58.0,43.0,54.0
Jung Bin Park,57.666666666666664,58.0,62.0,60.0,53.0,57.0,56.0
Hakeeb Adelakun,51.333333333333336,54.0,56.0,50.0,57.0,49.0,42.0
Paul Arnold Garita,49.5,41.0,49.0,57.0,46.0,48.0,56.0
Matthias Strohmaier,40.833333333333336,32.0,48.0,59.0,44.0,30.0,32.0
Abdoulaye Keita,52.166666666666664,59.0,45.0,65.0,62.0,39.0,43.0
Baba Traoré,37.0,36.0,29.0,49.0,43.0,32.0,33.0
Andreas Hollingen,60.333333333333336,61.0,61.0,64.0,62.0,68.0,46.0
Mark O'Hara,51.5,57.0,55.0,64.0,61.0,48.0,24.0
Harry Middleton,51.166666666666664,67.0,35.0,68.0,65.0,33.0,39.0
Adam Dźwigała,49.666666666666664,52.0,37.0,60.0,58.0,53.0,38.0
Husam Al Jadani,35.166666666666664,37.0,54.0,33.0,36.0,27.0,24.0
Callum McFadzean,49.5,46.0,58.0,54.0,52.0,50.0,37.0
Christopher Dilo,20.5,12.0,18.0,30.0,28.0,17.0,18.0
Mohammed Al Amri,52.5,58.0,63.0,61.0,51.0,52.0,30.0
Paolo Frascatore,48.5,41.0,61.0,52.0,45.0,59.0,33.0
Amer Haroun Mohammed,40.833333333333336,39.0,33.0,50.0,33.0,46.0,44.0
Fahad Ayed Al Johani,50.5,49.0,64.0,52.0,37.0,47.0,54.0
Jesper Björkman,33.5,31.0,24.0,44.0,47.0,25.0,30.0
Jacob Dehn Andersen,37.333333333333336,50.0,26.0,49.0,43.0,29.0,27.0
Lasse Petry,57.833333333333336,67.0,48.0,66.0,64.0,49.0,53.0
Jack Munns,58.333333333333336,62.0,58.0,63.0,61.0,58.0,48.0
Jack Duncan,25.0,36.0,13.0,33.0,32.0,13.0,23.0
Michael Duffy,54.833333333333336,57.0,53.0,63.0,53.0,51.0,52.0
Ibrahim Al Zubaidi,36.666666666666664,34.0,57.0,54.0,23.0,27.0,25.0
Yaseer Hussain Al Fahmi,48.666666666666664,51.0,31.0,61.0,56.0,40.0,53.0
Muhannad Al Farsi,51.166666666666664,58.0,55.0,58.0,55.0,38.0,43.0
Kieran Sadlier,55.833333333333336,62.0,57.0,57.0,52.0,60.0,47.0
Thomas Dähne,19.833333333333332,16.0,14.0,29.0,24.0,20.0,16.0
Ian Lawlor,22.0,35.0,14.0,33.0,25.0,12.0,13.0
Thomas Vincensini,17.833333333333332,13.0,14.0,26.0,28.0,10.0,16.0
Dan Butler,48.0,45.0,51.0,52.0,47.0,60.0,33.0
