Name,Defending,Sliding_Tackle,Standing_Tackle,Interceptions
Je Jong Hyeon,17.333333333333332,15,18,19
Kim Gyeong Min,59.333333333333336,58,63,57
Ángel García,65.66666666666667,72,66,59
Reece Flanagan,51.333333333333336,48,55,51
Kim Jun Su,60.0,60,62,58
John Stertzer,48.0,49,43,52
Jung Bin Park,35.666666666666664,39,42,26
Hakeeb Adelakun,16.666666666666668,15,18,17
Paul Arnold Garita,28.0,26,32,26
Matthias Strohmaier,61.666666666666664,66,64,55
Abdoulaye Keita,62.666666666666664,59,64,65
Baba Traoré,60.0,59,62,59
Andreas Hollingen,53.0,52,54,53
Mark O'Hara,49.666666666666664,49,50,50
Harry Middleton,48.0,49,52,43
Adam Dźwigała,58.0,60,64,50
Husam Al Jadani,60.0,63,65,52
Callum McFadzean,23.333333333333332,23,25,22
Christopher Dilo,19.0,19,19,19
Mohammed Al Amri,57.666666666666664,61,61,51
Paolo Frascatore,62.0,65,64,57
Amer Haroun Mohammed,56.666666666666664,58,59,53
Fahad Ayed Al Johani,17.333333333333332,17,18,17
Jesper Björkman,61.333333333333336,60,62,62
Jacob Dehn Andersen,60.0,58,62,60
Lasse Petry,53.333333333333336,59,62,39
Jack Munns,47.333333333333336,48,52,42
Jack Duncan,17.0,16,19,16
Michael Duffy,46.666666666666664,47,47,46
Ibrahim Al Zubaidi,60.666666666666664,66,66,50
Yaseer Hussain Al Fahmi,19.666666666666668,20,16,23
Muhannad Al Farsi,36.0,34,32,42
Kieran Sadlier,30.666666666666668,34,36,22
Thomas Dähne,16.333333333333332,13,16,20
Ian Lawlor,14.0,16,11,15
Thomas Vincensini,17.0,14,13,24
Dan Butler,59.0,60,60,57
Ahmed Al Mubarak,59.666666666666664,61,60,58
Hussain Al Shuwaysh,57.0,55,60,56
Mustafa Malaeka,15.333333333333334,12,18,16
Sultan Al Yami,59.333333333333336,63,57,58
Musab Al Otaibi,35.666666666666664,32,29,46
Fahad Al Reshedi,60.333333333333336,57,65,59
Ahmad Mohammed Abbas,54.0,50,50,62
Alassane N'Diaye,23.0,16,21,32
Luke Gambin,26.0,29,28,21
Cedric Badjeck,15.666666666666666,16,17,14
Kwame Thomas,34.666666666666664,22,32,50
Pascal Millien,16.333333333333332,16,17,16
Gabriel Somi,54.0,56,53,53
Luke Byrne,56.0,54,59,55
Lee Jun Ho,58.0,59,60,55
Park Se Jik,39.666666666666664,35,36,48
Mark Ridgers,19.0,15,16,26
Wesley Jobello,21.666666666666668,19,17,29
Semi Ajayi,59.333333333333336,60,59,59
Riccardo Ragni,20.666666666666668,20,18,24
Marc Pelosi,47.333333333333336,47,49,46
Ryan Edwards,39.666666666666664,35,39,45
Jordan Roberts,48.666666666666664,54,46,46
Gearóid Morrissey,53.333333333333336,53,55,52
Rui Vieira,15.666666666666666,15,12,20
Bradley Diallo,59.333333333333336,61,61,56
Dejan Stojanovic,16.0,11,19,18
Krzysztof Baran,13.333333333333334,14,15,11
Carlos Daniel,17.666666666666668,17,16,20
Elfar Freyr Helgason,61.0,58,61,64
Mikael Mandron,16.333333333333332,16,11,22
Jamie Stephens,22.0,21,22,23
Zander Clark,14.666666666666666,11,14,19
Marco Perrotta,65.0,65,68,62
Tom Nichols,13.333333333333334,13,11,16
Hugo Silva,63.666666666666664,66,60,65
Davit Skhirtladze,22.0,19,18,29
Eirik Ulland Andersen,23.0,21,20,28
Oliver Turton,57.666666666666664,60,61,52
Alex Cairns,12.333333333333334,11,11,15
Alberto Prada,63.0,64,69,56
Reice Charles-Cook,17.0,12,12,27
Joe Day,15.333333333333334,15,14,17
Elton Monteiro,61.666666666666664,60,57,68
Elliott Johnson,58.666666666666664,59,62,55
Josh Ruffels,52.333333333333336,52,50,55
Alex Rodman,23.666666666666668,20,19,32
Manuel Pérez,23.0,21,25,23
Bryan Meredith,15.666666666666666,13,17,17
Billy Clifford,54.0,51,55,56
Blair Adams,59.666666666666664,57,58,64
Tom Barkhuizen,23.333333333333332,23,24,23
Aaron McCarey,14.666666666666666,13,13,18
Patrick Hoban,34.0,34,35,33
Jermaine McGlashan,34.333333333333336,32,31,40
Jerrad Tyson,14.666666666666666,14,14,16
Ramón,60.0,61,65,54
Tonny Brochmann,24.0,15,23,34
Jack Redshaw,17.666666666666668,24,13,16
Jesse Joronen,15.666666666666666,12,13,22
Clévid Dikamona,54.0,51,57,54
Taylor Regan,59.333333333333336,62,63,53
Eli Babalj,25.0,23,20,32
Kevin Dawson,51.0,46,59,48
Anthony Flood,18.0,15,16,23
Mark Cullen,33.333333333333336,30,31,39
Hampus Nilsson,14.0,9,10,23
Craig Clay,56.333333333333336,59,62,48
Tor Øyvind Hovda,55.0,49,56,60
George Williams,57.666666666666664,63,64,46
Mark Gillespie,18.333333333333332,19,11,25
Aslak Falch,14.333333333333334,10,10,23
Lennard Adjetey Sowah,55.666666666666664,58,60,49
Jayden Stockley,26.666666666666668,18,25,37
Pavel Komolov,57.666666666666664,55,63,55
Omar Beckles,60.333333333333336,62,61,58
Conor Henderson,42.333333333333336,38,44,45
Kisho Yano,58.333333333333336,59,61,55
Mark O'Brien,61.0,58,56,69
Ján Greguš,53.333333333333336,51,55,54
Kurtis Byrne,39.333333333333336,36,42,40
Benjamin Büchel,12.333333333333334,13,12,12
Ollie Clarke,58.333333333333336,56,61,58
Kevin Fickentscher,17.666666666666668,19,12,22
Daniel Kearns,19.0,15,15,27
Andre Blackman,56.333333333333336,49,56,64
Kim Keun Bae,16.666666666666668,12,14,24
Tomohiko Miyazaki,63.0,62,60,67
Shoki Hirai,19.0,12,23,22
Shunsuke Ando,15.0,16,17,12
Fraser Franks,59.666666666666664,56,58,65
Terry Gornell,31.0,28,34,31
Aaron Morris,57.666666666666664,56,58,59
Umut Sözen,22.333333333333332,14,22,31
Davis Curiale,14.666666666666666,15,14,15
Michał Buchalik,28.666666666666668,30,33,23
Michal Peškovič,11.666666666666666,11,11,13
Daniel Johansson,62.333333333333336,60,62,65
Amadou Jawo,36.666666666666664,36,42,32
Matt Godden,22.0,18,14,34
David McAllister,60.0,55,57,68
Ben Kantarovski,57.666666666666664,49,60,64
Koki Mizuno,25.333333333333332,10,18,48
Bobby Grant,34.666666666666664,32,30,42
Matthew Briggs,55.0,52,57,56
Lorcan Fitzgerald,59.0,60,61,56
Dean Winnard,57.666666666666664,55,58,60
Adam McGurk,26.333333333333332,18,21,40
Milan Gajić,53.666666666666664,56,59,46
Robbie Weir,36.666666666666664,30,33,47
Vinny Faherty,24.333333333333332,20,19,34
Graham Burke,19.666666666666668,14,19,26
Jimmy Smith,52.333333333333336,52,57,48
Kelvin Etuhu,56.333333333333336,59,61,49
Artur Krysiak,17.0,11,19,21
Sean McAllister,56.333333333333336,58,51,60
Marcelinho,38.333333333333336,25,37,53
Stefan Larsson,63.333333333333336,62,62,66
Ben Kennedy,16.666666666666668,18,13,19
Fahad Al Shammari,16.0,13,13,22
Lenell John-Lewis,26.333333333333332,18,25,36
Joe Thompson,23.666666666666668,20,28,23
Romuald Boco,37.0,32,33,46
Marco van Duin,16.0,11,18,19
Nicolaj Agger,29.666666666666668,18,22,49
Anders Randrup,58.666666666666664,58,56,62
Horacio Ramírez,10.333333333333334,10,11,10
Riccardo Nardini,52.666666666666664,55,58,45
Theo Robinson,39.666666666666664,30,36,53
Connor Smith,51.666666666666664,50,52,53
Jeppe Brandrup,55.0,52,60,53
Xavier Tomas,58.333333333333336,56,64,55
Stefan Batan,58.0,55,62,57
Derrick Etienne Jr.,26.666666666666668,18,20,42
Derek Pender,58.666666666666664,59,59,58
Maciej Szmatiuk,59.666666666666664,59,62,58
Stefan Rodevåg,45.0,39,46,50
Fatih Atik,64.0,64,66,62
Shane Supple,25.333333333333332,24,30,22
Thomas Christensen,56.333333333333336,55,59,55
David Mendes da Silva,61.666666666666664,60,63,62
Michael Nelson,58.0,56,59,59
Zbigniew Małkowski,15.333333333333334,14,14,18
Matt Harrold,26.0,18,28,32
Gary McSheffrey,22.333333333333332,15,24,28
Landry Bonnefoi,14.333333333333334,12,13,18
Casper Ankergren,16.333333333333332,17,19,13
Jermaine Easter,24.333333333333332,19,22,32
Marcus Tudgay,22.666666666666668,12,24,32
Billy Paynter,37.666666666666664,33,39,41
Joe Murphy,15.666666666666666,14,18,15
Jonas Johansen,57.666666666666664,52,61,60
Jamie McGuire,61.333333333333336,62,60,62
Raffaele Cretaro,27.0,29,29,23
Craig Disley,43.0,39,46,44
Ritchie Humphreys,55.666666666666664,53,54,60
Glenn Morris,21.0,24,22,17
Alan Smith,61.333333333333336,65,58,61
Chris Porter,32.666666666666664,31,31,36
Jeffrey Leiwakabessy,66.0,65,63,70
Matt Oakley,56.0,52,60,56
Nicolás Bazzana,61.0,60,64,59
Uriel Antuna,32.666666666666664,32,31,35
Kevin Danso,58.333333333333336,62,64,49
Kim Han Gil,20.333333333333332,20,21,20
Paulo Alves,42.666666666666664,47,48,33
Ilya Zhigulev,51.666666666666664,52,56,47
Itsuki Oda,60.0,57,62,61
Quique Cebriá,8.666666666666666,10,10,6
Matthias Verreth,29.666666666666668,28,32,29
Saturday Erimuya,64.0,63,66,63
Adam Najem,32.666666666666664,35,32,31
Matija Špičić,60.0,63,61,56
Edgardo Rito,58.333333333333336,58,54,63
Edwin Peraza,55.666666666666664,52,60,55
Arne Maier,30.333333333333332,28,32,31
Marco Friedl,64.66666666666667,66,67,61
Daniel Schmidt,12.0,14,14,8
Andrej Kotnik,39.666666666666664,38,33,48
Marios Siabanis,44.333333333333336,42,41,50
Rodrigo,60.666666666666664,65,66,51
Gastón Togni,34.333333333333336,35,35,33
Dennis Johnsen,29.333333333333332,33,33,22
Dennis Lippert,60.333333333333336,58,64,59
Abdelhamid Sabiri,34.666666666666664,39,37,28
Tony Figueroa,27.333333333333332,30,32,20
Aliko Bala,23.666666666666668,29,22,20
Nikita Gvineyskiy,53.333333333333336,57,54,49
Jonathan Acosta,35.666666666666664,40,31,36
Takuo Okubo,11.666666666666666,11,12,12
Manuel De Luca,12.0,12,10,14
Bryan Passi,62.0,58,63,65
Carlinhos,19.0,14,17,26
Thibaud Verlinden,35.333333333333336,49,37,20
Roman Macek,49.333333333333336,47,53,48
Julian Calor,51.333333333333336,48,53,53
Brian Wright,18.0,17,15,22
Brandon Aubrey,59.333333333333336,58,61,59
Chris Odoi-Atsem,58.666666666666664,56,63,57
Eric Klenofsky,12.333333333333334,13,14,10
Giovanni Terrani,26.0,22,31,25
Cherif Ndiaye,13.666666666666666,14,16,11
Ro-Shaun Williams,63.333333333333336,66,68,56
Latif Blessing,20.0,22,19,19
Manuel Bustos,15.666666666666666,17,19,11
Youssef Maziz,36.0,46,40,22
Tommaso Costantini,25.333333333333332,25,28,23
Jang Cheol Yong,53.666666666666664,58,50,53
Jang Seong Jae,31.0,32,29,32
Oleg Kudryk,11.666666666666666,10,11,14
Roberto Alvarado,44.666666666666664,60,49,25
Juan Ignacio Mare,22.333333333333332,21,26,20
Yusuf Çelik,65.33333333333333,65,67,64
Fousseni Diabaté,14.666666666666666,14,16,14
Alexandr Sobolev,26.0,29,21,28
Andrew Jung,24.666666666666668,24,26,24
Martin Terrier,27.0,31,26,24
Ahmet Eyüp Türkaslan,11.0,11,13,9
Walter Viitala,14.0,13,10,19
Luis Muñoz,62.333333333333336,70,57,60
Marc Carbó,56.0,54,56,58
Gabriel Rojas,57.0,57,56,58
Juan Bauza,42.666666666666664,42,36,50
Christopher Opéri,35.666666666666664,42,41,24
Terry Osei-Berkoe,19.333333333333332,19,16,23
Dimitar Pirgov,57.333333333333336,59,61,52
Owen Wijndal,58.0,57,63,54
Viti,18.333333333333332,13,15,27
Mahlatse Makudubela,39.0,30,55,32
Robert Glatzel,22.0,25,17,24
Yves Bissouma,59.666666666666664,55,62,62
Libor Hrdlička,16.666666666666668,17,9,24
Moussa Seydi,23.666666666666668,27,23,21
Lassana Faye,61.333333333333336,62,64,58
Achileas Poungouras,62.0,63,62,61
Mohamed Konaté,25.666666666666668,28,25,24
William Tchuameni,21.0,26,20,17
Zakaria Sanogo,24.0,24,32,16
Valentin Cojocaru,11.666666666666666,11,12,12
Arnaut Groeneveld,39.666666666666664,44,43,32
João Basso,60.333333333333336,66,62,53
Javier Fernández,32.666666666666664,38,34,26
Thembela Sikhakhane,60.666666666666664,58,60,64
Alexandre Lavenant,60.333333333333336,59,63,59
Dmitriy Vorobyev,16.333333333333332,14,21,14
Vanderlei Dimao,32.666666666666664,30,41,27
Helder Cuinha,25.0,20,22,33
Madrigal,54.666666666666664,59,57,48
Dani Cárdenas,10.333333333333334,12,13,6
Gorka Alegría,11.0,14,12,7
Javi Díaz,14.0,14,11,17
Cristian Ramírez,44.666666666666664,55,49,30
Kaiser,62.333333333333336,64,64,59
Kadem Yaşar,12.666666666666666,13,13,12
Gökay Güney,53.666666666666664,52,57,52
Facundo Barceló,20.666666666666668,22,21,19
Gastón Gómez,11.333333333333334,10,11,13
Valerio Mantovani,57.666666666666664,61,65,47
Tiago André,62.333333333333336,65,67,55
Alessandro Confente,12.0,12,13,11
Fabio De Paoli,31.0,36,31,26
Daniel Garro,26.0,28,33,17
Abdoulaye Sissako,60.333333333333336,59,63,59
Jorge Alberto Durán,64.0,67,71,54
Alexis Mané,60.0,63,65,52
Dylan George,28.666666666666668,35,34,17
Bandar Al Mutairi,55.0,55,61,49
Nayef Essa Al Dhafeeri,56.666666666666664,56,59,55
Guram Adzhoev,16.666666666666668,16,20,14
Mounir Chouiar,18.333333333333332,15,22,18
Jorge Faúndez,59.333333333333336,61,64,53
Gabriele Rolando,60.0,60,64,56
Diego Ferraresso,63.666666666666664,65,71,55
Ricardo Peña,63.666666666666664,63,69,59
Emanuele Ndoj,60.666666666666664,63,65,54
Sergiy Pogorilyi,11.0,10,11,12
Sebastien Amoros,45.0,47,40,48
Reuven Niemeijer,48.333333333333336,48,50,47
Holly Tshimanga,19.666666666666668,19,23,17
Fabian Nuñez,30.333333333333332,38,27,26
Christian Vaquero,12.666666666666666,16,12,10
Yeerjieti Yeerzati,10.666666666666666,12,13,7
Giovanni Crociata,23.0,27,19,23
Bright Gyamfi,60.0,67,62,51
Hassan Jamal Al Habib,59.0,62,58,57
Josh Maja,19.666666666666668,23,22,14
Mohamed Haddachi,59.666666666666664,62,63,54
Trevor David,65.66666666666667,62,67,68
César Assia,54.666666666666664,53,57,54
Petar Zivkov,56.0,55,61,52
Daniele Cardelli,9.333333333333334,11,10,7
Przemysław Szarek,57.333333333333336,57,61,54
Arthur Yannick Gomis,22.0,28,24,14
Jakub Arak,39.0,34,38,45
Ruben de Jager,22.666666666666668,23,25,20
Amara Condé,53.333333333333336,59,58,43
Marius Funk,11.0,10,9,14
Bernard Tekpetey,28.333333333333332,35,29,21
Stephane Omeonga,58.0,60,60,54
Timo Hübers,57.333333333333336,59,63,50
Kristian Dirks Riis,56.333333333333336,55,58,56
Joaquin Aros,64.0,65,69,58
Sebastian Diaz,56.666666666666664,56,58,56
Jaime Soto,59.0,60,62,55
Ivo Chaves,61.333333333333336,64,62,58
Yusuf Fırat Kaplan,30.666666666666668,36,28,28
Ahmet Bahçıvan,56.666666666666664,54,58,58
Shaun Pearson,56.666666666666664,54,61,55
Obed Malolo,59.333333333333336,60,59,59
Sergey Podoksenov,57.333333333333336,57,56,59
Georgi Kostadinov,59.666666666666664,67,58,54
Sergi Álamo,61.0,62,64,57
Keanu Staude,48.333333333333336,47,50,48
José Valdez,19.333333333333332,23,24,11
Fabio Della Giovanna,61.333333333333336,62,66,56
Issam Ben Khemis,49.0,50,57,40
Bradley Mazikou,61.333333333333336,60,64,60
Doğukan Sinik,44.0,53,49,30
Rodrigo Córdoba,59.333333333333336,62,59,57
Wilson Sosán,31.0,32,31,30
Nazario Chalves,57.0,54,56,61
Tomás Sandoval,19.333333333333332,18,22,18
Namakoro Diallo,61.0,64,66,53
Alexandre Leroyer,60.0,63,67,50
Simone Palombi,37.666666666666664,37,36,40
Aaron Dhondt,20.0,19,22,19
Ben Brereton,18.0,19,23,12
Jeff Callebaut,45.333333333333336,42,45,49
Jean-Yves Tabla,25.333333333333332,28,25,23
Thomas Oude Kotte,60.333333333333336,64,62,55
Luca Germoni,59.666666666666664,61,60,58
Aïssa Bilal Laïdouni,61.0,63,64,56
Jaume Valens,16.666666666666668,17,13,20
Ricky Alonso,18.666666666666668,23,21,12
Anton Nedyalkov,62.0,65,66,55
Joël Abu Hanna,59.0,63,61,53
Vincent Dorel,12.0,14,11,11
Luis Sinisterra,14.333333333333334,14,15,14
Robin Le Normand,58.333333333333336,55,66,54
Erik Næsbak Brenden,22.666666666666668,30,22,16
Hong Joon Ho,61.0,61,64,58
Jeong Dong Yun,57.333333333333336,58,61,53
Shannon Gomez,56.666666666666664,55,57,58
Thomas Kok,56.0,58,55,55
Xaver Schlager,53.0,52,56,51
Tsuyoshi Shimamura,53.666666666666664,54,54,53
Ko Itakura,56.666666666666664,56,62,52
Ricardo Kieboom,10.333333333333334,10,11,10
Federico Costa,11.333333333333334,15,9,10
Mathias Pereira Lage,15.666666666666666,17,13,17
Franco Troyansky,16.333333333333332,21,16,12
Daniel Cleary,60.0,62,64,54
Corral,60.0,63,58,59
Sullivan Martinet,17.333333333333332,21,14,17
Lucas Piergiacomi,65.66666666666667,65,67,65
Masato Kurogi,62.666666666666664,64,64,60
Masaru Matsuhashi,58.0,58,59,57
Yu Tamura,55.0,59,59,47
Shunsuke Tsutsumi,56.0,53,55,60
Masashi Kamekawa,54.666666666666664,54,58,52
Yuki Saneto,58.333333333333336,56,55,64
Keijiro Ogawa,51.333333333333336,51,49,54
Luciano Gómez,39.666666666666664,35,46,38
Hayao Kawabe,57.0,57,58,56
Gianfranco Ferrero,37.666666666666664,48,40,25
Bautista Cascini,50.0,51,53,46
Milton Valenzuela,55.666666666666664,61,58,48
Emiliano Franco,52.0,54,57,45
Takuya Marutani,61.0,63,62,58
Kyohei Yoshino,60.666666666666664,62,63,57
Tomoki Imai,62.666666666666664,63,64,61
Fumiya Hayakawa,60.333333333333336,61,63,57
Koji Inada,12.666666666666666,10,14,14
Ryuji Izumi,34.666666666666664,42,36,26
Ramiro Garay,46.666666666666664,57,52,31
Florian Escales,11.333333333333334,10,10,14
Robbert de Vos,51.0,53,60,40
Joe Caletti,55.333333333333336,53,57,56
Axel Kacou,10.666666666666666,10,12,10
Moses Ogbu,28.333333333333332,29,32,24
Eric Oelschlägel,14.666666666666666,16,17,11
Daniel James,26.333333333333332,31,27,21
Conor Masterson,63.0,63,64,62
Stian Michalsen,28.333333333333332,38,28,19
Mathias Bringaker,29.666666666666668,30,34,25
Hadji Barry,13.333333333333334,10,14,16
Cole Seiler,56.333333333333336,56,58,55
Ezequiel Palomeque,56.0,56,59,53
Femi Hollinger-Janzen,16.666666666666668,17,19,14
Brendan Hines-Ike,58.0,58,60,56
Woo Chan Yang,57.666666666666664,56,59,58
George Miller,21.666666666666668,19,32,14
Brandon Allen,19.333333333333332,15,19,24
Hüseyin Yılmaz,11.333333333333334,13,11,10
Jesper Karlsson,19.0,18,21,18
Nico Karger,25.333333333333332,18,26,32
Tim Blättler,17.333333333333332,20,15,17
Quentin Braat,12.0,11,14,11
Juan David Jiménez,54.333333333333336,52,58,53
Martin Ramsland,34.666666666666664,38,35,31
Ruon Tongyik,55.666666666666664,52,61,54
James Aguirre,16.666666666666668,20,21,9
Antony Evans,38.666666666666664,49,41,26
Nicolás Andereggen,16.0,18,18,12
Exequiel Palacios,47.333333333333336,50,48,44
Thomas Biancardini,43.333333333333336,58,46,26
Marcus Browne,23.0,21,26,22
Joe Ward,50.0,61,57,32
Dylan Fox,59.666666666666664,58,63,58
Gonzalo Montiel,60.333333333333336,61,61,59
Juan Manuel Álvarez,60.666666666666664,63,64,55
Ramiro Macagno,11.666666666666666,11,14,10
Fabián Henríquez,42.666666666666664,41,43,44
Brahim Konaté,61.333333333333336,60,64,60
Charles Traoré,65.0,64,65,66
Blagoy Makendzhiev,17.0,18,18,15
Amir Natcho,41.666666666666664,52,50,23
Michael Brandner,57.0,65,58,48
Serrano,31.333333333333332,36,31,27
Alexandr Filin,61.666666666666664,62,60,63
Brandon Wilson,51.333333333333336,59,60,35
Jack Simpson,64.0,66,67,59
Samuele Perisan,17.0,16,14,21
Marijn de Kler,61.333333333333336,63,63,58
Ángelo Araos,37.666666666666664,48,43,22
Sander van Looy,57.666666666666664,60,57,56
Darren Oldaker,31.0,32,31,30
Carlo Pelagatti,58.666666666666664,62,59,55
Nathaël Julan,13.666666666666666,11,19,11
Túlio Nevinha,56.0,54,63,51
Neviano Neves,57.666666666666664,61,54,58
Jadsinho Mei,58.333333333333336,51,52,72
Caio Chissano,60.333333333333336,55,61,65
Adrizinho Bastos,57.666666666666664,62,52,59
Alan Acosta,46.666666666666664,56,53,31
Felix Schröter,17.333333333333332,18,18,16
Ramón Sáez,58.333333333333336,63,59,53
Eduardo Navarrete,57.666666666666664,61,53,59
Djair Parfitt-Williams,19.0,16,21,20
Sebastian Stolze,21.333333333333332,22,23,19
Andy Faustin,24.666666666666668,23,26,25
Nico Antonitsch,60.666666666666664,61,67,54
Mikkel Hedegaard,60.0,59,60,61
Djibril Sow,47.666666666666664,49,54,40
Emiliano Ozuna,19.0,17,21,19
Célestin Djim,23.333333333333332,25,22,23
Matheus Silva,56.333333333333336,54,56,59
Jules Van Cleemput,59.666666666666664,60,65,54
George Mells,52.333333333333336,54,58,45
Gianluca Mancini,65.33333333333333,67,65,64
Osvaldo Arroyo,57.333333333333336,60,56,56
Abel Peralta,58.666666666666664,63,61,52
Mike-Steven Bähre,31.0,36,33,24
Andrea Nalini,24.333333333333332,23,30,20
Christopher Lina,60.0,62,63,55
Jair Mosquera,15.0,15,12,18
Antonee Robinson,63.0,65,64,60
Oscar Linnér,14.666666666666666,11,14,19
Dominik Widemann,20.666666666666668,18,24,20
Paolo Bartolomei,47.666666666666664,54,44,45
Julen Etxabeguren,61.0,60,69,54
Ken Gipson,60.333333333333336,62,63,56
Théo Guivarch,12.0,11,10,15
Florian Templ,14.666666666666666,17,17,10
Mike Hauptmeijer,16.333333333333332,13,18,18
Bobby Allain,12.333333333333334,12,15,10
Patrice Dimitriou,59.0,62,59,56
Florent Perradin,61.0,64,58,61
Mickaël Scannella,19.0,19,20,18
Giuseppe Panico,16.666666666666668,16,16,18
Benedikt Gimber,60.666666666666664,60,64,58
Daouda Bassock,24.333333333333332,23,25,25
Eirik Wichne,45.666666666666664,48,46,43
Matías Vargas,29.666666666666668,28,39,22
Tyler Roberts,20.666666666666668,18,23,21
Marcin Listkowski,15.666666666666666,15,13,19
Corentin Jacob,60.666666666666664,58,62,62
José Luis Díaz,57.0,61,55,55
Kevin O'Connor,58.666666666666664,58,60,58
Dimitry Bertaud,21.0,21,17,25
Sergio Rodríguez,43.333333333333336,47,44,39
Peter Wilson,16.0,13,18,17
Connor Ronan,49.0,46,51,50
Eddy Lecygne,50.666666666666664,54,47,51
Dan Agyei,21.333333333333332,25,23,16
Antonino La Gumina,18.666666666666668,17,23,16
Macaulay Gillesphey,62.666666666666664,65,66,57
Valeriy Alshanskiy,17.0,19,19,13
Lachlan Jackson,57.0,60,59,52
Keegan Pereira,54.0,55,54,53
Pritam Kotal,58.333333333333336,60,58,57
Álvaro Angulo,52.333333333333336,53,49,55
Sherko Kareem Gubari,17.666666666666668,12,16,25
Vladislav Suslov,18.333333333333332,19,19,17
Marcus Thuram,20.666666666666668,18,23,21
Juan Silva,60.0,60,61,59
Shayon Harrison,14.0,12,16,14
Fredrik Krogstad,33.0,34,35,30
Kyle Walker-Peters,57.0,57,59,55
Ezequiel Bonacorso,58.666666666666664,63,61,52
Alejandro Peláez,22.0,21,18,27
Matteo Gasperi,47.666666666666664,54,53,36
Jang Dae Hee,16.333333333333332,11,17,21
Carlos Rosel,56.333333333333336,52,56,61
Gosay Saad Al Shelali,56.0,54,53,61
Cristian Guanca,33.333333333333336,35,33,32
Kim Seon Woo,54.333333333333336,52,54,57
Ibrahim Al Talhi,47.666666666666664,45,49,49
Ezri Konsa,58.333333333333336,58,59,58
Tomáš Vestenický,42.666666666666664,35,49,44
Fahad Ibrahim Bin Munyif,58.333333333333336,58,57,60
David Contreras,55.0,51,57,57
Dylan Mboumbouni,54.666666666666664,53,57,54
Ridwan Gyselinck,60.333333333333336,61,62,58
Juan José Calero,20.0,18,22,20
Callum Roberts,15.666666666666666,16,17,14
Gil Alcalá,14.0,19,12,11
Alex Zendejas,40.333333333333336,41,40,40
Leandro De Bórtoli,16.333333333333332,14,14,21
Germán Caffa,13.0,11,16,12
Abdulelah Saleh Al Amer,58.666666666666664,57,62,57
Ain Acosta Luna,18.0,13,15,26
Nick Cowburn,62.0,64,65,57
Carlos Alves,19.666666666666668,19,21,19
Anton Lazutkin,65.33333333333333,69,70,57
Colm Horgan,60.666666666666664,61,65,56
Marko Kvasina,22.0,23,25,18
Gianfranco Gazzaniga,23.0,40,12,17
David Gil,19.666666666666668,19,15,25
Marcos Ledesma,16.666666666666668,13,15,22
Rayan Raveloson,41.333333333333336,36,41,47
Andrés del Olmo,57.333333333333336,57,63,52
Herman Hallberg,39.0,40,42,35
Ben Swanson,45.666666666666664,48,40,49
Mauricio Aquino,19.333333333333332,19,14,25
Chris Willock,16.666666666666668,16,11,23
Alpay Koçaklı,55.666666666666664,54,59,54
Théo Valls,59.666666666666664,60,62,57
Marco Bustos,30.0,34,32,24
Charlie Colkett,57.666666666666664,70,61,42
Nicolás Contin,18.0,18,20,16
Giovanni Sbrissa,49.333333333333336,46,48,54
Rees Greenwood,17.666666666666668,21,19,13
Maxime Do Couto Teixeira,32.333333333333336,35,30,32
Egzon Binaku,56.0,57,56,55
Matías,20.666666666666668,22,23,17
Gurpreet Singh Sandhu,16.333333333333332,11,15,23
Ahmad Al Hbeab,59.0,58,63,56
Roland Baas,60.0,60,63,57
Nathan Dekoké,61.0,63,65,55
Muteb Sharahili,16.333333333333332,13,16,20
Zak Vyner,59.333333333333336,60,62,56
Brandur Hendriksson,44.333333333333336,43,46,44
Craig Wighton,14.666666666666666,16,12,16
Kamil Wojtkowski,41.0,47,44,32
Maurice Multhaup,41.333333333333336,37,38,49
Coy Craft,43.666666666666664,44,45,42
Jeppe Simonsen,24.333333333333332,19,31,23
Mitchell Lund,61.0,65,62,56
Stefan Aškovski,57.0,64,61,46
Gabriel Alanís,38.0,37,39,38
Tennai Watson,57.333333333333336,60,58,54
Santiago Altamira,64.0,68,70,54
Nigel Atangana,57.666666666666664,64,60,49
Jérémie Porsan-Clemente,16.666666666666668,20,18,12
Aaron Nemane,15.0,12,19,14
Lotem Zino,59.333333333333336,60,61,57
Ali Yasar,60.666666666666664,60,64,58
Luka Zarandia,26.666666666666668,29,26,25
Sandesh Jhingan,60.666666666666664,56,60,66
Daniel Steininger,19.0,20,17,20
Stephen Dooley,37.333333333333336,34,38,40
Craig MacGillivray,18.333333333333332,20,12,23
Tim Rieder,64.0,65,70,57
Saleh Al Jaman,17.0,20,14,17
Benjaloud Youssouf,60.333333333333336,64,60,57
Alex Fisher,17.666666666666668,16,21,16
Akim Zedadka,58.0,61,64,49
Will Norris,18.0,17,16,21
Josh Coulson,58.666666666666664,56,60,60
Faruk Çakır,20.666666666666668,18,19,25
Mauro Coppolaro,61.666666666666664,64,65,56
Liam Smith,60.666666666666664,62,62,58
Tom Davies,57.333333333333336,57,60,55
Cristopher Ross,60.666666666666664,63,69,50
Jack Rose,17.333333333333332,19,18,15
Lefteris Choutesiotis,13.0,12,15,12
Nicolò Fazzi,44.0,40,30,62
Liam Kinsella,59.666666666666664,59,62,58
Eric Smith,45.666666666666664,44,46,47
Jonas Bager,61.0,61,62,60
Youssouf Koné,58.333333333333336,60,61,54
