Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Henry Sanhueza,35.857142857142854,61.0,3.0,34.0,23.0,30.0,49.0,51.0
Juan Suescún,46.285714285714285,53.0,3.0,58.0,63.0,50.0,33.0,64.0
Sergey Bozhin,28.142857142857142,56.0,3.0,37.0,23.0,26.0,26.0,26.0
Jens-Martin Gammelby,39.857142857142854,60.0,3.0,52.0,43.0,47.0,32.0,42.0
Vitalijs Maksimenko,32.857142857142854,53.0,3.0,41.0,29.0,36.0,34.0,34.0
Ulrik Yttergård Jenssen,42.142857142857146,49.0,3.0,58.0,47.0,38.0,46.0,54.0
Kearyn Baccus,39.0,44.0,3.0,40.0,45.0,37.0,54.0,50.0
Billy Waters,43.285714285714285,44.0,4.0,58.0,58.0,47.0,45.0,47.0
Luke Hendrie,34.714285714285715,54.0,3.0,49.0,27.0,35.0,45.0,30.0
Marco Bürki,28.0,52.0,3.0,41.0,18.0,23.0,27.0,32.0
Jamal Lowe,43.285714285714285,50.0,3.0,55.0,58.0,48.0,34.0,55.0
Tommy O'Sullivan,41.857142857142854,50.0,3.0,53.0,44.0,48.0,43.0,52.0
Khalid Kadyrov,47.57142857142857,49.0,3.0,61.0,63.0,52.0,39.0,66.0
Abdullah Al Fahad,44.57142857142857,56.0,3.0,53.0,54.0,52.0,33.0,61.0
Mattijs Branderhorst,15.428571428571429,12.0,3.0,21.0,15.0,19.0,15.0,23.0
Abdullah Al Saleh,15.571428571428571,13.0,2.0,20.0,14.0,19.0,19.0,22.0
Maan Al Khudari,40.285714285714285,45.0,3.0,56.0,46.0,53.0,36.0,43.0
Junior Morias,44.0,51.0,3.0,69.0,54.0,56.0,22.0,53.0
Salman Al Sbeani,43.714285714285715,39.0,3.0,59.0,60.0,62.0,35.0,48.0
Rubayyi Al Moosa,34.285714285714285,52.0,3.0,51.0,32.0,27.0,35.0,40.0
Raheem Hanley,34.714285714285715,55.0,3.0,31.0,37.0,30.0,44.0,43.0
Drey Wright,47.0,38.0,4.0,63.0,53.0,61.0,56.0,54.0
Saeed Al Dosari,38.57142857142857,45.0,2.0,53.0,41.0,41.0,39.0,49.0
Aaron Williams,48.714285714285715,55.0,3.0,64.0,60.0,59.0,39.0,61.0
Daniel Rogers,17.285714285714285,16.0,3.0,25.0,13.0,18.0,14.0,32.0
Jérémy Manière,32.857142857142854,53.0,3.0,53.0,25.0,38.0,22.0,36.0
Adebayo Azeez,43.0,55.0,3.0,54.0,56.0,49.0,29.0,55.0
Jibril Bojang,47.57142857142857,55.0,3.0,67.0,54.0,44.0,51.0,59.0
Brad Potts,46.142857142857146,56.0,2.0,67.0,54.0,46.0,50.0,48.0
JJ Hooper,42.42857142857143,64.0,3.0,51.0,60.0,45.0,22.0,52.0
Jack Barthram,34.857142857142854,52.0,3.0,48.0,28.0,34.0,34.0,45.0
Isaac Vassell,43.42857142857143,54.0,2.0,55.0,58.0,50.0,27.0,58.0
Lee Kwang Jin,48.0,53.0,4.0,56.0,51.0,53.0,56.0,63.0
Joe Davis,26.571428571428573,55.0,3.0,32.0,19.0,21.0,23.0,33.0
Paul Izzo,10.857142857142858,12.0,3.0,11.0,11.0,12.0,15.0,12.0
Aliu Djaló,45.42857142857143,46.0,3.0,53.0,50.0,42.0,65.0,59.0
Ioannis Gelios,12.285714285714286,15.0,3.0,19.0,8.0,10.0,14.0,17.0
Smajl Suljevic,44.0,48.0,2.0,62.0,41.0,53.0,48.0,54.0
Edson Seidou,44.285714285714285,53.0,3.0,65.0,49.0,43.0,48.0,49.0
Sam Kelly,42.285714285714285,35.0,3.0,51.0,52.0,50.0,53.0,52.0
George Ray,22.142857142857142,61.0,2.0,18.0,15.0,19.0,12.0,28.0
Eirik Bergum Skaasheim,37.0,45.0,3.0,59.0,45.0,37.0,39.0,31.0
Jesse Makarounas,46.142857142857146,56.0,3.0,53.0,55.0,44.0,61.0,51.0
Conor McCormack,49.42857142857143,54.0,4.0,63.0,51.0,59.0,55.0,60.0
Rasmus Sjöstedt,34.142857142857146,48.0,2.0,55.0,26.0,47.0,34.0,27.0
Mikkel Vestergaard,47.714285714285715,59.0,3.0,57.0,57.0,55.0,49.0,54.0
Konrad Forenc,14.571428571428571,14.0,2.0,24.0,13.0,12.0,14.0,23.0
Bartosz Kaniecki,13.857142857142858,15.0,1.0,25.0,12.0,13.0,12.0,19.0
Jimmy Keohane,43.714285714285715,44.0,3.0,53.0,49.0,52.0,49.0,56.0
Ryan Watson,43.714285714285715,30.0,2.0,61.0,46.0,62.0,56.0,49.0
Hallam Hope,50.142857142857146,46.0,2.0,62.0,62.0,56.0,61.0,62.0
Rod McDonald,29.428571428571427,58.0,2.0,35.0,20.0,32.0,25.0,34.0
Rafael Ramírez,13.285714285714286,17.0,1.0,19.0,15.0,13.0,11.0,17.0
Kelvin Mellor,27.428571428571427,60.0,3.0,29.0,20.0,19.0,27.0,34.0
Numa Lavanchy,50.142857142857146,61.0,3.0,60.0,55.0,60.0,58.0,54.0
Mauro Vilhete,45.42857142857143,67.0,3.0,56.0,54.0,56.0,35.0,47.0
Piotr Wlazło,45.142857142857146,46.0,3.0,61.0,53.0,69.0,28.0,56.0
Stephen Folan,40.142857142857146,57.0,3.0,53.0,37.0,43.0,39.0,49.0
Michael Leahy,25.571428571428573,53.0,3.0,50.0,15.0,12.0,23.0,23.0
Conor Clifford,48.142857142857146,53.0,3.0,73.0,53.0,55.0,55.0,45.0
Liam O'Brien,13.857142857142858,13.0,2.0,20.0,13.0,14.0,12.0,23.0
Robert Sandnes,47.57142857142857,52.0,3.0,65.0,54.0,53.0,52.0,54.0
Aaron Greene,48.0,54.0,2.0,56.0,61.0,55.0,50.0,58.0
Amadaiya Rennie,43.285714285714285,42.0,3.0,59.0,52.0,52.0,47.0,48.0
Islam Feruz,42.42857142857143,55.0,3.0,53.0,54.0,45.0,43.0,44.0
Victor Grodås,44.42857142857143,50.0,3.0,69.0,52.0,42.0,45.0,50.0
Ismael Diakite,38.142857142857146,42.0,3.0,51.0,54.0,50.0,24.0,43.0
Harry Beautyman,39.142857142857146,40.0,3.0,54.0,48.0,58.0,29.0,42.0
Ronan Murray,50.142857142857146,59.0,3.0,53.0,58.0,51.0,60.0,67.0
Thierry Audel,26.571428571428573,56.0,3.0,25.0,22.0,16.0,33.0,31.0
Alişan Şeker,12.285714285714286,11.0,2.0,12.0,12.0,13.0,13.0,23.0
Thomas Nørgaard,16.571428571428573,17.0,3.0,13.0,18.0,16.0,24.0,25.0
Emil Hedvall,14.571428571428571,18.0,3.0,15.0,15.0,14.0,15.0,22.0
Simen Rafn,34.57142857142857,43.0,3.0,48.0,37.0,38.0,37.0,36.0
David Webster,39.142857142857146,57.0,3.0,57.0,40.0,44.0,40.0,33.0
Curtis Main,45.714285714285715,52.0,4.0,73.0,52.0,51.0,31.0,57.0
Scott Boden,44.857142857142854,51.0,3.0,51.0,60.0,51.0,39.0,59.0
Darren Meenan,44.0,43.0,4.0,49.0,47.0,49.0,59.0,57.0
Søren Frederiksen,46.714285714285715,56.0,3.0,59.0,62.0,48.0,36.0,63.0
Emanuel Schreiner,30.714285714285715,47.0,3.0,46.0,36.0,33.0,23.0,27.0
Peter Murphy,43.42857142857143,64.0,3.0,57.0,51.0,52.0,29.0,48.0
Jake Hyde,46.142857142857146,56.0,3.0,57.0,61.0,49.0,43.0,54.0
Andrew Fleming,44.714285714285715,46.0,3.0,56.0,53.0,53.0,50.0,52.0
Rob Lainton,11.0,12.0,2.0,12.0,14.0,14.0,12.0,11.0
Elliot Parish,13.714285714285714,12.0,2.0,25.0,15.0,16.0,13.0,13.0
Dariusz Jarecki,44.714285714285715,48.0,3.0,70.0,43.0,58.0,68.0,23.0
Mario Mutsch,50.285714285714285,55.0,4.0,64.0,51.0,57.0,60.0,61.0
Rene Gilmartin,15.0,14.0,3.0,25.0,15.0,16.0,11.0,21.0
Tom Champion,33.142857142857146,52.0,3.0,39.0,42.0,35.0,25.0,36.0
Drew Talbot,42.0,55.0,3.0,54.0,45.0,45.0,40.0,52.0
Sito Riera,46.57142857142857,52.0,4.0,58.0,64.0,64.0,38.0,46.0
Joe Anyon,17.0,12.0,3.0,26.0,20.0,16.0,11.0,31.0
Thomas Stewart,45.714285714285715,54.0,3.0,57.0,61.0,56.0,30.0,59.0
Alex Lawless,39.42857142857143,51.0,4.0,52.0,49.0,44.0,35.0,41.0
Liam Davis,45.42857142857143,47.0,2.0,57.0,48.0,60.0,54.0,50.0
Jean-Francois Kornetzky,19.428571428571427,20.0,3.0,43.0,9.0,22.0,23.0,16.0
Michael Rose,53.0,53.0,2.0,65.0,38.0,65.0,82.0,66.0
Aaron Downes,33.142857142857146,62.0,3.0,42.0,33.0,20.0,26.0,46.0
Matthew Bates,32.142857142857146,51.0,3.0,41.0,25.0,36.0,32.0,37.0
Danilo Arrieta,34.714285714285715,21.0,4.0,57.0,49.0,42.0,23.0,47.0
Kim Chul Ho,41.285714285714285,46.0,2.0,53.0,42.0,48.0,51.0,47.0
Josh Gowling,30.142857142857142,64.0,3.0,33.0,25.0,23.0,30.0,33.0
Gary Rogers,14.285714285714286,14.0,3.0,22.0,19.0,11.0,12.0,19.0
Franz Burgmeier,51.714285714285715,55.0,4.0,68.0,56.0,60.0,60.0,59.0
Antoni Łukasiewicz,45.57142857142857,63.0,3.0,48.0,48.0,51.0,62.0,44.0
Kyriakos Stamatopoulos,12.142857142857142,14.0,2.0,16.0,12.0,16.0,9.0,16.0
Richard Garcia,48.142857142857146,56.0,4.0,59.0,53.0,57.0,56.0,52.0
Paul Gallacher,13.857142857142858,19.0,2.0,23.0,12.0,12.0,15.0,14.0
Chris Day,10.0,17.0,2.0,12.0,8.0,9.0,9.0,13.0
Matías Tissera,49.142857142857146,61.0,3.0,55.0,61.0,55.0,35.0,74.0
Leonel Álvarez,38.42857142857143,59.0,2.0,48.0,36.0,36.0,39.0,49.0
Lucas Cuevas,40.42857142857143,42.0,2.0,55.0,57.0,41.0,36.0,50.0
Carlos Vargas,42.285714285714285,56.0,3.0,59.0,39.0,48.0,44.0,47.0
Matias Tagliamonte,10.285714285714286,12.0,2.0,17.0,6.0,7.0,13.0,15.0
Esneyder Mena,36.57142857142857,35.0,3.0,52.0,48.0,37.0,30.0,51.0
Gabriel Rodrigues,47.42857142857143,64.0,3.0,63.0,60.0,52.0,33.0,57.0
Diego Gurri,40.57142857142857,54.0,3.0,55.0,45.0,42.0,40.0,45.0
Dmitry Bablyuk,30.857142857142858,45.0,3.0,32.0,26.0,30.0,34.0,46.0
Connor Maloney,40.142857142857146,51.0,2.0,58.0,32.0,49.0,38.0,51.0
Maxim Antukh,43.714285714285715,58.0,3.0,60.0,39.0,44.0,48.0,54.0
Dmitry Sasin,48.857142857142854,48.0,3.0,70.0,61.0,51.0,44.0,65.0
Cristián Echavarría,38.714285714285715,43.0,3.0,47.0,54.0,54.0,30.0,40.0
Mauricio Toni,32.285714285714285,58.0,3.0,44.0,26.0,21.0,34.0,40.0
Steve Ambri,46.857142857142854,51.0,3.0,52.0,62.0,54.0,45.0,61.0
Alex Fletcher,47.714285714285715,42.0,3.0,57.0,63.0,55.0,48.0,66.0
Ivan Lurati,29.571428571428573,64.0,2.0,33.0,26.0,24.0,23.0,35.0
Robbie McCourt,35.42857142857143,55.0,3.0,32.0,34.0,36.0,39.0,49.0
Joseph Bouasse,42.0,60.0,4.0,53.0,45.0,51.0,42.0,39.0
Ibrahim Sangaré,46.57142857142857,60.0,3.0,50.0,66.0,55.0,29.0,63.0
Yvan Neyou,39.714285714285715,45.0,4.0,51.0,46.0,37.0,45.0,50.0
Martin Maloca,46.42857142857143,68.0,2.0,68.0,36.0,47.0,52.0,52.0
Giacomo Poluzzi,10.571428571428571,14.0,1.0,20.0,6.0,6.0,12.0,15.0
Dever Orgill,47.0,60.0,3.0,54.0,58.0,56.0,32.0,66.0
Samuel Tetteh,50.42857142857143,47.0,3.0,64.0,60.0,55.0,62.0,62.0
Andreas Albech,32.142857142857146,52.0,3.0,44.0,29.0,28.0,32.0,37.0
Yasin Yavuz,48.0,51.0,3.0,63.0,62.0,54.0,34.0,69.0
Thomas Ephestion,39.714285714285715,62.0,3.0,50.0,34.0,42.0,35.0,52.0
Jeffre Vargas,24.857142857142858,41.0,2.0,22.0,27.0,20.0,32.0,30.0
Alexis Ferrante,49.142857142857146,48.0,4.0,64.0,60.0,62.0,46.0,60.0
Hasan Özkan,39.142857142857146,56.0,3.0,57.0,27.0,51.0,32.0,48.0
Daniil Bolshunov,41.714285714285715,53.0,3.0,66.0,38.0,43.0,39.0,50.0
Anton Miterev,31.285714285714285,59.0,3.0,41.0,21.0,21.0,31.0,43.0
Ado Onaiwu,47.714285714285715,59.0,2.0,63.0,54.0,57.0,39.0,60.0
Lucas,27.571428571428573,51.0,3.0,38.0,21.0,22.0,23.0,35.0
Hiromu Kori,50.142857142857146,62.0,3.0,57.0,62.0,55.0,53.0,59.0
Victor van den Bogert,30.571428571428573,53.0,3.0,40.0,19.0,29.0,31.0,39.0
Douglas Estay,39.714285714285715,52.0,3.0,59.0,39.0,38.0,38.0,49.0
Alfie May,44.285714285714285,34.0,3.0,61.0,63.0,57.0,29.0,63.0
Jonathan Ngwem,33.142857142857146,54.0,3.0,47.0,26.0,27.0,31.0,44.0
Georges Bokwé,16.428571428571427,16.0,3.0,35.0,13.0,12.0,18.0,18.0
Demetri Mitchell,49.714285714285715,65.0,3.0,61.0,61.0,64.0,36.0,58.0
Henry Wingo,44.57142857142857,51.0,3.0,71.0,54.0,42.0,42.0,49.0
Stefan Cleveland,16.142857142857142,15.0,2.0,28.0,9.0,21.0,15.0,23.0
Eddie Segura,28.142857142857142,55.0,3.0,36.0,31.0,22.0,20.0,30.0
Jesper Nyholm,28.285714285714285,53.0,3.0,34.0,38.0,19.0,21.0,30.0
Juan Foyth,33.0,55.0,3.0,44.0,29.0,24.0,34.0,42.0
Cameron Iwasa,49.285714285714285,60.0,2.0,60.0,52.0,60.0,47.0,64.0
Roni,48.0,41.0,3.0,66.0,63.0,56.0,41.0,66.0
Dayron Benavides,29.142857142857142,62.0,2.0,20.0,25.0,28.0,28.0,39.0
Gaëtan Weissbeck,38.857142857142854,44.0,2.0,52.0,44.0,34.0,50.0,46.0
Lee Sang Ki,43.42857142857143,36.0,3.0,64.0,53.0,59.0,30.0,59.0
Yoo Seung Min,50.142857142857146,38.0,3.0,68.0,63.0,60.0,64.0,55.0
Oleksandr Zubkov,48.0,55.0,3.0,65.0,62.0,63.0,33.0,55.0
Simeon Akinola,41.57142857142857,46.0,3.0,55.0,52.0,43.0,48.0,44.0
Samuele Birindelli,32.142857142857146,50.0,3.0,33.0,35.0,25.0,33.0,46.0
Paweł Tomczyk,41.57142857142857,51.0,2.0,53.0,63.0,43.0,25.0,54.0
Andrea Mastino,36.0,58.0,3.0,35.0,35.0,36.0,42.0,43.0
Jordi Cortizo,45.0,53.0,3.0,58.0,49.0,45.0,44.0,63.0
Alexandre Llovet,49.285714285714285,48.0,3.0,63.0,61.0,58.0,41.0,71.0
Walter Mazzantti,47.142857142857146,57.0,2.0,56.0,62.0,59.0,33.0,61.0
Dominik Franke,33.142857142857146,48.0,3.0,34.0,29.0,35.0,44.0,39.0
Dimitri Lavalée,28.142857142857142,58.0,3.0,35.0,21.0,29.0,27.0,24.0
Anastasios Chatzigiovannis,47.142857142857146,55.0,4.0,59.0,58.0,58.0,41.0,55.0
Khaled Al Samiri,36.142857142857146,45.0,3.0,52.0,39.0,30.0,39.0,45.0
Iñaki Santiago,45.857142857142854,61.0,3.0,65.0,43.0,47.0,50.0,52.0
Florian Baak,32.857142857142854,61.0,3.0,57.0,29.0,21.0,24.0,35.0
Anthony Caci,41.142857142857146,45.0,2.0,58.0,49.0,34.0,48.0,52.0
Johnny Koutroumbis,27.714285714285715,55.0,3.0,24.0,22.0,22.0,32.0,36.0
Calvin Stengs,43.857142857142854,42.0,3.0,58.0,50.0,43.0,53.0,58.0
Goudiaby Lemouya,40.0,54.0,3.0,61.0,34.0,40.0,42.0,46.0
Bozhidar Chorbadzhiyski,29.0,65.0,3.0,40.0,24.0,16.0,20.0,35.0
Maarten Paes,11.142857142857142,13.0,3.0,22.0,10.0,10.0,10.0,10.0
Ahmed Touba,43.285714285714285,47.0,3.0,52.0,47.0,54.0,46.0,54.0
Tomás Conechny,48.0,64.0,3.0,58.0,60.0,53.0,39.0,59.0
Simon Olsson,36.57142857142857,41.0,3.0,48.0,28.0,50.0,42.0,44.0
Asier,32.0,53.0,3.0,30.0,30.0,32.0,35.0,41.0
João Lima,46.0,59.0,3.0,52.0,62.0,58.0,33.0,55.0
Alessandro Plizzari,17.857142857142858,20.0,1.0,37.0,5.0,28.0,19.0,15.0
Alper Ademoglu,48.57142857142857,52.0,4.0,67.0,54.0,50.0,54.0,59.0
Burak Yıldır,40.285714285714285,57.0,3.0,58.0,36.0,40.0,39.0,49.0
Phil Neumann,32.714285714285715,54.0,3.0,36.0,30.0,41.0,22.0,43.0
Evans Mensah,40.57142857142857,41.0,3.0,54.0,56.0,52.0,32.0,46.0
Ellis Barkworth,43.42857142857143,63.0,2.0,50.0,40.0,42.0,50.0,57.0
Erdal Öztürk,41.714285714285715,33.0,3.0,51.0,52.0,53.0,52.0,48.0
Abdulaziz Al Nashi,36.42857142857143,54.0,3.0,47.0,35.0,39.0,35.0,42.0
Duque,53.42857142857143,66.0,3.0,62.0,64.0,60.0,42.0,77.0
Furkan Zorba,33.57142857142857,56.0,3.0,45.0,25.0,23.0,35.0,48.0
Pablo Cuadra,47.42857142857143,59.0,3.0,61.0,60.0,55.0,33.0,61.0
Christian Kouamé,41.285714285714285,53.0,4.0,53.0,60.0,54.0,30.0,35.0
Axel Mohamed Bakayoko,48.57142857142857,45.0,3.0,72.0,50.0,45.0,61.0,64.0
Nicolas Basin,33.285714285714285,21.0,2.0,47.0,40.0,36.0,43.0,44.0
Francesco Di Nolfo,43.57142857142857,35.0,3.0,58.0,61.0,45.0,48.0,55.0
Rodrigo Alírio,32.42857142857143,60.0,2.0,43.0,26.0,29.0,27.0,40.0
Drilon Cenaj,38.857142857142854,37.0,2.0,53.0,53.0,40.0,37.0,50.0
Jadaan Al Shammari,42.142857142857146,61.0,3.0,59.0,31.0,43.0,37.0,61.0
Abdulmalek Al Shammary,36.714285714285715,37.0,2.0,44.0,50.0,42.0,38.0,44.0
Rodrigo Cabalucci,44.42857142857143,43.0,2.0,60.0,59.0,56.0,39.0,52.0
Pavel Kudryashov,48.285714285714285,57.0,3.0,57.0,59.0,59.0,36.0,67.0
Carlos López,12.714285714285714,29.0,2.0,22.0,5.0,9.0,10.0,12.0
Jurrian Jouvenaar,10.714285714285714,13.0,1.0,21.0,8.0,8.0,11.0,13.0
Maximilian Entrup,46.857142857142854,59.0,2.0,56.0,64.0,55.0,30.0,62.0
Dara O'Shea,33.285714285714285,57.0,3.0,48.0,30.0,22.0,28.0,45.0
Vladimir Golemić,27.571428571428573,49.0,3.0,36.0,26.0,21.0,23.0,35.0
Sam Schreck,38.57142857142857,46.0,4.0,44.0,42.0,36.0,51.0,47.0
Nicolás Álvarez,37.857142857142854,44.0,3.0,49.0,38.0,48.0,39.0,44.0
Roman Laspalles,28.857142857142858,48.0,3.0,32.0,26.0,27.0,32.0,34.0
Roberto Salcedo,11.0,11.0,2.0,24.0,6.0,6.0,10.0,18.0
Álex Lázaro,21.571428571428573,14.0,2.0,36.0,29.0,28.0,14.0,28.0
Jimmy Dunne,30.571428571428573,56.0,2.0,37.0,28.0,28.0,28.0,35.0
Rodrigo Viega,43.714285714285715,41.0,3.0,56.0,55.0,58.0,42.0,51.0
Gabriel Leiva,44.857142857142854,57.0,3.0,53.0,51.0,66.0,45.0,39.0
Omar Abdulaziz Al Sunain,25.285714285714285,41.0,3.0,22.0,28.0,25.0,28.0,30.0
Robbie Leitch,38.857142857142854,55.0,2.0,56.0,32.0,41.0,45.0,41.0
Daniel Rojano,33.857142857142854,30.0,2.0,48.0,43.0,36.0,38.0,40.0
Rafał Dobroliński,27.285714285714285,35.0,3.0,31.0,12.0,23.0,36.0,51.0
Marcin Warcholak,30.142857142857142,41.0,2.0,43.0,26.0,34.0,28.0,37.0
Dmitriy Kamenschikov,46.57142857142857,55.0,4.0,58.0,60.0,54.0,38.0,57.0
Diego De la Tejera,48.714285714285715,45.0,3.0,64.0,63.0,56.0,46.0,64.0
Maxim Leitsch,36.714285714285715,60.0,2.0,57.0,29.0,35.0,35.0,39.0
Jacob Rasmussen,26.428571428571427,62.0,3.0,35.0,22.0,19.0,20.0,24.0
Steve Ryckaert,30.0,59.0,3.0,38.0,19.0,27.0,30.0,34.0
Marcel Holzmann,33.714285714285715,47.0,3.0,56.0,36.0,25.0,28.0,41.0
Christoph Riegler,12.0,12.0,2.0,26.0,8.0,7.0,13.0,16.0
Teddy Bouriaud,35.142857142857146,42.0,3.0,40.0,37.0,36.0,42.0,46.0
Daniel Anyembe,36.285714285714285,44.0,3.0,48.0,34.0,33.0,38.0,54.0
Frederik Gytkjær,46.0,45.0,4.0,59.0,62.0,45.0,49.0,58.0
Aldo Araujo,41.857142857142854,42.0,3.0,54.0,49.0,53.0,45.0,47.0
Isaac Hemans,33.142857142857146,44.0,3.0,42.0,34.0,39.0,32.0,38.0
Markus Schubert,10.0,10.0,3.0,15.0,8.0,9.0,13.0,12.0
Vincent Onovo,41.0,41.0,3.0,55.0,47.0,52.0,42.0,47.0
Cristian Nevinha,14.857142857142858,17.0,1.0,21.0,21.0,11.0,15.0,18.0
Melvin Neves,40.57142857142857,36.0,3.0,50.0,46.0,53.0,51.0,45.0
Lucio Chiappero,13.857142857142858,17.0,3.0,22.0,10.0,13.0,15.0,17.0
Gino Fechner,36.57142857142857,60.0,3.0,49.0,34.0,29.0,40.0,41.0
Brahyan Rivas,37.42857142857143,52.0,2.0,44.0,38.0,44.0,38.0,44.0
Jack Evans,42.42857142857143,58.0,2.0,57.0,42.0,38.0,46.0,54.0
Azzedine Zaidi,42.42857142857143,37.0,3.0,57.0,49.0,51.0,41.0,59.0
Thijmen Nijhuis,11.571428571428571,12.0,3.0,22.0,6.0,8.0,12.0,18.0
Dudu,45.857142857142854,53.0,3.0,58.0,57.0,45.0,32.0,73.0
Nahuel Pájaro,40.0,51.0,2.0,59.0,37.0,41.0,40.0,50.0
Vincent Schmidt,32.142857142857146,51.0,3.0,29.0,32.0,35.0,36.0,39.0
Felix Bindelöv,27.571428571428573,54.0,3.0,39.0,22.0,19.0,22.0,34.0
Alexey Tataev,31.857142857142858,63.0,2.0,41.0,22.0,23.0,26.0,46.0
Stefano Contreras,30.714285714285715,61.0,2.0,42.0,22.0,35.0,20.0,33.0
Manuel Maranda,30.428571428571427,56.0,2.0,42.0,23.0,25.0,28.0,37.0
Valentin Henry,39.857142857142854,37.0,3.0,30.0,61.0,53.0,40.0,55.0
Jo Ju Young,44.857142857142854,60.0,3.0,58.0,58.0,56.0,35.0,44.0
Shota Tamura,41.142857142857146,40.0,2.0,45.0,53.0,52.0,38.0,58.0
Joaquín Torres,39.142857142857146,42.0,2.0,55.0,40.0,54.0,42.0,39.0
Mason Mount,45.57142857142857,31.0,3.0,61.0,54.0,58.0,52.0,60.0
Yukio Tsuchiya,36.857142857142854,55.0,3.0,42.0,38.0,40.0,39.0,41.0
Shuto Nakahara,40.57142857142857,58.0,3.0,51.0,33.0,56.0,42.0,41.0
Yoshiki Matsushita,38.285714285714285,48.0,2.0,53.0,54.0,30.0,37.0,44.0
Kunie Kitamoto,29.0,70.0,2.0,37.0,17.0,19.0,27.0,31.0
Yuto Koizumi,10.285714285714286,14.0,3.0,24.0,5.0,6.0,10.0,10.0
Tasuku Hiraoka,40.714285714285715,34.0,3.0,52.0,53.0,52.0,44.0,47.0
Takahiro Yanagi,31.142857142857142,51.0,3.0,34.0,32.0,36.0,29.0,33.0
Dominik Prokop,38.0,50.0,3.0,53.0,35.0,45.0,37.0,43.0
Koki Ogawa,45.857142857142854,54.0,3.0,57.0,61.0,56.0,32.0,58.0
Shintaro Shimizu,45.57142857142857,56.0,3.0,58.0,60.0,53.0,30.0,59.0
Nicolás Femia,44.42857142857143,46.0,2.0,55.0,51.0,53.0,53.0,51.0
Josh Tymon,27.571428571428573,41.0,2.0,25.0,25.0,31.0,29.0,40.0
Kyle Scott,40.857142857142854,31.0,3.0,52.0,47.0,51.0,52.0,50.0
Daisuke Watabe,31.428571428571427,45.0,3.0,40.0,31.0,36.0,33.0,32.0
Tetsuya Enomoto,9.714285714285714,10.0,2.0,18.0,7.0,5.0,14.0,12.0
Yoshiaki Fujita,23.285714285714285,40.0,3.0,33.0,23.0,16.0,23.0,25.0
Taku Akahoshi,11.142857142857142,12.0,2.0,17.0,9.0,6.0,14.0,18.0
Shigeto Masuda,26.714285714285715,54.0,3.0,33.0,18.0,18.0,26.0,35.0
Ryan Blair,47.42857142857143,52.0,3.0,66.0,52.0,45.0,50.0,64.0
Dylann Dufrenne,11.285714285714286,12.0,3.0,25.0,9.0,9.0,10.0,11.0
Kenya Matsui,11.428571428571429,14.0,3.0,22.0,6.0,9.0,15.0,11.0
Kei Ishikawa,9.571428571428571,10.0,2.0,18.0,5.0,7.0,13.0,12.0
Nicolas Kocik,10.428571428571429,11.0,3.0,18.0,5.0,9.0,13.0,14.0
Anfernee Dijksteel,33.857142857142854,46.0,2.0,54.0,26.0,33.0,33.0,43.0
Justin Tokishi Kinjo,32.42857142857143,38.0,3.0,36.0,38.0,34.0,40.0,38.0
Luke Amos,39.857142857142854,58.0,3.0,57.0,32.0,36.0,48.0,45.0
Han Ji Won,44.57142857142857,40.0,3.0,62.0,54.0,65.0,52.0,36.0
Kim Gyeong Jae,28.428571428571427,55.0,3.0,35.0,23.0,19.0,25.0,39.0
Christopher Martins Pereira,42.857142857142854,58.0,3.0,65.0,45.0,45.0,39.0,45.0
Julien Dacosta,32.42857142857143,49.0,3.0,26.0,31.0,32.0,39.0,47.0
Omar Holness,45.142857142857146,40.0,2.0,60.0,45.0,54.0,55.0,60.0
Danilo Acosta,45.42857142857143,53.0,2.0,63.0,39.0,54.0,46.0,61.0
Rowllin Borges,34.57142857142857,55.0,3.0,44.0,33.0,28.0,39.0,40.0
Tyler Miller,13.571428571428571,12.0,2.0,20.0,15.0,18.0,13.0,15.0
Killian Sanson,49.0,50.0,3.0,63.0,63.0,58.0,51.0,55.0
Aidan Friel,30.142857142857142,53.0,2.0,26.0,29.0,29.0,34.0,38.0
Jérémy Livolant,40.857142857142854,45.0,3.0,58.0,42.0,35.0,45.0,58.0
Carlos Pérez,28.857142857142858,65.0,3.0,32.0,20.0,23.0,25.0,34.0
Jimmy Mican,30.857142857142858,54.0,3.0,29.0,29.0,31.0,30.0,40.0
Ciarán Coll,29.571428571428573,53.0,2.0,22.0,39.0,22.0,30.0,39.0
Scott Wharton,31.428571428571427,65.0,3.0,36.0,26.0,24.0,28.0,38.0
Yhoan Andzouana,44.57142857142857,39.0,3.0,66.0,57.0,46.0,40.0,61.0
Liridon Silka,39.857142857142854,41.0,3.0,68.0,32.0,62.0,36.0,37.0
Bobo Sollander,41.57142857142857,67.0,2.0,67.0,49.0,44.0,29.0,33.0
Jorge Obregón,42.285714285714285,51.0,2.0,61.0,59.0,45.0,37.0,41.0
Aryn Williams,26.285714285714285,48.0,2.0,26.0,30.0,22.0,25.0,31.0
Duman Herrera,43.285714285714285,58.0,3.0,49.0,62.0,44.0,32.0,55.0
Filippo Bandinelli,45.714285714285715,44.0,3.0,68.0,57.0,50.0,41.0,57.0
Eduard Gutiérrez,26.428571428571427,54.0,3.0,36.0,17.0,16.0,24.0,35.0
