Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Théo Defourny,15.857142857142858,18,2,25,14,14,12,26
Rafael Garcia,49.57142857142857,35,2,75,48,63,70,54
Pelly Ruddock Mpanzu,43.0,50,4,64,50,54,35,44
Lee Han Saim,36.857142857142854,63,3,33,30,50,22,57
Nigel Bertrams,18.142857142857142,15,2,33,17,18,12,30
Rory Donnelly,50.714285714285715,60,3,62,64,58,48,60
Lee Hyo Gyun,46.42857142857143,66,3,63,61,44,29,59
Park Sun Yong,39.285714285714285,63,3,22,31,40,59,57
Rory Gaffney,52.0,63,4,72,64,53,51,57
Ole Amund Sveen,48.42857142857143,54,4,63,61,55,38,64
Micheál Schlingermann,16.285714285714285,19,2,24,18,15,19,17
Adrián Calello,37.0,45,3,48,33,51,38,41
Daniel Berntsen,50.57142857142857,40,2,71,67,65,58,51
Kim Dong Hee,44.57142857142857,33,3,61,54,52,50,59
Jordan Turnbull,30.857142857142858,63,2,36,23,26,21,45
Devante Cole,46.42857142857143,49,3,64,63,61,30,55
Joel Acosta,47.285714285714285,48,3,64,64,48,43,61
David Babunski,51.857142857142854,59,3,54,57,65,63,62
Brandon Miele,50.142857142857146,51,3,60,61,57,66,53
Ezgjan Alioski,49.0,45,2,51,68,49,60,68
Kevin Luckassen,48.857142857142854,62,3,64,58,55,40,60
Tony Taylor,49.285714285714285,59,3,64,63,59,30,67
Jorge Espericueta,55.57142857142857,50,3,70,52,70,75,69
Mason Bennett,50.142857142857146,59,3,57,58,60,56,58
Yuriy Nesterenko,13.714285714285714,12,2,17,18,15,12,20
Liam O'Neil,34.42857142857143,52,3,44,37,30,33,42
Orhan Taşdelen,43.714285714285715,64,2,52,52,49,42,45
Charlie Raglan,32.857142857142854,63,3,45,29,27,27,36
Kal Naismith,57.714285714285715,65,3,73,60,70,74,59
Ruben Bover,49.0,38,3,69,58,56,65,54
Sido Jombati,37.57142857142857,59,3,51,27,31,55,37
Adedeji Oshilaja,26.857142857142858,61,3,39,20,23,22,20
Jacob Melling,35.57142857142857,40,3,53,40,45,32,36
Dániel Nagy,50.42857142857143,54,3,69,56,58,53,60
Conor Newton,47.857142857142854,62,3,59,52,59,51,49
Daniel Redmond,51.285714285714285,55,3,57,58,59,62,65
Curtis Edwards,48.57142857142857,40,4,74,57,69,47,49
Charlie Wyke,50.285714285714285,65,3,60,65,52,49,58
Matteo Legittimo,31.857142857142858,53,3,46,21,25,34,41
Maximilian Sax,44.57142857142857,58,4,53,61,49,43,44
Daniel Drescher,28.714285714285715,69,3,27,20,24,27,31
Aaron Pierre,27.714285714285715,64,3,45,14,12,25,31
Rafał Pietrzak,47.142857142857146,51,2,61,40,55,71,50
Daniel Devine,33.714285714285715,63,2,42,25,36,37,31
Evgeniy Chernov,40.42857142857143,48,3,55,33,43,52,49
Aiden O'Brien,48.142857142857146,57,3,64,64,59,33,57
Luke Norris,55.857142857142854,61,3,80,60,64,63,60
Jakub Sokolik,28.428571428571427,62,2,36,23,20,15,41
Samir Carruthers,45.0,29,3,59,57,52,62,53
Sam Hoskins,46.714285714285715,52,3,64,59,55,42,52
Chris Harold,47.142857142857146,56,3,63,63,52,34,59
Larnell Cole,42.714285714285715,40,2,57,52,53,39,56
Amin Nazari,46.285714285714285,64,3,64,41,56,53,43
Anthony Stewart,27.142857142857142,65,3,26,20,19,24,33
Sean Gannon,41.42857142857143,54,3,56,54,44,35,44
Joe Riley,48.0,57,3,67,49,63,56,41
Benjamin Siegrist,13.285714285714286,12,3,11,11,12,12,32
Matt Crooks,43.142857142857146,67,3,57,54,51,34,36
Måns Söderqvist,48.857142857142854,48,3,59,61,63,51,57
Kristoffer Haraldseid,46.0,57,3,67,47,52,53,43
Liam McAlinden,49.714285714285715,61,2,60,63,57,44,61
Andraž Struna,40.714285714285715,54,4,48,32,43,47,57
Karl Holmberg,48.42857142857143,50,3,62,63,55,47,59
Juan Imbert,46.57142857142857,57,4,55,59,52,46,53
Patrick McEleney,51.42857142857143,56,3,59,62,60,59,61
Brian Gartland,32.142857142857146,66,3,50,23,27,29,27
Mathias Nielsen,42.285714285714285,62,5,57,40,39,57,36
Kristoffer N. Hansen,43.714285714285715,44,3,63,59,52,43,42
Matthieu Fontaine,33.285714285714285,71,2,44,26,22,34,34
Sam Walker,12.142857142857142,15,2,14,11,11,20,12
Ole Jørgen Halvorsen,50.142857142857146,46,3,64,57,54,62,65
Thomas Bergmann,43.0,46,4,79,48,64,23,37
Tyrone Barnett,47.714285714285715,64,3,62,61,59,31,54
Michael Ortega,49.0,53,3,64,51,61,56,55
Maciej Jankowski,50.285714285714285,65,3,60,58,55,57,54
Tom Eastman,38.857142857142854,67,3,45,23,42,37,55
Magnus Stamnestrø,49.714285714285715,50,5,77,56,67,43,50
Matthias Maak,29.142857142857142,58,3,33,26,41,23,20
Michael Novak,36.142857142857146,61,3,46,36,38,25,44
Piero Mingoia,47.42857142857143,43,3,58,56,59,61,52
Mario Grgic,41.0,60,3,58,59,61,24,22
Alois Höller,37.142857142857146,56,3,56,38,54,28,25
Ko Cha Won,49.57142857142857,68,3,62,61,62,46,45
Jo Jae Cheol,53.857142857142854,52,3,67,62,61,66,66
Jonas Grønner,37.857142857142854,61,3,48,31,37,42,43
Anton Lans,43.714285714285715,60,2,62,31,57,51,43
David McMillan,50.714285714285715,62,3,62,65,52,41,70
David Achucarro,37.142857142857146,61,2,46,35,20,46,50
Onur Ayık,49.285714285714285,56,4,61,58,60,47,59
Tom Eaves,51.285714285714285,68,3,72,61,60,29,66
Marcus Haber,50.142857142857146,69,3,64,60,59,42,54
Paris Cowan-Hall,48.0,64,3,62,58,57,33,59
Akihiro Hayashi,24.857142857142858,37,3,37,10,32,28,27
Pietro De Giorgio,51.142857142857146,57,3,61,59,64,57,57
Thomas Drage,44.57142857142857,36,3,52,46,50,64,61
Aristote Nsiala,36.142857142857146,62,3,73,11,30,31,43
Wálter Flores,45.42857142857143,43,2,61,44,60,53,55
Álex Sánchez,50.57142857142857,58,3,53,63,60,55,62
Jóan Símun Edmundsson,47.42857142857143,54,3,65,53,54,58,45
Jamie Ness,46.714285714285715,49,3,53,51,55,55,61
Efe Halil Özarslan,33.42857142857143,66,2,41,28,24,18,55
Adrian Błąd,48.285714285714285,58,3,63,55,62,43,54
Reggie Lambe,44.142857142857146,31,3,58,54,56,55,52
Vlastimir Jovanović,46.42857142857143,42,3,63,49,62,41,65
Cristian Trombetta,41.57142857142857,70,3,34,34,34,52,64
Yoann Arquin,47.857142857142854,61,3,61,57,55,52,46
Grant Gillespie,31.428571428571427,38,4,30,27,35,44,42
Marcos Alvarez,50.57142857142857,60,3,62,62,63,49,55
Michał Miśkiewicz,15.571428571428571,15,3,20,11,16,23,21
Marco Aratore,48.714285714285715,57,3,63,55,56,56,51
Markus Pink,46.714285714285715,59,3,67,65,48,19,66
Kantemir Berkhamov,56.42857142857143,62,4,70,60,66,73,60
James Shea,13.0,16,2,19,11,11,15,17
Giorgi Merebashvili,46.857142857142854,54,4,59,57,48,55,51
Jack Payne,47.57142857142857,50,3,66,50,68,46,50
Adam Barton,48.0,53,3,56,53,59,52,60
Joe Edwards,46.714285714285715,56,3,62,51,54,45,56
Tim Björkström,31.571428571428573,57,2,42,35,35,22,28
Markus Thorbjörnsson,27.142857142857142,64,2,22,24,13,34,31
Yu Ji No,34.42857142857143,54,4,41,41,31,34,36
Waleed Abdullah,12.142857142857142,12,2,22,11,13,13,12
Eial Strahman,50.714285714285715,63,3,65,68,54,49,53
Sayyaf Al Bishi,46.57142857142857,65,2,58,36,54,46,65
César Valoyes,52.42857142857143,60,4,63,64,62,54,60
Ali Al Mazaidi,12.857142857142858,13,3,17,18,12,15,12
Ryuji Bando,51.142857142857146,65,4,64,62,63,33,67
Osama Akharraz,44.857142857142854,36,3,54,58,48,54,61
Tom Aldred,32.285714285714285,68,2,49,28,17,22,40
Eirik Holmen Johansen,16.285714285714285,24,3,21,12,13,20,21
Pontus Engblom,48.0,59,4,63,60,46,49,55
Joss Labadie,47.857142857142854,45,3,68,49,57,59,54
Manny Muscat,39.42857142857143,56,4,49,49,35,36,47
Francesco Di Tacchio,43.142857142857146,44,3,58,34,58,52,53
Amine Linganzi,46.42857142857143,60,3,60,49,52,49,52
Peter Hackenberg,32.142857142857146,65,2,60,11,29,20,38
Lukas Rath,42.142857142857146,55,3,65,18,34,64,56
Matteo Bruscagin,23.0,61,3,27,11,12,25,22
Greg Taylor,37.714285714285715,50,4,55,36,39,41,39
Ajay Leitch-Smith,44.57142857142857,59,3,59,59,57,24,51
Chris Clements,45.57142857142857,42,4,52,46,51,68,56
Seweryn Kiełpin,15.571428571428571,13,2,29,14,14,15,22
Geoffrey Lembet,13.857142857142858,15,3,22,15,14,13,15
Sam Wood,45.0,47,3,58,50,62,54,41
William Jidayi,48.0,64,3,69,40,60,51,49
Kristian Dennis,55.285714285714285,56,3,71,64,66,60,67
Igor Gorbatenko,57.57142857142857,59,4,66,68,70,66,70
Evgeniy Balyaykin,53.142857142857146,62,3,67,59,66,61,54
Julio González,13.714285714285714,15,3,22,14,14,15,13
Robin Nilsson,42.714285714285715,56,3,55,40,53,43,49
Agon Mehmeti,51.57142857142857,61,1,67,66,58,47,61
Kim Ho Jun,12.0,13,3,12,13,12,14,17
Jared Jeffrey,51.42857142857143,58,3,69,52,65,56,57
Dougie Imrie,46.714285714285715,38,2,62,58,57,43,67
Bira Dembélé,32.142857142857146,62,2,36,30,27,33,35
Jake Kean,15.142857142857142,15,2,36,14,11,14,14
Keith Watson,40.0,66,2,68,43,53,14,34
Prince Buaben,50.0,45,3,68,54,63,52,65
Filipe Mendes,13.285714285714286,14,2,25,9,10,20,13
Michael Coulson,53.57142857142857,43,3,66,64,66,66,67
Sammy Moore,47.857142857142854,60,3,57,56,57,56,46
Nathan Delfouneso,50.0,67,3,64,60,59,36,61
Eduardo Chávez,32.0,59,3,34,24,25,30,49
Rolf Daniel Vikstøl,39.714285714285715,56,3,69,39,47,38,26
Oliver Lancashire,30.285714285714285,63,3,44,27,30,24,21
Simone Palermo,46.42857142857143,48,3,67,48,55,56,48
Chris Herd,43.57142857142857,63,3,57,46,49,38,49
Alfie Potter,43.714285714285715,49,4,51,50,49,52,51
Chris Whelpdale,52.142857142857146,55,4,66,59,65,58,58
Johan Oremo,54.714285714285715,62,4,68,64,63,59,63
Chris Robertson,37.57142857142857,64,2,49,41,32,41,34
Michael Almebäck,30.428571428571427,59,2,48,21,32,23,28
Liam Reddy,12.714285714285714,10,2,24,10,10,12,21
Abdullah Jaman Shuhail,37.142857142857146,40,5,56,28,29,52,50
Michael Woods,46.714285714285715,51,3,72,50,59,47,45
Gary Sawyer,37.57142857142857,61,3,41,32,46,49,31
Danny Hollands,49.857142857142854,61,3,69,52,49,58,57
Tomi,52.285714285714285,68,3,65,60,60,47,63
Bobby Olejnik,13.0,11,2,24,11,13,12,18
Seo Dong Hyeon,51.857142857142854,63,3,64,62,55,55,61
Phil Edwards,43.285714285714285,59,3,50,51,51,24,65
Mike Jones,48.285714285714285,27,3,64,61,66,66,51
Josh Wright,51.0,53,3,65,56,58,63,59
Nedeljko Malić,37.0,66,3,67,11,16,64,32
Daryl Smylie,54.142857142857146,64,3,73,56,69,55,59
Emin Nouri,39.42857142857143,46,4,60,36,41,35,54
Alexandre Oukidja,17.0,16,2,26,14,19,18,24
Philipp Muntwiler,51.42857142857143,53,3,65,55,70,62,52
Kim Tae Youn,37.57142857142857,58,3,35,44,38,48,37
Christian Sivebæk,44.857142857142854,55,3,65,44,53,57,37
Henrik Luggenes Furebotn,51.42857142857143,38,3,69,59,66,64,61
Shane Smeltz,56.142857142857146,67,4,63,65,64,54,76
Wayne Brown,51.42857142857143,53,3,62,52,58,64,68
Darren Jones,38.857142857142854,58,3,41,38,45,46,41
Lewin Nyatanga,29.714285714285715,65,2,35,18,22,20,46
Matti Lund Nielsen,51.142857142857146,57,3,72,55,65,58,48
Kyel Reid,42.142857142857146,45,2,64,39,32,62,51
Calvin Andrew,48.285714285714285,68,3,65,63,53,25,61
Michael Raynes,27.714285714285715,65,2,39,21,20,23,24
Gary Miller,29.428571428571427,57,3,49,29,23,20,25
Roy O'Donovan,48.714285714285715,53,3,63,66,60,35,61
Shaun Miller,48.857142857142854,55,3,63,64,54,45,58
Joel Byrom,51.42857142857143,46,4,63,52,66,65,64
Jean-Louis Akpa Akpro,47.0,62,3,63,57,55,35,54
Danny Grainger,52.285714285714285,61,2,69,45,62,74,53
Shaun Whalley,41.285714285714285,35,3,56,58,57,39,41
Neil Danns,56.42857142857143,55,3,69,63,70,65,70
Magnus Andersen,47.714285714285715,44,3,66,59,61,57,44
Damián Ledesma,39.142857142857146,63,2,58,33,41,38,39
Gary Dicker,42.714285714285715,60,3,58,36,47,56,39
Michael Timlin,44.714285714285715,49,3,60,51,58,50,42
Lee Croft,46.857142857142854,56,3,61,35,58,59,56
Iacopo La Rocca,46.714285714285715,65,4,57,46,50,52,53
Dawid Sołdecki,40.857142857142854,64,3,56,34,33,43,53
Ryan Harley,53.714285714285715,54,4,67,60,62,66,63
Tony Craig,30.285714285714285,61,3,48,23,18,26,33
Carl Dickinson,37.857142857142854,65,2,52,31,34,52,29
Mat Sadler,44.285714285714285,53,3,58,33,59,62,42
Leonardo Corti,14.714285714285714,20,3,22,10,10,17,21
Anssi Jaakkola,12.714285714285714,10,1,26,12,14,13,13
Julien Ielsch,34.714285714285715,40,3,51,34,25,34,56
John Russell,47.57142857142857,57,3,60,57,61,37,58
Craig Samson,13.428571428571429,16,3,14,16,15,14,16
Rob Jones,29.714285714285715,66,3,49,11,25,25,29
Krzysztof Pilarz,13.285714285714286,12,2,23,11,11,13,21
Quirino,48.857142857142854,50,3,67,62,51,54,55
Darren Ward,38.857142857142854,71,2,45,39,40,38,37
George Elokobi,42.857142857142854,63,3,65,24,56,46,43
Dario Baldauf,35.857142857142854,66,3,49,25,25,37,46
Jens Portin,45.0,56,3,70,34,41,56,55
Ryan Lowe,52.0,60,3,63,65,59,45,69
Azar Karadas,47.857142857142854,79,3,76,53,45,23,56
Rory Patterson,55.42857142857143,63,3,67,66,62,59,68
Ardian Gashi,48.42857142857143,49,3,71,43,59,56,58
Daisuke Matsui,53.714285714285715,60,3,62,57,58,71,65
Yosgart Gutiérrez,14.571428571428571,13,2,23,13,18,10,23
René Makondele,49.57142857142857,42,4,58,53,61,62,67
Maurizio Pugliesi,13.285714285714286,10,1,21,12,21,11,17
Dioh Williams,49.0,43,4,58,65,61,48,64
Kevin Foley,41.714285714285715,60,3,64,32,42,37,54
Dean Brill,10.857142857142858,11,3,13,14,12,12,11
David Fox,50.857142857142854,38,4,66,46,64,70,68
Nadjim Abdou,42.57142857142857,63,3,57,44,45,43,43
Richard Foster,32.0,64,2,49,13,19,48,29
Zander Diamond,40.142857142857146,64,3,55,33,39,43,44
Chris Millar,33.142857142857146,39,3,42,29,43,58,18
Jim McAlister,46.857142857142854,61,4,60,50,55,51,47
Lee Williamson,48.42857142857143,64,3,61,56,54,47,54
Michael Tonge,50.285714285714285,49,4,64,53,59,63,60
Martin Canning,28.428571428571427,64,3,35,12,40,33,12
Jabo Ibehre,45.714285714285715,60,2,60,58,52,27,61
Mark Tyler,12.285714285714286,19,3,23,8,16,10,7
Christian Keller,49.42857142857143,55,3,61,44,58,61,64
Paul Green,51.142857142857146,56,3,66,55,58,55,65
Michael Flynn,52.857142857142854,59,4,70,54,63,51,69
Ambrosio Da Costa,48.0,51,3,57,64,60,31,70
Sulejman Krpić,49.57142857142857,75,3,64,63,54,32,56
Juan Delgadillo,32.714285714285715,60,2,41,25,25,28,48
Yeremi Valerón,28.857142857142858,54,3,20,27,28,33,37
Aldo Arellano,41.57142857142857,55,3,56,39,39,48,51
Daniel Lloreda,45.42857142857143,58,3,54,61,52,33,57
Dylan Vente,48.857142857142854,66,4,52,66,50,39,65
Marko Jordan,49.857142857142854,65,3,61,67,60,28,65
Ilijan Micanski,49.142857142857146,62,3,62,65,61,28,63
Odysseus Velanas,44.57142857142857,42,3,59,66,48,48,46
Nick Venema,50.0,60,3,72,69,53,33,60
Julián Pretel,27.285714285714285,45,3,24,29,24,33,33
Ajdin Hrustic,47.857142857142854,54,3,60,63,65,43,47
Nedim Bajrami,42.714285714285715,48,3,57,54,43,47,47
Sherif Hazem,31.571428571428573,56,3,46,22,23,34,37
Antonio Negro,52.42857142857143,68,3,61,64,60,45,66
Antonio Matera,40.857142857142854,50,3,54,53,45,39,42
Stefan Čupić,10.857142857142858,14,2,19,5,9,14,13
Gustavo Páez,53.42857142857143,64,5,64,68,67,35,71
André Pedrosa,41.42857142857143,53,3,64,37,40,41,52
Franco Faria,40.57142857142857,50,3,57,42,32,45,55
Erik Expósito,46.857142857142854,59,3,55,66,51,30,64
Amir Abedzadeh,9.571428571428571,13,2,14,8,5,14,11
Joseph Cox,51.0,72,3,69,64,58,27,64
Hamidou Keyta,48.142857142857146,48,2,74,63,48,42,60
Onur Atasayar,32.0,50,2,30,33,35,35,39
Miguel Camargo,48.42857142857143,42,3,61,53,63,58,59
Keidi Bare,41.142857142857146,50,3,50,54,52,40,39
Yoan Severin,29.857142857142858,55,3,40,24,17,28,42
Freddy Flórez,36.714285714285715,44,3,47,42,34,42,45
José Ramírez,29.714285714285715,64,3,34,24,24,28,31
Joaquín Aguirre,28.428571428571427,62,2,23,24,25,27,36
Wellington,12.285714285714286,11,2,26,9,11,12,15
Koen Muller,30.428571428571427,60,4,30,23,26,28,42
Kim Hyeon Ug,40.285714285714285,27,3,55,40,57,62,38
Kyle Greig,51.142857142857146,62,3,66,62,59,40,66
Javi Llor,44.142857142857146,49,3,61,39,47,40,70
Juanan Entrena,43.142857142857146,59,3,47,57,49,48,39
Erdi Can Şehit,40.714285714285715,58,3,57,36,37,43,51
Arribas,49.857142857142854,58,3,55,66,57,39,71
Sergi Segura,34.0,40,2,45,37,38,36,40
Nicolás Schiappacasse,49.57142857142857,50,3,62,67,69,45,51
Carmine Setola,39.857142857142854,57,3,57,34,39,38,51
Mena,42.714285714285715,49,3,52,47,40,55,53
Yanick van Osch,17.714285714285715,17,3,39,14,12,15,24
André Sousa,43.0,57,3,62,46,39,47,47
Moise Kean,50.142857142857146,54,3,62,66,58,43,65
Martin Raynov,43.42857142857143,46,3,62,55,51,43,44
Jesús González,36.57142857142857,59,3,46,31,36,42,39
Gerardo Arteaga,39.857142857142854,55,3,58,33,39,39,52
Juan David Caicedo,37.857142857142854,63,2,44,25,44,32,55
Jean-Philippe Mateta,49.42857142857143,74,3,63,63,55,27,61
Martín Lucero,50.714285714285715,55,3,61,59,60,53,64
Stanely Amuzie,35.714285714285715,55,2,47,32,38,39,37
Giovanni,49.42857142857143,51,4,61,64,59,43,64
Alassane Diaby,34.142857142857146,64,2,47,27,29,30,40
Lonsana Doumbouya,48.857142857142854,74,3,61,68,57,24,55
Amadou Boiro,42.857142857142854,65,3,70,31,58,37,36
Edu Ferreira,51.57142857142857,64,3,68,63,56,38,69
Henrique Martins,39.714285714285715,60,3,51,34,35,48,47
Franco Negri,47.0,66,3,60,61,45,43,51
Hélton Carvalhal,53.142857142857146,72,3,72,71,63,35,56
Pablo Larrea,41.714285714285715,36,3,54,46,57,52,44
Gary Martin,49.142857142857146,64,2,67,65,57,32,57
Christian D'Urso,43.714285714285715,47,3,58,42,44,52,60
Ernest Agyiri,48.0,52,3,67,44,49,65,56
Deyovaisio Zeefuik,29.857142857142858,52,3,35,25,29,29,36
Andrea Pinamonti,52.57142857142857,62,3,57,74,60,43,69
Miguel Julio,43.42857142857143,59,3,65,35,59,40,43
Borja Herrera,50.57142857142857,48,2,64,53,62,65,60
Alberto Paleari,11.428571428571429,11,3,23,8,7,13,15
Andrea Zaccagno,11.142857142857142,14,2,22,9,5,14,12
Waleed Hezam Al Anazi,44.714285714285715,44,3,58,53,61,59,35
Félix Mathaus,32.42857142857143,56,3,45,24,22,31,46
Jonathan Charquero,47.285714285714285,67,3,54,68,52,28,59
Khaled Dakhil Al Anazi,44.285714285714285,38,3,63,43,55,62,46
Mazyad Fraih Al Anazi,13.285714285714286,12,2,15,15,19,14,16
Dmytro Yarchuk,40.142857142857146,53,3,53,39,40,42,51
Domingos Quina,39.57142857142857,30,3,55,45,56,43,45
Carlos Rodríguez,49.714285714285715,50,3,64,55,55,59,62
Javi Benítez,25.428571428571427,22,2,36,29,28,24,37
Juan Moreno,43.57142857142857,47,3,46,51,53,55,50
Ilias Alhaft,43.285714285714285,33,4,60,55,68,40,43
Anthony de Freitas,40.0,42,3,46,51,40,49,49
Andreias Calcan,44.0,40,3,62,54,46,51,52
Alfonso Herrero,12.714285714285714,12,3,21,11,9,13,20
Mario Briceño,50.57142857142857,50,3,70,60,53,65,53
Patrick Asmah,32.0,49,2,30,30,36,34,43
Christopher Mbamba,45.142857142857146,63,3,59,49,40,50,52
Carlos Acevedo,11.571428571428571,11,3,19,9,9,13,17
Adrien Bongiovanni,47.42857142857143,54,4,65,65,39,46,59
Gastón Pinedo,44.285714285714285,61,3,57,43,52,48,46
Diego Barrón,46.714285714285715,55,3,59,69,58,41,42
Nana Opoku Ampomah,36.285714285714285,32,3,56,43,46,34,40
Iacopo Cernigoi,47.285714285714285,70,3,63,64,51,26,54
Alija Krnic,46.0,50,2,60,59,42,49,60
Jorn Vancamp,54.42857142857143,65,3,65,66,64,56,62
Niklas Schmidt,51.57142857142857,48,3,76,52,65,62,55
João Pinho,13.571428571428571,13,2,35,8,8,11,18
Amedeo Benedetti,31.142857142857142,55,2,37,30,34,30,30
Ivan Oblyakov,50.142857142857146,53,3,63,52,65,63,52
Benny,43.857142857142854,48,3,58,40,43,55,60
Toni Martínez,47.57142857142857,59,3,56,66,55,30,64
Yoane Wissa,49.142857142857146,50,3,72,58,51,42,68
Enzo Guerrero,30.0,53,3,35,21,27,33,38
Eliseo Falcón,33.42857142857143,61,3,41,22,29,32,46
Sebastián Anchoverri,11.714285714285714,10,3,25,8,9,12,15
Jordan Pierre-Charles,31.714285714285715,59,3,40,22,31,30,37
Przemysław Szymiński,32.0,62,2,39,23,29,30,39
Aleksandar Jovanović,10.285714285714286,10,1,21,8,8,10,14
Sebastián Pérez,12.428571428571429,14,3,19,8,12,16,15
Didier Lamkel Zé,50.285714285714285,65,3,50,62,54,59,59
Philippe Sandler,33.0,59,3,48,23,20,32,46
Gor Agbaljan,46.714285714285715,61,3,63,41,62,43,54
Emanuel Novo,10.285714285714286,10,2,22,8,5,12,13
Kjetil Borry,31.857142857142858,62,3,40,22,30,34,32
Jesper Christjansen,49.42857142857143,67,3,61,52,44,56,63
Carlos Quintana,31.857142857142858,56,3,41,22,25,33,43
Viti,43.0,40,3,55,56,50,44,53
Davide Bianchi,39.142857142857146,60,3,56,37,45,36,37
Gauthier Hein,44.57142857142857,32,3,59,61,63,54,40
Leandro Maciel,39.42857142857143,52,3,58,36,46,40,41
Benedikt Kirsch,38.714285714285715,53,2,48,39,44,42,43
Sito,46.57142857142857,38,3,65,49,60,59,52
Odeni George,32.857142857142854,37,4,51,31,35,38,34
Igor Dintra,47.57142857142857,71,3,58,43,51,59,48
Fynn Arkenberg,31.142857142857142,53,3,46,26,25,20,45
Josín,33.57142857142857,65,2,45,28,21,29,45
Shaher Mansour,48.857142857142854,58,3,74,61,60,41,45
Mamadou Doucouré,34.714285714285715,56,3,56,21,28,35,44
Kevin Ceceri,33.0,64,3,35,26,27,34,42
Mauro Marconato,49.0,55,3,62,55,56,52,60
Riley McGree,40.857142857142854,44,3,50,50,52,43,44
Miha Zajc,44.0,55,3,51,52,50,49,48
Asier Benito,49.142857142857146,57,3,60,62,59,35,68
Gwon Han Jin,33.57142857142857,59,2,36,43,37,25,33
Paolo Yrizar,47.285714285714285,62,3,54,66,54,32,60
Russell Canouse,45.142857142857146,53,3,59,46,53,48,54
Andre Dozzell,48.857142857142854,50,4,56,60,61,58,53
Yuta Kamiya,44.57142857142857,37,4,55,44,52,62,58
Toshiki Ishikawa,35.0,43,3,57,34,31,39,38
Marcel Hartel,44.285714285714285,40,4,64,56,46,52,48
Gonzalo Rehak,10.428571428571429,10,2,21,7,9,13,11
Nahuel Molina Lucero,33.57142857142857,47,3,53,24,38,32,38
Óscar Camilo,46.42857142857143,59,3,60,66,52,26,59
Akito Kawamoto,50.42857142857143,58,3,61,56,58,57,60
Yuki Hashizume,39.285714285714285,55,3,45,44,44,41,43
Ryo Shinzato,36.42857142857143,63,3,37,33,35,41,43
Hiroto Hatao,37.285714285714285,59,3,43,35,42,38,41
Takeshi Kanamori,43.714285714285715,47,3,50,60,47,41,58
Jun Suzuki,52.285714285714285,44,3,73,59,65,62,60
Hokuto Nakamura,39.57142857142857,41,3,58,46,41,41,47
Kim Hyun Hun,28.571428571428573,64,3,43,19,18,24,29
Mizuki Hamada,31.0,61,3,51,28,19,25,30
Yukitoshi Ito,29.285714285714285,44,2,34,27,26,37,35
Bueno,33.42857142857143,58,3,56,20,22,26,49
Shoya Nakajima,45.57142857142857,42,4,74,50,56,45,48
Kosuke Yamamoto,43.285714285714285,44,3,52,40,59,53,52
Mateus,43.0,45,3,50,45,55,53,50
Guido Rossetti,15.714285714285714,13,3,20,8,8,13,45
Filip Lončarić,16.428571428571427,12,2,38,11,14,18,20
Yuta Mikado,33.57142857142857,41,3,44,37,40,32,38
Kohei Yamakoshi,30.714285714285715,55,3,41,21,24,33,38
Hiroyuki Komoto,36.857142857142854,60,3,51,27,41,38,38
Akito Fukuta,38.285714285714285,45,3,52,44,46,39,39
Takamitsu Tomiyama,47.857142857142854,63,3,58,66,54,29,62
Nagisa Sakurauchi,29.428571428571427,62,3,31,21,26,29,34
Ko Shimura,9.285714285714286,11,3,12,9,7,11,12
Danilho Doekhi,37.714285714285715,58,3,60,38,30,34,41
Shohei Ogura,33.57142857142857,42,3,48,29,37,32,44
Yusuke Minagawa,45.57142857142857,74,3,63,62,46,20,51
Musashi Suzuki,45.57142857142857,57,3,58,59,53,32,57
Kazunari Ono,27.714285714285715,63,3,33,18,21,20,36
Kazushige Kirihata,11.142857142857142,13,3,17,6,8,14,17
Sergio Sagarzazu,37.0,57,3,48,20,25,61,45
Jun Kanakubo,40.42857142857143,38,3,46,55,62,39,40
Salvatore Monaco,41.42857142857143,60,2,55,41,44,48,40
Nicola Falasco,33.285714285714285,52,2,34,31,34,34,46
Luca Vignali,46.142857142857146,57,3,60,50,55,44,54
Kengo Kawamata,48.714285714285715,68,3,58,66,54,32,60
Aniekpeno Udo,47.142857142857146,58,3,54,62,55,32,66
Usman Sani Sale Hassan,45.0,50,3,61,58,57,39,47
Yhorman Hurtado,36.57142857142857,49,2,42,45,44,31,43
Naoki Ishihara,52.714285714285715,59,2,69,60,63,49,67
Abdullahi Nura,35.57142857142857,48,3,57,48,44,21,28
Victor Osimhen,51.0,63,4,65,66,55,39,65
Ramiro Martínez,11.285714285714286,14,2,23,8,6,13,13
Dzenis Kozica,43.285714285714285,36,3,56,53,49,48,58
Mathias Honsak,37.714285714285715,56,3,42,44,31,47,41
Dániel Sallói,49.714285714285715,65,3,64,58,56,43,59
Felix Uduokhai,35.857142857142854,56,3,62,26,35,31,38
Antoine Rabillard,52.857142857142854,68,4,55,72,58,41,72
Roque Caballero,46.57142857142857,53,3,63,63,57,25,62
Baba Mensah,25.571428571428573,58,3,39,15,21,19,24
Rodrigo Saravia,48.0,48,3,67,43,62,49,64
Tony Alfaro,28.428571428571427,55,3,39,20,18,25,39
Ken Kallaste,32.42857142857143,46,3,40,32,35,31,40
Damián Arce,44.714285714285715,49,2,51,54,40,60,57
Jannes Horn,35.285714285714285,54,3,45,29,32,35,49
Borja González,47.714285714285715,64,3,68,43,42,76,38
