Name,Passing,Vision,Crossing,Short_Pass,Long_Pass,Curve,Volleys
Lucas Cuevas,51.666666666666664,48,56,55,53,47,51
Carlos Vargas,48.833333333333336,52,46,57,55,44,39
Matias Tagliamonte,15.5,24,10,23,18,10,8
Esneyder Mena,49.333333333333336,61,53,55,49,41,37
Gabriel Rodrigues,35.0,44,24,48,25,27,42
Diego Gurri,50.333333333333336,45,61,60,55,41,40
Dmitry Bablyuk,38.166666666666664,35,52,41,32,36,33
Connor Maloney,41.666666666666664,39,48,42,38,47,36
Maxim Antukh,52.666666666666664,50,49,69,66,40,42
Dmitry Sasin,49.833333333333336,50,60,48,41,47,53
Cristián Echavarría,45.0,57,36,54,55,34,34
Mauricio Toni,31.5,28,32,40,31,29,29
Steve Ambri,48.5,55,44,55,39,48,50
Alex Fletcher,45.166666666666664,41,51,45,34,41,59
Ivan Lurati,31.333333333333332,34,26,46,28,23,31
Robbie McCourt,37.333333333333336,43,44,37,32,39,29
Joseph Bouasse,52.333333333333336,52,51,61,56,52,42
Ibrahim Sangaré,41.333333333333336,46,35,50,35,35,47
Yvan Neyou,58.0,64,49,70,64,54,47
Martin Maloca,53.5,66,46,65,51,54,39
Giacomo Poluzzi,17.666666666666668,26,13,20,28,13,6
Dever Orgill,39.833333333333336,51,28,45,32,37,46
Samuel Tetteh,49.333333333333336,51,41,51,39,56,58
Andreas Albech,44.166666666666664,31,55,54,42,47,36
Yasin Yavuz,49.5,56,39,52,39,58,53
Thomas Ephestion,49.333333333333336,55,48,64,60,41,28
Jeffre Vargas,40.833333333333336,39,55,53,47,30,21
Alexis Ferrante,41.5,38,45,49,34,42,41
Hasan Özkan,43.833333333333336,52,32,62,54,37,26
Daniil Bolshunov,50.0,48,42,68,62,39,41
Anton Miterev,31.5,31,28,41,35,27,27
Ado Onaiwu,39.666666666666664,40,34,49,33,34,48
Lucas,33.0,29,22,54,32,31,30
Hiromu Kori,44.333333333333336,44,39,45,38,49,51
Victor van den Bogert,36.333333333333336,32,36,48,36,36,30
Douglas Estay,55.166666666666664,55,61,65,56,49,45
Alfie May,39.666666666666664,51,31,52,27,30,47
Jonathan Ngwem,33.333333333333336,35,26,36,31,36,36
Georges Bokwé,20.833333333333332,44,17,15,20,15,14
Demetri Mitchell,47.0,49,43,53,43,44,50
Henry Wingo,48.666666666666664,47,53,43,47,43,59
Stefan Cleveland,32.166666666666664,51,22,44,41,19,16
Eddie Segura,30.833333333333332,32,23,46,36,23,25
Jesper Nyholm,34.333333333333336,35,31,47,42,22,29
Juan Foyth,32.666666666666664,31,27,49,29,31,29
Cameron Iwasa,44.666666666666664,49,33,50,41,44,51
Roni,54.0,51,56,62,48,53,54
Dayron Benavides,33.0,30,50,43,23,26,26
Gaëtan Weissbeck,55.0,57,45,72,65,51,40
Lee Sang Ki,52.833333333333336,60,57,54,53,41,52
Yoo Seung Min,54.666666666666664,49,58,53,51,65,52
Oleksandr Zubkov,37.0,48,25,39,34,30,46
Simeon Akinola,46.333333333333336,41,52,50,39,45,51
Samuele Birindelli,39.666666666666664,42,52,47,34,34,29
Paweł Tomczyk,37.666666666666664,46,28,45,29,42,36
Andrea Mastino,38.333333333333336,46,49,31,34,38,32
Jordi Cortizo,53.0,53,54,62,54,45,50
Alexandre Llovet,56.5,58,58,60,47,56,60
Walter Mazzantti,43.166666666666664,54,36,45,39,39,46
Dominik Franke,46.333333333333336,48,58,57,39,45,31
Dimitri Lavalée,38.166666666666664,32,42,55,52,26,22
Anastasios Chatzigiovannis,50.0,57,31,55,50,50,57
Khaled Al Samiri,51.666666666666664,55,45,64,61,42,43
Iñaki Santiago,54.0,51,43,70,66,49,45
Florian Baak,37.333333333333336,42,32,52,44,30,24
Anthony Caci,55.333333333333336,62,42,67,64,50,47
Johnny Koutroumbis,39.833333333333336,46,36,53,48,34,22
Calvin Stengs,50.333333333333336,57,46,56,50,53,40
Goudiaby Lemouya,52.5,58,47,70,57,45,38
Bozhidar Chorbadzhiyski,25.833333333333332,30,21,26,28,23,27
Maarten Paes,18.5,33,13,20,23,12,10
Ahmed Touba,54.5,49,58,57,54,56,53
Tomás Conechny,41.0,42,37,49,33,38,47
Simon Olsson,54.5,60,48,64,63,54,38
Asier,36.333333333333336,37,46,36,28,41,30
João Lima,40.833333333333336,45,33,45,32,43,47
Alessandro Plizzari,25.0,35,13,36,26,15,25
Alper Ademoglu,58.166666666666664,56,50,66,65,59,53
Burak Yıldır,48.5,47,45,67,60,39,33
Phil Neumann,44.833333333333336,41,60,53,41,40,34
Evans Mensah,49.166666666666664,56,54,45,41,51,48
Ellis Barkworth,48.166666666666664,45,44,58,53,48,41
Erdal Öztürk,54.5,53,51,63,62,56,42
Abdulaziz Al Nashi,47.333333333333336,43,42,62,59,37,41
Duque,43.833333333333336,54,36,49,37,44,43
Furkan Zorba,35.166666666666664,32,37,40,35,33,34
Pablo Cuadra,48.0,51,40,49,45,49,54
Christian Kouamé,40.166666666666664,49,30,50,31,40,41
Axel Mohamed Bakayoko,59.0,52,62,62,58,68,52
Nicolas Basin,42.833333333333336,42,56,44,34,49,32
Francesco Di Nolfo,53.166666666666664,53,60,53,48,54,51
Rodrigo Alírio,31.0,31,27,35,33,30,30
Drilon Cenaj,53.0,45,58,61,56,50,48
Jadaan Al Shammari,50.0,58,43,62,63,37,37
Abdulmalek Al Shammary,49.166666666666664,51,64,54,49,41,36
Rodrigo Cabalucci,51.0,43,56,59,48,48,52
Pavel Kudryashov,42.333333333333336,52,33,49,33,42,45
Carlos López,22.5,55,12,25,26,12,5
Jurrian Jouvenaar,17.0,25,13,25,22,10,7
Maximilian Entrup,42.333333333333336,46,30,53,41,37,47
Dara O'Shea,34.833333333333336,33,34,38,37,37,30
Vladimir Golemić,27.833333333333332,29,28,32,24,26,28
Sam Schreck,54.833333333333336,61,50,61,57,52,48
Nicolás Álvarez,40.5,32,56,49,42,38,26
Roman Laspalles,41.166666666666664,34,55,55,40,36,27
Roberto Salcedo,16.666666666666668,32,11,15,20,13,9
Álex Lázaro,24.5,28,12,28,31,32,16
Jimmy Dunne,39.666666666666664,37,32,58,46,31,34
Rodrigo Viega,53.333333333333336,53,54,60,51,58,44
Gabriel Leiva,50.5,53,49,60,58,38,45
Omar Abdulaziz Al Sunain,37.0,35,45,52,33,30,27
Robbie Leitch,53.833333333333336,51,52,69,66,49,36
Daniel Rojano,49.666666666666664,50,45,60,60,47,36
Rafał Dobroliński,41.166666666666664,65,22,41,52,46,21
Marcin Warcholak,44.5,50,49,55,51,41,21
Dmitriy Kamenschikov,44.666666666666664,50,44,48,37,45,44
Diego De la Tejera,52.833333333333336,48,60,54,53,51,51
Maxim Leitsch,43.833333333333336,39,55,57,41,41,30
Jacob Rasmussen,33.166666666666664,30,38,49,41,21,20
Steve Ryckaert,41.333333333333336,39,43,57,55,25,29
Marcel Holzmann,45.5,39,60,57,40,55,22
Christoph Riegler,20.833333333333332,53,13,25,18,11,5
Teddy Bouriaud,48.166666666666664,48,40,70,61,40,30
Daniel Anyembe,47.833333333333336,50,52,54,49,43,39
Frederik Gytkjær,51.333333333333336,51,51,62,57,47,40
Aldo Araujo,50.333333333333336,52,48,54,52,50,46
Isaac Hemans,44.333333333333336,44,54,50,31,45,42
Markus Schubert,22.166666666666668,41,12,30,28,14,8
Vincent Onovo,51.166666666666664,57,42,55,56,48,49
Cristian Nevinha,21.5,23,24,19,22,19,22
Melvin Neves,53.166666666666664,54,54,58,56,49,48
Lucio Chiappero,19.333333333333332,33,14,24,22,14,9
Gino Fechner,43.166666666666664,47,40,58,53,34,27
Brahyan Rivas,46.333333333333336,57,32,61,58,38,32
Jack Evans,49.0,54,44,62,57,41,36
Azzedine Zaidi,52.666666666666664,55,56,54,51,53,47
Thijmen Nijhuis,20.333333333333332,37,12,27,23,14,9
Dudu,49.333333333333336,52,40,58,45,52,49
Nahuel Pájaro,51.5,53,46,60,61,47,42
Vincent Schmidt,38.5,38,62,35,34,32,30
Felix Bindelöv,39.333333333333336,32,47,47,44,43,23
Alexey Tataev,30.0,29,33,34,27,28,29
Stefano Contreras,38.0,33,24,62,58,29,22
Manuel Maranda,34.166666666666664,30,30,47,38,36,24
Valentin Henry,55.333333333333336,50,62,60,60,47,53
Jo Ju Young,43.0,40,37,54,50,33,44
Shota Tamura,44.0,50,39,44,36,43,52
Joaquín Torres,50.166666666666664,58,41,56,53,48,45
Mason Mount,52.5,61,50,58,53,50,43
Yukio Tsuchiya,39.5,38,35,53,41,36,34
Shuto Nakahara,49.166666666666664,62,38,60,60,39,36
Yoshiki Matsushita,49.0,49,61,51,53,43,37
Kunie Kitamoto,26.666666666666668,30,20,33,25,28,24
Yuto Koizumi,19.833333333333332,32,14,23,29,13,8
Tasuku Hiraoka,50.666666666666664,53,50,55,58,43,45
Takahiro Yanagi,39.666666666666664,32,54,50,52,27,23
Dominik Prokop,45.5,47,43,56,58,35,34
Koki Ogawa,38.666666666666664,46,23,41,24,42,56
Shintaro Shimizu,41.0,47,27,51,37,38,46
Nicolás Femia,53.833333333333336,54,54,59,55,51,50
Josh Tymon,43.666666666666664,37,55,55,40,47,28
Kyle Scott,56.333333333333336,65,53,61,57,54,48
Daisuke Watabe,37.166666666666664,32,56,44,36,27,28
Tetsuya Enomoto,15.166666666666666,21,14,21,15,13,7
Yoshiaki Fujita,23.0,23,23,26,24,20,22
Taku Akahoshi,15.833333333333334,24,12,19,23,11,6
Shigeto Masuda,29.5,25,28,48,24,29,23
Ryan Blair,56.833333333333336,55,53,64,60,54,55
Dylann Dufrenne,16.166666666666668,25,13,15,27,11,6
Kenya Matsui,18.333333333333332,45,12,18,16,13,6
Kei Ishikawa,15.666666666666666,28,11,19,17,10,9
Nicolas Kocik,16.0,30,13,21,17,10,5
Anfernee Dijksteel,43.666666666666664,35,41,59,60,37,30
Justin Tokishi Kinjo,51.666666666666664,60,56,59,58,45,32
Luke Amos,50.0,45,54,60,56,49,36
Han Ji Won,46.0,44,41,62,58,38,33
Kim Gyeong Jae,26.333333333333332,28,25,26,28,29,22
Christopher Martins Pereira,54.666666666666664,48,52,71,63,47,47
Julien Dacosta,38.5,38,58,46,26,32,31
Omar Holness,54.833333333333336,58,53,62,55,53,48
Danilo Acosta,53.5,48,56,59,58,51,49
Rowllin Borges,43.666666666666664,47,41,54,56,33,31
Tyler Miller,19.333333333333332,35,11,16,28,10,16
Killian Sanson,61.0,56,65,65,59,64,57
Aidan Friel,39.333333333333336,43,47,48,45,30,23
Jérémy Livolant,51.166666666666664,48,49,64,58,41,47
Carlos Pérez,36.833333333333336,32,48,51,38,30,22
Jimmy Mican,40.333333333333336,35,62,43,40,35,27
Ciarán Coll,39.333333333333336,43,55,44,42,27,25
Scott Wharton,33.833333333333336,31,26,49,44,26,27
Yhoan Andzouana,52.5,51,60,53,49,52,50
Liridon Silka,58.0,60,47,60,64,60,57
Bobo Sollander,37.666666666666664,54,19,52,48,25,28
Jorge Obregón,45.666666666666664,54,37,58,45,36,44
Aryn Williams,34.833333333333336,30,43,50,38,27,21
Duman Herrera,46.166666666666664,51,39,52,49,44,42
Filippo Bandinelli,55.833333333333336,54,53,62,57,48,61
Eduard Gutiérrez,31.0,34,29,42,29,26,26
Dani Hernández,21.166666666666668,42,11,16,21,21,16
Ronaldo Tavera,48.166666666666664,60,42,64,62,33,28
Diego Cruz,46.833333333333336,51,54,55,59,28,34
Joel Arimany,43.166666666666664,47,41,52,34,44,41
Jack Fitzwater,35.5,39,28,38,34,37,37
Ilya Viznovich,45.5,52,45,46,40,44,46
Jacob Tratt,45.333333333333336,45,54,56,49,39,29
Javito,33.333333333333336,32,33,45,31,29,30
Valentin Voisin,48.666666666666664,42,48,61,61,46,34
Ali Abdullah Hazazi,50.166666666666664,56,49,64,58,42,32
Abdullah Ali Al Megbas,43.333333333333336,46,37,49,42,40,46
Diego Soto,40.833333333333336,31,51,58,50,28,27
Matías Manríquez,39.666666666666664,31,32,52,50,42,31
Austine Ikenna,46.0,48,29,59,56,42,42
Louis Deschateaux,16.5,12,12,31,17,11,16
Frank Ronstadt,39.0,36,52,40,39,34,33
Kyle Storer,52.166666666666664,54,54,61,57,48,39
Harry Souttar,34.666666666666664,30,24,55,50,26,23
Julian Ryerson,47.5,37,55,54,44,47,48
Alexander Munksgaard,44.0,40,53,51,47,38,35
Ever Valencia,50.0,58,48,59,58,38,39
Volodymyr Koval,38.666666666666664,43,32,47,30,37,43
Fabián Astorga,49.833333333333336,51,41,60,57,47,43
Steven Da Veiga,45.0,38,61,59,54,27,31
Giorgi Jobava,53.0,57,56,56,52,49,48
Stephen Humphrys,38.0,48,31,41,28,42,38
Mateusz Hewelt,17.5,17,13,25,24,16,10
Joe Rodon,34.5,31,34,45,38,25,34
Antonio Torres,25.833333333333332,32,14,44,38,16,11
Axel Prohouly,49.333333333333336,53,47,57,46,52,41
Tim Wiesner,19.5,31,12,22,20,18,14
Lennert De Smul,41.666666666666664,37,51,56,42,33,31
Nikolai Rehnen,18.833333333333332,21,17,26,19,18,12
Helge Valvatne Sandvik,23.166666666666668,32,21,24,22,20,20
Geovanni Banguera,16.666666666666668,22,12,13,23,15,15
Ronaldo Ariza,52.333333333333336,56,46,67,63,45,37
Zachary Herivaux,49.333333333333336,52,43,59,57,45,40
Accursio Bentivegna,54.5,53,56,50,48,61,59
Vebjørn Walnum Vinje,40.5,31,41,52,53,32,34
Choi Bong Jin,32.666666666666664,59,17,46,42,17,15
Erik Granat,49.833333333333336,58,46,60,54,46,35
Andreas Helmersen,44.166666666666664,39,39,42,37,44,64
Holicharan Narzary,45.333333333333336,47,50,44,31,55,45
Eugeneson Lyngdoh,64.0,55,63,69,66,75,56
Augustin Fernandes,30.5,35,32,31,28,30,27
Leonardo Fontanesi,37.5,31,43,44,29,41,37
Joo Hyeon Woo,51.166666666666664,55,45,61,58,45,43
Emmanuel Onariase,34.833333333333336,40,33,37,34,34,31
Park Seon Hong,60.5,63,53,67,59,69,52
Timur Akmurzin,20.5,27,15,27,25,15,14
Dzenis Burnic,54.0,54,56,64,59,45,46
Yann Mabella,40.166666666666664,51,33,42,33,40,42
Jack Storer,39.166666666666664,42,33,48,42,35,35
Lucas Campana,41.5,46,37,42,34,36,54
Danilo Arboleda,28.0,28,27,44,25,21,23
Greg Luer,44.5,51,35,51,39,43,48
Maximiliano Méndez,47.5,38,56,57,53,46,35
Conor Donovan,29.666666666666668,34,26,43,27,27,21
Ashley Hunter,45.0,53,30,51,43,42,51
Steve Kuzmanovski,45.166666666666664,50,38,54,42,45,42
Kostadin Gadzhalov,31.5,29,23,41,36,30,30
Lucio Compagnucci,49.0,57,41,62,59,39,36
Jannik Pohl,42.5,43,35,56,44,37,40
Josh Bingham,45.0,46,41,51,41,46,45
Kabongo Tshimanga,46.333333333333336,49,49,51,50,40,39
Aaron McEneff,50.0,57,45,57,53,43,45
Sultan Ahmed Mandash,47.333333333333336,53,43,49,38,48,53
Christopher Rabitsch,49.666666666666664,61,51,57,53,46,30
Jamie McGrath,53.0,51,53,59,51,54,50
Ben Godfrey,48.666666666666664,49,45,67,52,39,40
Christopher Hamilton,46.666666666666664,41,52,49,47,45,46
Ola Adeyemo,38.333333333333336,44,30,40,31,35,50
Maurice Jerome Litka,49.833333333333336,48,52,56,46,52,45
Bradley Collins,22.666666666666668,23,20,29,26,19,19
Rezan Corlu,49.666666666666664,53,50,53,46,47,49
Francisco Ilarregui,53.833333333333336,51,56,54,50,57,55
Achille Campion,40.333333333333336,47,30,47,35,33,50
Emmanuel Sonupe,49.0,53,50,56,51,42,42
William Miller,53.0,54,48,65,62,44,45
Davide Costa,19.833333333333332,18,17,23,26,19,16
Mads Døhr Thychosen,53.333333333333336,58,55,52,47,54,54
Jeff Barria,16.833333333333332,23,11,19,23,16,9
Brayan Silva,19.0,23,12,30,18,17,14
Ahmed Al Oufi,55.666666666666664,62,52,64,62,48,46
Nicolas Haas,49.5,53,47,62,61,29,45
Hadi Al Abbas,57.0,62,52,67,67,54,40
Eric Björkander,46.666666666666664,47,54,49,52,48,30
Jazzi Barnum-Bobb,37.5,36,51,41,29,36,32
Luke Croll,36.333333333333336,32,37,52,35,32,30
Alex Purver,44.333333333333336,39,40,62,55,38,32
Mathias Greve,50.666666666666664,52,46,59,58,38,51
Russell Griffiths,18.666666666666668,17,21,24,24,11,15
Dany Da Silva,17.666666666666668,12,17,23,25,16,13
James Jones,54.166666666666664,59,52,65,64,46,39
Alex Whitmore,32.666666666666664,31,30,37,30,35,33
Aiborlang Khongjee,49.166666666666664,42,54,59,57,42,41
Reuf Duraković,21.166666666666668,19,21,23,24,19,21
Marco Schuster,49.833333333333336,50,45,65,60,44,35
Jonas Omlin,22.166666666666668,15,24,31,27,21,15
Sébastien Mpeck-Makendi,18.333333333333332,11,14,28,22,18,17
Darian MacKinnon,49.666666666666664,43,47,64,59,39,46
Ramon Cecchini,51.666666666666664,61,51,54,53,49,42
Michael Zacho,52.5,47,56,56,52,54,50
John Hou Sæter,53.5,66,50,60,56,53,36
Yeom Yu Shin,45.333333333333336,48,45,58,58,34,29
Kim Hyuk Jin,49.0,52,59,55,50,40,38
Kim Chol Ho,23.5,55,15,27,20,11,13
Roberto Ramírez,19.0,17,16,31,18,20,12
Nathan Smith,27.5,26,28,30,24,29,28
Hui Jiakang,56.333333333333336,55,58,62,55,53,55
Marko Nikolić,46.333333333333336,49,40,44,39,50,56
Jonathan Rasheed,20.333333333333332,32,14,26,24,13,13
Alex Jakubiak,46.5,50,35,49,47,48,50
Lars-Jørgen Salvesen,42.333333333333336,49,41,49,32,36,47
Jonatan Torres,43.833333333333336,49,39,49,37,46,43
Bae Seung Jin,37.5,47,21,53,52,29,23
Hrvoje Miličević,51.166666666666664,67,38,60,58,45,39
Arnab Mondal,42.166666666666664,28,47,61,52,30,35
Will Nightingale,30.5,28,24,44,37,24,26
Daniel O'Shaughnessy,35.333333333333336,32,23,54,40,37,26
Mohammed Al Harthi,41.166666666666664,50,28,54,30,39,46
Mamadou Sissako,40.5,46,35,53,30,42,37
Ryan Kitto,53.0,60,63,58,57,42,38
Matthew Ridenton,52.166666666666664,59,48,59,54,55,38
Andrea Fulignati,21.0,27,19,25,21,14,20
Miłosz Trojak,54.666666666666664,60,57,66,63,49,33
Vahid Hambo,43.0,56,29,48,32,43,50
José Jair Ruíz,49.833333333333336,53,52,46,42,46,60
Nicolas Lüchinger,39.0,29,49,44,38,51,23
Eoghan Stokes,44.5,47,31,49,39,52,49
Philipp Posch,42.0,37,52,50,44,39,30
Alan Ezequiel Martinez,22.833333333333332,34,19,30,20,15,19
Felix Dornebusch,21.0,31,13,28,20,15,19
Víctor Cantillo,43.666666666666664,49,33,59,55,38,28
Kamil Lech,18.833333333333332,32,11,22,22,13,13
Jeje Lalpekhlua,45.166666666666664,46,31,51,46,47,50
Juri Cisotti,47.833333333333336,42,62,42,34,49,58
Ming Yang Yang,51.5,53,52,67,53,42,42
Oliver Thychosen,50.0,59,45,56,42,52,46
Lukas Schubert,42.0,50,55,46,47,30,24
Atila Varga,36.5,41,30,54,45,26,23
Michael Brouwer,20.333333333333332,29,13,24,21,18,17
Gilli Rólantsson Sørensen,42.833333333333336,43,48,47,38,41,40
Cameron Kerr,36.333333333333336,41,43,51,29,31,23
Aaron Chapman,16.0,30,13,18,14,13,8
Andrew Hughes,34.333333333333336,35,35,46,39,28,23
Danny Wright,41.166666666666664,48,32,43,28,44,52
James Roberts,44.833333333333336,43,43,45,41,49,48
Ciaran O'Connor,46.333333333333336,51,35,51,44,52,45
Juan David Valencia,19.666666666666668,21,17,28,18,19,15
Liam Grimshaw,46.666666666666664,49,45,63,57,34,32
Fankaty Dabo,43.666666666666664,42,58,43,38,42,39
Joaquín Muñoz,22.5,48,15,21,19,20,12
Park Chung Hyo,24.833333333333332,50,20,27,17,18,17
Zakaria Al Sudani,46.0,55,42,56,50,40,33
Nick Townsend,20.833333333333332,27,15,28,21,20,14
Aaron Calver,39.666666666666664,40,53,51,45,25,24
Jake Gray,52.833333333333336,52,56,63,59,42,45
El-Hadji Ba,52.166666666666664,61,42,66,61,44,39
Danny Furlong,41.166666666666664,48,38,42,33,36,50
Gregory Karlen,45.5,38,45,56,34,43,57
Emil Bellander,39.833333333333336,50,29,46,33,37,44
Lewis Italiano,22.833333333333332,25,20,31,30,15,16
Jacob Blyth,39.666666666666664,44,32,47,26,33,56
George Glendon,51.166666666666664,60,41,64,58,45,39
Liam Graham,49.666666666666664,54,54,55,46,46,43
Alex Davey,37.833333333333336,37,38,43,38,36,35
Alwyn George,48.166666666666664,55,30,65,60,37,42
Sam Long,41.5,46,42,50,47,35,29
Luis Manuel García,19.0,15,17,31,24,15,12
Saqer Otayf,51.5,55,46,56,54,42,56
Abdulrahman Ada,43.0,41,41,62,56,32,26
Yousef Khamis Al Sawasan,47.333333333333336,44,56,58,53,33,40
Lorenzo Bardini,19.833333333333332,19,18,28,24,14,16
Thomas Castella,19.166666666666668,20,16,32,19,15,13
Philipp Erhardt,37.333333333333336,41,43,43,36,32,29
David Fitzpatrick,49.333333333333336,59,45,54,46,51,41
Aaron Barry,41.166666666666664,37,59,55,40,26,30
Luke Conlan,37.333333333333336,31,54,49,29,32,29
Georgios Sarris,27.166666666666668,30,21,34,29,25,24
Davide Mariani,45.666666666666664,48,53,58,49,37,29
Junior Joachim,41.5,53,39,43,32,39,43
Gary Shanahan,48.0,52,59,54,32,46,45
Max Crocombe,26.333333333333332,31,24,32,31,19,21
Peter Aase,54.833333333333336,68,43,63,63,48,44
Nicolas Hasler,50.0,62,43,64,60,35,36
Liam Wakefield,45.333333333333336,43,54,57,53,32,33
Curtis Thompson,51.333333333333336,60,54,61,52,43,38
Kevin Bigler,47.166666666666664,37,53,61,52,42,38
Anton Rodgers,57.5,58,52,65,64,62,44
Ben Wilson,18.666666666666668,19,18,25,22,14,14
William Frantzen,50.666666666666664,52,54,56,52,37,53
Mario Bühler,45.833333333333336,32,56,63,60,29,35
Daniel Potts,42.0,34,55,54,52,27,30
Dean Jarvis,44.5,48,49,51,47,35,37
Lee Burge,19.333333333333332,28,12,25,21,19,11
Marc McCallum,14.666666666666666,15,12,24,13,11,13
Keith Buckley,53.5,58,56,57,54,48,48
Inal Getigezhev,42.666666666666664,46,53,54,56,27,20
Lloyd Allinson,21.166666666666668,37,15,24,26,13,12
Ben Williamson,44.0,50,42,49,35,39,49
Hjörtur Logi Valgarðsson,56.333333333333336,51,63,53,57,67,47
Simon Thomas,21.666666666666668,21,14,29,32,14,20
Gary Shaw,45.666666666666664,55,33,55,37,45,49
Apti Akhyadov,43.666666666666664,43,31,49,40,47,52
Maciej Górski,48.5,55,50,57,35,44,50
Graham Kelly,56.5,55,56,61,54,62,51
Stefan Payne,44.5,52,48,55,30,41,41
Kim Kyo Bin,19.833333333333332,25,15,39,13,13,14
Keith Ward,50.5,53,51,59,56,55,29
Kamal Mustafa,50.333333333333336,51,50,56,47,54,44
Fozil Musaev,42.5,48,40,48,52,51,16
Calum Butcher,45.5,36,27,67,63,40,40
Pascal Schürpf,49.833333333333336,46,64,57,46,43,43
Lalo Fernández,19.166666666666668,14,10,30,38,10,13
Martin Grasegger,37.333333333333336,35,52,43,29,33,32
Marlon Jackson,49.666666666666664,47,53,51,48,47,52
Ma Leilei,53.666666666666664,53,60,57,56,58,38
Koji Nishimura,18.5,40,12,15,17,12,15
Richard Tait,45.833333333333336,47,57,48,40,44,39
Viktor Noring,24.166666666666668,25,15,31,39,17,18
Damian Piotrowski,53.166666666666664,61,56,53,51,50,48
Lloyd Saxton,18.5,23,14,23,20,13,18
Ben Tozer,46.333333333333336,36,57,42,47,43,53
Robbie Simpson,52.833333333333336,63,52,56,50,46,50
Jonathan Franks,46.833333333333336,55,46,56,31,30,63
Pádraig Amond,46.5,49,45,43,37,50,55
Patrick Kavanagh,51.333333333333336,56,53,56,54,36,53
Darren Dennehy,33.666666666666664,37,27,42,38,30,28
Diego Ciccone,50.833333333333336,55,50,60,58,39,43
Simone Grippo,57.5,62,53,64,62,55,49
Ian Morris,60.166666666666664,63,60,58,56,70,54
Tatsuya Tanaka,54.166666666666664,64,62,54,42,46,57
James McKeown,20.833333333333332,32,16,28,27,11,11
Kevin O'Connor,50.5,55,49,63,56,45,35
Mattias Hugosson,19.166666666666668,15,9,31,31,16,13
Curtis Weston,57.5,61,55,58,53,57,61
Scott Brown,54.166666666666664,57,54,64,65,52,33
Jonathan Smith,51.0,51,54,59,57,40,45
Diego Torres,53.0,59,57,48,43,57,54
Marcus Bean,53.5,52,51,58,54,52,54
Christian Terlizzi,31.5,20,22,51,46,21,29
Ryan Esson,16.666666666666668,26,12,24,12,13,13
Brian Jensen,24.5,35,20,28,26,19,19
Peter van der Vlag,23.666666666666668,39,12,28,25,21,17
Lee Mansell,50.833333333333336,51,45,63,58,47,41
Kevin Ellison,58.833333333333336,61,63,54,49,63,63
Eduard Löwen,49.166666666666664,55,55,64,58,33,30
Dani Góngora,54.5,49,54,61,56,55,52
Miguel Nazarit,30.333333333333332,35,29,35,28,25,30
Ruslan Salakhutdinov,51.666666666666664,48,42,73,61,39,47
Erdem Onur Beytaş,50.333333333333336,45,40,68,62,40,47
Michał Smolarczyk,45.333333333333336,54,31,51,36,48,52
Petar Mamić,41.0,36,56,51,48,29,26
Mate Tsintsadze,55.833333333333336,63,57,65,61,59,30
Cristian González,37.333333333333336,37,50,37,30,38,32
Baptiste Etcheverria,44.0,38,54,58,48,32,34
Abdullah Al Joui,47.666666666666664,46,52,52,46,45,45
Efraín Orona,52.5,57,42,68,59,41,48
Raoul Petretta,43.5,38,55,51,44,32,41
Nelson Insfrán,19.166666666666668,33,11,28,22,12,9
Sinan Yazıcı,43.0,54,32,45,35,47,45
Ümit Türker,50.833333333333336,45,42,74,59,44,41
Park Yi-Young,45.666666666666664,47,51,56,55,37,28
Patrick Sontheimer,53.5,58,48,62,54,53,46
Toshio Shimakawa,47.666666666666664,45,36,58,55,46,46
Ryota Suzuki,21.833333333333332,45,12,16,21,19,18
Hennos Asmelash,46.833333333333336,46,58,55,45,41,36
Joel Allwright,48.833333333333336,50,49,45,47,60,42
Ryuta Koike,33.333333333333336,30,51,37,29,33,20
Logan Ketterer,24.833333333333332,52,12,36,34,10,5
Jo Vetle Rimstad,27.166666666666668,31,21,33,23,26,29
Ethan Kutler,46.166666666666664,49,52,54,33,41,48
Jakob Nerwinski,37.333333333333336,31,48,51,48,25,21
Ivan Rozas,46.833333333333336,48,33,67,64,38,31
Seitaro Tomisawa,32.0,32,29,51,26,25,29
David Engström,28.0,31,25,34,27,25,26
Harlin Suárez,45.833333333333336,53,42,58,50,37,35
José Iván Rodríguez,53.166666666666664,50,51,69,56,47,46
Enzo Roggio,41.166666666666664,45,32,49,40,39,42
Tomás Guidara,38.166666666666664,37,52,40,34,34,32
Bajram Ajeti,39.5,44,31,44,32,39,47
Tomás Zanotti,32.666666666666664,30,26,48,28,29,35
Martín Sarrafiore,43.666666666666664,48,40,48,33,46,47
Mallik Wilks,44.5,49,31,51,41,48,47
Facundo Rizzi,38.666666666666664,37,49,40,32,44,30
Diego Ohlsson,26.666666666666668,26,20,47,22,19,26
Tyler Pasher,49.166666666666664,50,54,54,39,43,55
Federico Serra,51.166666666666664,49,57,53,42,50,56
Illia Briukhov,36.0,37,45,33,28,42,31
Facundo Britos,49.833333333333336,50,43,65,64,42,35
Mark Spenkelink,19.833333333333332,39,12,23,26,14,5
Cristian Mazo,36.833333333333336,39,47,48,27,34,26
Ángelo Martino,50.833333333333336,54,59,46,46,51,49
Erwin Heidekamp,18.833333333333332,35,12,19,29,11,7
Brian Koglin,39.0,38,49,52,45,30,20
Facundo Soloa,46.333333333333336,47,43,58,52,46,32
Quentin Bena,46.5,59,35,59,52,35,39
