Name,Pace,Acceleration,Speed
Juan Andrada,57.5,59,56
Cui Min,59.0,62,56
Takahiro Kunimoto,78.5,81,76
Takuma Tsuda,43.0,45,41
Hideomi Yamamoto,38.5,36,41
Hirotaka Tameda,77.5,80,75
Gao Zhunyi,62.5,63,62
Oleg Mishchenko,57.0,50,64
Juan Pablo Noce,30.0,30,30
Nicolás Talpone,78.0,77,79
Ikki Arai,66.0,66,66
Jay Dasilva,78.5,79,78
Kei Ikeda,67.0,69,65
Abdulkarim Al Qahtani,76.0,79,73
Hiroto Goya,63.0,62,64
Jiro Kamata,58.0,58,58
Ibrahim Shuaibu,76.0,76,76
Favio Durán,66.0,63,69
Nicolás Ciribe,17.0,16,18
Elias Cobbaut,57.5,58,57
Stiven Quiñones,75.0,73,77
Kentaro Seki,25.5,29,22
Kevyn Montaño,68.5,68,69
Robin Tranberg,52.5,54,51
Sébastien Salles-Lamonge,59.0,58,60
Jens Kristian Skogmo,64.5,64,65
Chi Wenyi,21.0,15,27
Justin Bilyeu,73.5,75,72
Drew Conner,67.0,69,65
Nico Rinderknecht,63.5,62,65
Jake Wright,69.5,69,70
Kevin Vásquez,70.0,70,70
Sebastián Duque,27.0,32,22
Germán Gaitán,72.0,80,64
Anthony Lamonge,24.5,18,31
Luke Dreher,71.0,69,73
Josh Barrett,68.0,67,69
Bikash Jairu,59.0,58,60
Lars Christian Kjemhus,70.5,69,72
Jesper Svensson,74.0,75,73
Monday Samuel,76.0,80,72
Abdulwahab Jafar,83.0,84,82
Josh Dasilva,74.0,73,75
Grady Diangana,78.5,77,80
Andrea Gambetta,40.0,39,41
Erwin Saavedra,64.0,67,61
Numan Bostan,41.5,39,44
Niklas Dorsch,59.5,64,55
Giovanni Asken,65.0,64,66
Romain Montiel,56.5,54,59
Luthando Sixhaso,26.0,23,29
Domen Crnigoj,70.5,74,67
Marlinho,78.0,81,75
Alexandre Olliero,46.0,47,45
Joe Maguire,71.5,66,77
Paolo Ghiglione,76.5,75,78
Alexis Peña,53.5,53,54
José Machín,66.0,65,67
Tinotenda Kadewere,76.5,77,76
Abdulelah Al Malki,61.0,55,67
Onyekachi Hope Ugwuadu,85.0,85,85
Botti Biabi,70.5,73,68
Matteo Grandi,45.5,43,48
Kubilay Akyüz,65.5,64,67
Florian Kohls,59.0,64,54
Dinei Peixo,52.5,49,56
Calegarcinho,49.5,46,53
Mauri Borgho,58.0,50,66
Nilson Alfarinho,55.0,51,59
James Brophy,76.5,75,78
Juan Contreras,67.5,68,67
Jack Harper,73.0,72,74
Axel Disasi,56.0,54,58
Emmanuel Osadebe,85.0,82,88
Fredrik Andersson,35.5,32,39
Dominic Kurasik,47.5,49,46
Liam Edwards,55.0,55,55
Tsiy-William Ndenge,70.0,66,74
Will Patching,69.5,70,69
Jonathan Lewis,78.0,78,78
Jonathan Burn,59.5,65,54
Enis Bunjaki,67.0,67,67
Rick Wulle,46.0,44,48
Julius Ertlthaler,71.0,73,69
Lukas Klünter,66.5,65,68
Finn Porath,61.0,67,55
Dave Gnaase,72.0,75,69
Gökhan Gül,60.5,59,62
Tugay Kaçar,67.5,65,70
Frank Mulhern,60.5,62,59
Ahmet Özden,46.0,44,48
Rai Simons,76.5,77,76
Senne Van Dooren,61.5,65,58
Owain Jones,75.5,76,75
João De Oliveira,75.5,72,79
Jeando Fuchs,78.5,77,80
Hassen Essa Jaaferi,66.5,66,67
Cian Harries,59.5,58,61
Sofiane Daham,72.5,72,73
Andreas Hanche-Olsen,68.5,68,69
Patrick Pentz,51.0,47,55
Yanis Hamzaoui,67.5,68,67
Kyle McFarlane,79.0,79,79
Artur Farion,52.5,51,54
Evgeniy Ezhov,59.5,61,58
Jostein Gundersen,53.0,52,54
Jackichand Singh,84.0,86,82
Evgeniy Goshev,44.5,41,48
Marvin Mehlem,70.0,72,68
Samer Salem,74.0,77,71
Marko Dugandžić,61.5,60,63
Fabio Álvarez,70.0,63,77
Adam Andersson,74.0,75,73
Jacob Bruun Larsen,75.0,76,74
Alibek Aliev,56.0,54,58
Jordan Flores,67.0,68,66
Santiago Magallán,70.5,68,73
Alphousseyni Sané,73.0,72,74
Sebastian Ring,68.0,72,64
Bilal Sezer,67.0,68,66
Jorge Lagües,68.0,67,69
Diego Martínez,44.0,42,46
Prosper Kasim,71.5,77,66
John Requejo,61.0,60,62
Patrick Doody,65.0,55,75
Franco Quiroga,70.0,71,69
Fahad Khaled Al Sagri,64.5,67,62
Dion Kelly-Evans,83.5,84,83
Marvin Gakpa,71.5,72,71
Agustín Fontana,62.0,62,62
Jin YangYang,59.5,59,60
Nader Salem Al Muwallad,73.5,72,75
Tom King,43.5,40,47
Kane Vincent-Young,85.0,85,85
Ben Kennedy,69.0,70,68
Nikolay Stankevich,60.5,67,54
Andrey Sidenko,60.0,67,53
Sverre Bjørkkjær,68.0,69,67
Connal Trueman,45.5,47,44
Niall Maher,68.0,69,67
Mathias Rasmussen,66.5,68,65
Ulrich N'Nomo,74.5,73,76
Harry Anderson,77.5,74,81
Marco Pinato,67.0,67,67
Julian Günther-Schmidt,68.5,69,68
Ben Whiteman,71.5,73,70
Sinan Eryüksel,58.5,54,63
Zhang Xiaobin,59.0,59,59
Jordan Lyden,61.0,60,62
Alex O'Hanlon,67.0,66,68
Christian Derflinger,69.0,69,69
Christian Ortag,45.0,45,45
Eamonn Brophy,71.0,72,70
Jacob Hjelte,62.5,60,65
Lucas Cueto,73.5,75,72
Calum Dyson,52.5,52,53
Josh Vickers,42.5,40,45
Salman Ahmed Hazazi,67.5,68,67
Jordan Williams,54.0,54,54
David Tutonda,80.0,81,79
Wes Atkinson,65.0,65,65
Piotr Johansson,76.5,75,78
Tom Pett,75.5,75,76
Damian Szymański,57.5,68,47
Marlon Torres,64.5,61,68
Smail Prevljak,66.0,68,64
John-Patrick Strauß,66.5,67,66
Sergiusz Prusak,44.5,42,47
Claudio Villagra,77.0,78,76
Eirik Haugan,59.5,59,60
Omar Sowunmi,64.5,67,62
Andrea Paroni,43.0,34,52
Marek Rodák,46.0,51,41
Michael Zant,33.5,33,34
Mohammad Baghdadi,63.0,65,61
Lee Sang Wook,41.5,41,42
Alexander Achinioti-Jönsson,68.5,70,67
Christian Rubio Sivodedov,66.0,67,65
Otis Khan,68.5,67,70
Connor Ogilvie,65.0,66,64
Luis Chávez,68.5,69,68
Chen Zhongliu,72.5,72,73
Mathias Berg Gjerstrøm,76.5,77,76
George Fochive,67.5,69,66
Raul Mendiola,78.0,78,78
Tino Casali,34.0,33,35
Musa Araz,69.5,71,68
Rhys Turner,90.0,90,90
Roberto Sandez,56.0,59,53
Juan Patiño,21.5,18,25
Jaushua Sotirio,82.5,79,86
Jack Stacey,70.0,70,70
Martin Molini,71.0,69,73
Jack Bridge,73.5,74,73
Johannes Vall,82.5,79,86
Otto Martler,45.0,47,43
Michał Walski,77.5,79,76
Ransford Selasi,71.5,74,69
Jordano Cisterna,65.5,63,68
Lucas Acosta,45.5,42,49
Bartłomiej Smuczyński,70.0,69,71
Pietro Ceccaroni,72.0,72,72
Ollie Palmer,73.0,72,74
Sebastián Olivares,56.0,59,53
Dante Martínez,69.0,70,68
Charlie Horton,44.5,44,45
Zeiko Lewis,82.0,80,84
Martin Smith,64.5,64,65
Will Aimson,61.5,60,63
Ryan Hedges,75.0,74,76
Jerome Sinclair,77.5,78,77
Alain Estrada,67.0,66,68
Amir Falahen,58.5,54,63
Charlee Adams,66.0,65,67
Arif Ekin,66.5,69,64
George Honeyman,69.0,69,69
Kristoffer Pallesen,72.0,74,70
Fernando Coniglio,55.5,47,64
Manuel Briones,67.5,69,66
Liam Donnelly,64.0,64,64
Luca Forte,78.0,80,76
Sandro Tsveiba,70.0,72,68
Jordan McGhee,65.0,64,66
Diego Orellana,72.5,72,73
Cristián Guerra,41.5,42,41
Henry Sanhueza,64.0,66,62
Juan Suescún,69.5,67,72
Sergey Bozhin,68.5,68,69
Jens-Martin Gammelby,70.5,72,69
Vitalijs Maksimenko,70.0,71,69
Ulrik Yttergård Jenssen,60.0,55,65
Kearyn Baccus,74.0,72,76
Billy Waters,82.5,82,83
Luke Hendrie,72.0,70,74
Marco Bürki,57.0,54,60
Jamal Lowe,81.0,80,82
Tommy O'Sullivan,70.5,72,69
Khalid Kadyrov,80.0,77,83
Abdullah Al Fahad,71.5,70,73
Mattijs Branderhorst,39.5,40,39
Abdullah Al Saleh,48.0,48,48
Maan Al Khudari,58.5,54,63
Junior Morias,71.5,70,73
Salman Al Sbeani,86.0,87,85
Rubayyi Al Moosa,70.5,75,66
Raheem Hanley,63.5,69,58
Drey Wright,76.5,77,76
Saeed Al Dosari,74.0,73,75
Aaron Williams,70.5,68,73
Daniel Rogers,45.5,44,47
Jérémy Manière,55.5,52,59
Adebayo Azeez,88.5,89,88
Jibril Bojang,78.0,78,78
Brad Potts,68.0,72,64
JJ Hooper,79.5,78,81
Jack Barthram,76.5,76,77
Isaac Vassell,85.0,84,86
Lee Kwang Jin,82.0,79,85
Joe Davis,56.5,54,59
Paul Izzo,38.0,31,45
Aliu Djaló,61.0,60,62
Ioannis Gelios,54.5,57,52
Smajl Suljevic,53.0,54,52
Edson Seidou,72.5,70,75
Sam Kelly,75.0,73,77
George Ray,69.0,68,70
Eirik Bergum Skaasheim,68.0,68,68
Jesse Makarounas,65.0,70,60
Conor McCormack,69.5,71,68
Rasmus Sjöstedt,71.0,69,73
Mikkel Vestergaard,78.5,79,78
Konrad Forenc,42.5,39,46
Bartosz Kaniecki,46.5,44,49
Jimmy Keohane,66.0,68,64
Ryan Watson,56.0,58,54
Hallam Hope,74.5,74,75
Rod McDonald,60.5,59,62
Rafael Ramírez,45.0,45,45
Kelvin Mellor,67.0,69,65
Numa Lavanchy,73.5,74,73
Mauro Vilhete,84.0,85,83
Piotr Wlazło,65.0,66,64
Stephen Folan,53.0,53,53
Michael Leahy,36.5,37,36
Conor Clifford,67.0,67,67
Liam O'Brien,48.0,45,51
Robert Sandnes,62.0,58,66
Aaron Greene,81.0,80,82
Amadaiya Rennie,75.5,77,74
Islam Feruz,78.0,78,78
Victor Grodås,67.5,69,66
Ismael Diakite,80.5,78,83
Harry Beautyman,67.0,72,62
Ronan Murray,77.5,79,76
Thierry Audel,74.5,73,76
Alişan Şeker,37.0,38,36
Thomas Nørgaard,29.0,31,27
Emil Hedvall,28.5,23,34
Simen Rafn,74.5,74,75
David Webster,51.0,48,54
Curtis Main,62.5,60,65
Scott Boden,78.5,78,79
Darren Meenan,73.0,74,72
Søren Frederiksen,63.5,62,65
Emanuel Schreiner,74.0,72,76
Peter Murphy,68.0,66,70
Jake Hyde,67.0,66,68
Andrew Fleming,72.0,71,73
Rob Lainton,54.5,55,54
Elliot Parish,40.0,40,40
Dariusz Jarecki,72.5,69,76
Mario Mutsch,51.5,51,52
Rene Gilmartin,53.0,52,54
Tom Champion,62.5,62,63
Drew Talbot,63.5,65,62
Sito Riera,66.0,61,71
Joe Anyon,55.0,50,60
Thomas Stewart,67.0,66,68
Alex Lawless,62.5,61,64
Liam Davis,78.0,77,79
Jean-Francois Kornetzky,36.5,33,40
Michael Rose,68.0,68,68
Aaron Downes,35.5,34,37
Matthew Bates,61.0,58,64
Danilo Arrieta,75.0,76,74
Kim Chul Ho,72.0,73,71
Josh Gowling,61.0,63,59
Gary Rogers,27.5,29,26
Franz Burgmeier,50.0,52,48
Antoni Łukasiewicz,51.5,48,55
Kyriakos Stamatopoulos,32.5,30,35
Richard Garcia,53.5,50,57
Paul Gallacher,28.5,29,28
Chris Day,11.5,11,12
Matías Tissera,69.0,66,72
Leonel Álvarez,63.0,62,64
Lucas Cuevas,72.0,71,73
Carlos Vargas,64.5,69,60
Matias Tagliamonte,33.0,33,33
Esneyder Mena,66.5,65,68
Gabriel Rodrigues,50.0,47,53
Diego Gurri,67.0,66,68
Dmitry Bablyuk,60.5,64,57
Connor Maloney,72.0,71,73
Maxim Antukh,61.0,60,62
Dmitry Sasin,63.5,61,66
Cristián Echavarría,77.5,81,74
Mauricio Toni,51.5,52,51
Steve Ambri,79.5,81,78
Alex Fletcher,78.0,80,76
Ivan Lurati,58.0,56,60
Robbie McCourt,62.0,66,58
Joseph Bouasse,78.5,78,79
Ibrahim Sangaré,66.0,66,66
Yvan Neyou,64.5,62,67
Martin Maloca,65.0,61,69
Giacomo Poluzzi,22.0,23,21
Dever Orgill,73.0,72,74
Samuel Tetteh,77.0,76,78
Andreas Albech,69.0,68,70
Yasin Yavuz,65.0,67,63
Thomas Ephestion,64.0,60,68
Jeffre Vargas,69.5,72,67
Alexis Ferrante,71.0,68,74
Hasan Özkan,62.5,61,64
Daniil Bolshunov,62.5,65,60
Anton Miterev,59.5,60,59
Ado Onaiwu,72.5,74,71
Lucas,61.5,64,59
Hiromu Kori,62.5,65,60
Victor van den Bogert,59.5,62,57
Douglas Estay,72.5,75,70
Alfie May,72.5,72,73
Jonathan Ngwem,62.5,65,60
Georges Bokwé,29.5,38,21
Demetri Mitchell,76.5,77,76
Henry Wingo,72.0,74,70
Stefan Cleveland,55.5,55,56
Eddie Segura,66.0,63,69
Jesper Nyholm,62.5,63,62
Juan Foyth,69.5,71,68
Cameron Iwasa,70.5,71,70
Roni,66.0,66,66
Dayron Benavides,61.5,56,67
Gaëtan Weissbeck,62.0,60,64
Lee Sang Ki,75.5,76,75
Yoo Seung Min,74.5,72,77
Oleksandr Zubkov,53.5,56,51
Simeon Akinola,84.5,84,85
Samuele Birindelli,66.5,67,66
Paweł Tomczyk,91.5,92,91
Andrea Mastino,61.5,68,55
Jordi Cortizo,67.5,68,67
Alexandre Llovet,71.0,72,70
Walter Mazzantti,66.5,65,68
Dominik Franke,67.0,69,65
Dimitri Lavalée,61.0,57,65
Anastasios Chatzigiovannis,72.0,73,71
Khaled Al Samiri,61.5,61,62
Iñaki Santiago,60.5,60,61
Florian Baak,50.0,48,52
Anthony Caci,64.5,63,66
Johnny Koutroumbis,68.5,69,68
Calvin Stengs,67.0,66,68
Goudiaby Lemouya,59.0,59,59
Bozhidar Chorbadzhiyski,61.5,62,61
Maarten Paes,26.0,22,30
Ahmed Touba,73.0,71,75
Tomás Conechny,78.5,78,79
Simon Olsson,56.5,57,56
Asier,61.0,62,60
João Lima,62.0,61,63
Alessandro Plizzari,41.0,45,37
Alper Ademoglu,63.0,62,64
Burak Yıldır,58.0,56,60
Phil Neumann,62.5,61,64
Evans Mensah,79.0,80,78
Ellis Barkworth,60.0,61,59
Erdal Öztürk,62.0,62,62
Abdulaziz Al Nashi,61.0,64,58
Duque,63.5,64,63
Furkan Zorba,55.0,55,55
Pablo Cuadra,78.5,79,78
Christian Kouamé,70.0,70,70
Axel Mohamed Bakayoko,55.0,55,55
Nicolas Basin,78.5,78,79
Francesco Di Nolfo,67.5,69,66
Rodrigo Alírio,77.5,79,76
Drilon Cenaj,65.0,64,66
Jadaan Al Shammari,62.5,64,61
Abdulmalek Al Shammary,70.5,74,67
Rodrigo Cabalucci,71.0,72,70
Pavel Kudryashov,72.5,75,70
Carlos López,25.5,22,29
Jurrian Jouvenaar,27.5,24,31
Maximilian Entrup,66.5,67,66
Dara O'Shea,55.5,55,56
Vladimir Golemić,58.0,58,58
Sam Schreck,59.0,67,51
Nicolás Álvarez,57.0,59,55
Roman Laspalles,62.0,63,61
Roberto Salcedo,21.0,27,15
Álex Lázaro,43.0,39,47
Jimmy Dunne,54.0,55,53
Rodrigo Viega,72.0,74,70
Gabriel Leiva,65.0,63,67
Omar Abdulaziz Al Sunain,89.5,89,90
Robbie Leitch,59.0,56,62
Daniel Rojano,60.0,60,60
Rafał Dobroliński,35.5,34,37
Marcin Warcholak,61.0,67,55
Dmitriy Kamenschikov,76.0,75,77
Diego De la Tejera,61.0,62,60
Maxim Leitsch,58.5,62,55
Jacob Rasmussen,57.0,60,54
Steve Ryckaert,62.0,62,62
Marcel Holzmann,73.5,75,72
Christoph Riegler,30.0,28,32
Teddy Bouriaud,66.0,68,64
Daniel Anyembe,86.5,86,87
Frederik Gytkjær,66.0,64,68
Aldo Araujo,76.0,68,84
Isaac Hemans,78.5,78,79
Markus Schubert,38.5,48,29
Vincent Onovo,85.5,88,83
Cristian Nevinha,20.5,20,21
Melvin Neves,66.0,68,64
Lucio Chiappero,43.0,44,42
Gino Fechner,64.5,64,65
Brahyan Rivas,60.0,63,57
Jack Evans,60.0,56,64
Azzedine Zaidi,71.0,76,66
Thijmen Nijhuis,17.0,17,17
Dudu,75.0,74,76
Nahuel Pájaro,68.0,66,70
Vincent Schmidt,62.0,71,53
Felix Bindelöv,72.0,70,74
Alexey Tataev,63.0,64,62
Stefano Contreras,67.0,68,66
Manuel Maranda,59.0,57,61
Valentin Henry,64.0,64,64
Jo Ju Young,64.0,64,64
Shota Tamura,76.5,74,79
Joaquín Torres,71.5,71,72
Mason Mount,69.0,72,66
Yukio Tsuchiya,32.5,33,32
Shuto Nakahara,72.5,74,71
Yoshiki Matsushita,74.5,75,74
Kunie Kitamoto,44.0,42,46
Yuto Koizumi,27.5,23,32
Tasuku Hiraoka,76.5,78,75
Takahiro Yanagi,77.5,79,76
Dominik Prokop,71.5,71,72
Koki Ogawa,79.0,77,81
Shintaro Shimizu,68.5,66,71
Nicolás Femia,66.0,65,67
Josh Tymon,65.0,62,68
Kyle Scott,63.5,62,65
Daisuke Watabe,60.5,59,62
Tetsuya Enomoto,23.0,29,17
Yoshiaki Fujita,37.0,39,35
Taku Akahoshi,25.5,29,22
Shigeto Masuda,66.5,68,65
Ryan Blair,62.0,64,60
Dylann Dufrenne,27.5,31,24
Kenya Matsui,29.5,25,34
Kei Ishikawa,23.0,24,22
Nicolas Kocik,20.5,16,25
Anfernee Dijksteel,64.0,66,62
Justin Tokishi Kinjo,69.0,71,67
Luke Amos,61.5,60,63
Han Ji Won,59.0,59,59
Kim Gyeong Jae,67.0,64,70
Christopher Martins Pereira,65.5,62,69
Julien Dacosta,65.0,62,68
Omar Holness,79.0,79,79
Danilo Acosta,77.5,77,78
Rowllin Borges,57.5,58,57
Tyler Miller,40.0,38,42
Killian Sanson,67.0,70,64
Aidan Friel,67.0,68,66
Jérémy Livolant,68.0,67,69
Carlos Pérez,61.0,58,64
Jimmy Mican,67.5,69,66
Ciarán Coll,76.5,75,78
Scott Wharton,67.0,68,66
Yhoan Andzouana,68.5,69,68
Liridon Silka,64.5,63,66
Bobo Sollander,60.0,45,75
Jorge Obregón,70.0,72,68
Aryn Williams,71.5,69,74
Duman Herrera,65.0,67,63
Filippo Bandinelli,68.0,69,67
Eduard Gutiérrez,59.0,64,54
Dani Hernández,27.5,29,26
Ronaldo Tavera,57.5,55,60
Diego Cruz,63.0,65,61
Joel Arimany,57.5,62,53
Jack Fitzwater,55.0,55,55
Ilya Viznovich,66.5,67,66
Jacob Tratt,65.0,64,66
Javito,58.5,58,59
Valentin Voisin,67.5,68,67
Ali Abdullah Hazazi,61.5,61,62
Abdullah Ali Al Megbas,77.0,79,75
Diego Soto,64.0,67,61
Matías Manríquez,56.5,55,58
Austine Ikenna,68.0,69,67
Louis Deschateaux,46.5,44,49
Frank Ronstadt,66.5,67,66
Kyle Storer,62.0,61,63
Harry Souttar,57.0,54,60
Julian Ryerson,69.5,69,70
Alexander Munksgaard,75.0,73,77
Ever Valencia,80.0,80,80
Volodymyr Koval,65.0,64,66
Fabián Astorga,63.0,63,63
Steven Da Veiga,67.0,70,64
Giorgi Jobava,73.5,73,74
Stephen Humphrys,68.5,66,71
Mateusz Hewelt,44.5,47,42
Joe Rodon,61.0,67,55
Antonio Torres,56.5,55,58
Axel Prohouly,79.0,83,75
Tim Wiesner,35.0,36,34
Lennert De Smul,66.5,67,66
Nikolai Rehnen,36.0,33,39
Helge Valvatne Sandvik,40.0,34,46
Geovanni Banguera,40.0,38,42
Ronaldo Ariza,74.0,77,71
Zachary Herivaux,62.0,69,55
Accursio Bentivegna,65.5,62,69
Vebjørn Walnum Vinje,64.5,65,64
Choi Bong Jin,47.5,46,49
Erik Granat,65.5,68,63
Andreas Helmersen,60.0,67,53
Holicharan Narzary,78.5,80,77
Eugeneson Lyngdoh,78.5,77,80
Augustin Fernandes,59.5,64,55
Leonardo Fontanesi,62.5,61,64
Joo Hyeon Woo,72.5,73,72
Emmanuel Onariase,55.0,55,55
Park Seon Hong,61.5,58,65
Timur Akmurzin,44.5,40,49
Dzenis Burnic,68.5,69,68
Yann Mabella,69.0,70,68
Jack Storer,66.5,65,68
Lucas Campana,66.0,65,67
Danilo Arboleda,49.5,53,46
Greg Luer,72.0,74,70
Maximiliano Méndez,69.5,69,70
Conor Donovan,55.0,55,55
Ashley Hunter,69.0,71,67
Steve Kuzmanovski,72.0,74,70
Kostadin Gadzhalov,62.0,62,62
Lucio Compagnucci,73.5,74,73
Jannik Pohl,88.0,86,90
Josh Bingham,75.5,74,77
Kabongo Tshimanga,78.5,78,79
Aaron McEneff,68.5,72,65
Sultan Ahmed Mandash,76.5,74,79
Christopher Rabitsch,68.0,69,67
Jamie McGrath,78.5,82,75
Ben Godfrey,65.5,67,64
Christopher Hamilton,90.5,91,90
Ola Adeyemo,77.0,76,78
Maurice Jerome Litka,75.5,77,74
Bradley Collins,43.0,41,45
Rezan Corlu,71.5,74,69
Francisco Ilarregui,78.5,79,78
Achille Campion,67.5,67,68
Emmanuel Sonupe,68.0,73,63
William Miller,66.0,67,65
Davide Costa,46.0,48,44
Mads Døhr Thychosen,74.0,75,73
Jeff Barria,56.5,54,59
Brayan Silva,33.5,33,34
Ahmed Al Oufi,64.5,66,63
Nicolas Haas,74.5,71,78
Hadi Al Abbas,55.5,50,61
Eric Björkander,64.0,63,65
Jazzi Barnum-Bobb,79.5,81,78
Luke Croll,65.0,62,68
Alex Purver,60.5,60,61
Mathias Greve,67.0,66,68
Russell Griffiths,48.0,47,49
Dany Da Silva,43.5,45,42
James Jones,66.5,69,64
Alex Whitmore,57.0,59,55
Aiborlang Khongjee,65.0,64,66
Reuf Duraković,43.5,46,41
Marco Schuster,57.5,61,54
Jonas Omlin,50.0,49,51
Sébastien Mpeck-Makendi,44.0,40,48
Darian MacKinnon,61.0,61,61
Ramon Cecchini,70.5,70,71
Michael Zacho,70.5,68,73
John Hou Sæter,68.0,77,59
Yeom Yu Shin,38.0,33,43
Kim Hyuk Jin,74.0,75,73
Kim Chol Ho,36.5,25,48
Roberto Ramírez,46.5,44,49
Nathan Smith,62.0,61,63
Hui Jiakang,59.0,59,59
Marko Nikolić,69.5,71,68
Jonathan Rasheed,30.5,30,31
Alex Jakubiak,75.0,75,75
Lars-Jørgen Salvesen,67.0,68,66
Jonatan Torres,54.0,47,61
Bae Seung Jin,61.5,56,67
Hrvoje Miličević,50.5,48,53
Arnab Mondal,48.0,55,41
Will Nightingale,62.5,61,64
Daniel O'Shaughnessy,50.5,48,53
Mohammed Al Harthi,70.5,64,77
Mamadou Sissako,79.5,79,80
Ryan Kitto,74.0,75,73
Matthew Ridenton,70.0,73,67
Andrea Fulignati,46.5,49,44
Miłosz Trojak,54.0,55,53
Vahid Hambo,58.5,55,62
José Jair Ruíz,68.5,69,68
Nicolas Lüchinger,72.5,71,74
Eoghan Stokes,72.0,70,74
Philipp Posch,69.5,67,72
Alan Ezequiel Martinez,45.5,44,47
Felix Dornebusch,41.0,40,42
Víctor Cantillo,51.0,52,50
Kamil Lech,44.5,45,44
Jeje Lalpekhlua,75.5,77,74
Juri Cisotti,69.5,67,72
Ming Yang Yang,61.0,61,61
Oliver Thychosen,70.0,68,72
Lukas Schubert,66.5,68,65
Atila Varga,50.5,51,50
Michael Brouwer,26.0,25,27
Gilli Rólantsson Sørensen,81.5,79,84
Cameron Kerr,70.5,70,71
Aaron Chapman,31.5,31,32
Andrew Hughes,68.0,67,69
Danny Wright,52.5,49,56
James Roberts,69.0,73,65
Ciaran O'Connor,67.0,66,68
Juan David Valencia,51.0,52,50
Liam Grimshaw,69.5,69,70
Fankaty Dabo,75.0,78,72
Joaquín Muñoz,44.5,47,42
Park Chung Hyo,46.0,44,48
Zakaria Al Sudani,57.5,66,49
Nick Townsend,48.0,47,49
Aaron Calver,64.5,64,65
Jake Gray,75.0,77,73
El-Hadji Ba,71.0,74,68
Danny Furlong,66.5,68,65
Gregory Karlen,69.0,67,71
Emil Bellander,58.5,58,59
Lewis Italiano,43.0,44,42
Jacob Blyth,47.5,51,44
George Glendon,63.0,63,63
Liam Graham,71.0,70,72
Alex Davey,51.0,54,48
Alwyn George,61.5,60,63
Sam Long,69.5,70,69
Luis Manuel García,47.5,46,49
Saqer Otayf,62.5,64,61
Abdulrahman Ada,58.0,62,54
Yousef Khamis Al Sawasan,68.0,69,67
Lorenzo Bardini,44.0,44,44
Thomas Castella,44.5,48,41
Philipp Erhardt,58.0,65,51
David Fitzpatrick,76.0,75,77
Aaron Barry,51.0,48,54
Luke Conlan,65.0,64,66
Georgios Sarris,61.0,62,60
Davide Mariani,72.5,75,70
Junior Joachim,66.0,64,68
Gary Shanahan,74.5,74,75
Max Crocombe,47.5,46,49
Peter Aase,52.5,56,49
Nicolas Hasler,57.5,54,61
Liam Wakefield,59.5,63,56
Curtis Thompson,85.0,86,84
Kevin Bigler,67.0,66,68
Anton Rodgers,60.0,57,63
Ben Wilson,40.0,40,40
William Frantzen,60.5,69,52
Mario Bühler,54.0,54,54
Daniel Potts,63.0,62,64
Dean Jarvis,70.5,71,70
Lee Burge,41.5,42,41
Marc McCallum,17.5,21,14
Keith Buckley,62.5,62,63
Inal Getigezhev,61.0,60,62
Lloyd Allinson,33.0,33,33
Ben Williamson,82.0,84,80
Hjörtur Logi Valgarðsson,63.5,63,64
Simon Thomas,31.0,34,28
Gary Shaw,63.5,63,64
Apti Akhyadov,66.0,65,67
Maciej Górski,79.5,80,79
Graham Kelly,62.5,64,61
Stefan Payne,81.0,81,81
Kim Kyo Bin,29.0,33,25
Keith Ward,70.0,72,68
Kamal Mustafa,72.0,74,70
Fozil Musaev,66.0,70,62
Calum Butcher,67.0,69,65
Pascal Schürpf,67.5,69,66
Lalo Fernández,33.5,44,23
Martin Grasegger,65.0,61,69
Marlon Jackson,83.0,84,82
Ma Leilei,61.0,60,62
Koji Nishimura,29.5,26,33
Richard Tait,71.0,71,71
Viktor Noring,31.5,30,33
Damian Piotrowski,74.5,76,73
Lloyd Saxton,36.5,34,39
Ben Tozer,62.5,60,65
Robbie Simpson,64.0,63,65
Jonathan Franks,73.5,74,73
Pádraig Amond,58.0,60,56
Patrick Kavanagh,65.5,66,65
Darren Dennehy,52.0,53,51
Diego Ciccone,63.0,65,61
Simone Grippo,57.0,53,61
Ian Morris,54.5,47,62
Tatsuya Tanaka,42.0,42,42
James McKeown,44.0,40,48
Kevin O'Connor,54.5,54,55
Mattias Hugosson,31.0,30,32
Curtis Weston,73.0,74,72
Scott Brown,72.0,74,70
Jonathan Smith,66.0,64,68
Diego Torres,70.5,71,70
Marcus Bean,67.5,68,67
Christian Terlizzi,31.5,32,31
Ryan Esson,31.5,31,32
Brian Jensen,22.5,22,23
Peter van der Vlag,29.0,30,28
Lee Mansell,47.0,46,48
Kevin Ellison,39.5,41,38
Eduard Löwen,64.0,61,67
Dani Góngora,62.5,64,61
Miguel Nazarit,67.0,67,67
Ruslan Salakhutdinov,63.5,64,63
Erdem Onur Beytaş,65.0,67,63
Michał Smolarczyk,64.5,65,64
Petar Mamić,62.5,65,60
Mate Tsintsadze,62.5,63,62
Cristian González,74.0,72,76
Baptiste Etcheverria,70.5,71,70
Abdullah Al Joui,85.5,88,83
Efraín Orona,67.5,68,67
Raoul Petretta,65.5,67,64
Nelson Insfrán,26.0,22,30
Sinan Yazıcı,51.5,53,50
Ümit Türker,65.0,68,62
Park Yi-Young,63.5,60,67
Patrick Sontheimer,64.0,63,65
